Afrika	Afrique
Kategorija:Sport u Njemačkoj Demokratskoj Republici	Catégorie:Sport en République démocratique allemande
Kategorija:Sport po gradovima u Holandiji	Catégorie:Sport aux Pays-Bas par ville
Kategorija:Dirigenti	Catégorie:Chef d'orchestre
Šablon:Korisnik sv-2	Modèle:Utilisateur sv-2
Kategorija:FIFA Kup konfederacija 2009	Catégorie:Coupe des confédérations 2009
Kategorija:Građevine i strukture u Izraelu	Catégorie:Bâtiment en Israël
Kategorija:1959 u Egiptu	Catégorie:1959 en Égypte
Šablon:NATO	Modèle:Palette Organisation du traité de l'Atlantique Nord
Kategorija:Jugoslavenski košarkaški treneri	Catégorie:Entraîneur yougoslave de basket-ball
Kategorija:Historija po lokacijama	Catégorie:Histoire régionale
Šablon:Podaci o zastavi Katar	Modèle:Country data Qatar
Šablon:Korisnik it-2	Modèle:Utilisateur it-2
Kategorija:Američki ekonomisti	Catégorie:Économiste américain
Šablon:De simbol	Modèle:De
Šablon:Slavenski jezici	Modèle:Palette Langues slaves
Kategorija:Kardiovaskularni sistem	Catégorie:Anatomie du système cardio-vasculaire
Šablon:Infokutija muzej	Modèle:Infobox Musée
Šablon:Val	Modèle:Val
Kategorija:Biografije po gradovima, Poljska	Catégorie:Naissance en Pologne par ville
Kategorija:Skijanje u Kanadi	Catégorie:Ski au Canada
Šablon:Godine	Modèle:Âge
Šablon:Nobelova nagrada za ekonomiju	Modèle:Palette Prix dit Nobel d'économie
Kategorija:Države članice Arapske lige	Catégorie:Pays du monde arabe
Kategorija:Američki etnolozi	Catégorie:Ethnologue américain
Kategorija:Događaji po temama	Catégorie:Événement par thème
Kategorija:Umrli 235. p. n. e.	Catégorie:Décès en 235 av. J.-C.
Kategorija:Umrli 295. p. n. e.	Catégorie:Décès en 295 av. J.-C.
Kategorija:Umrli 453. p. n. e.	Catégorie:Décès en 453 av. J.-C.
Kategorija:Umrli 477. p. n. e.	Catégorie:Décès en 477 av. J.-C.
Kategorija:Umrli 498. p. n. e.	Catégorie:Décès en 498 av. J.-C.
Kategorija:Umrli 587.	Catégorie:Décès en 587
Kategorija:Umrli 640.	Catégorie:Décès en 640
Kategorija:Umrli 698.	Catégorie:Décès en 698
Kategorija:Umrli 702.	Catégorie:Décès en 702
Kategorija:Umrli 908.	Catégorie:Décès en 908
Kategorija:Filmovi snimljeni u Sjevernoj Karolini	Catégorie:Film tourné en Caroline du Nord
Šablon:Harvnb	Modèle:Référence Harvard sans parenthèses
Kategorija:Županije u Hrvatskoj	Catégorie:Comitat de Croatie
Šablon:Sastav Kameruna na SP 2010	Modèle:Palette Cameroun coupe du monde 2010
Kategorija:Ljudski razvoj	Catégorie:Développement chez l'humain
Kategorija:Umrli 1627.	Catégorie:Décès en 1627
Šablon:Cite press release	Modèle:Cite press release
Kategorija:Obrazovne institucije	Catégorie:Association ou organisme lié à l'éducation
Kategorija:Tehnološke kompanije	Catégorie:Entreprise des technologies
Šablon:Utoku	Modèle:En attente
Kategorija:Hrvatski fizičari	Catégorie:Physicien croate
Šablon:Infokutija biografija	Modèle:Infobox Biographie
Kategorija:Međunarodna nogometna takmičenja	Catégorie:Compétition internationale de football
Kategorija:ZOI 2010.	Catégorie:Jeux olympiques d'hiver de 2010
Kategorija:Srbijanski geografi	Catégorie:Géographe serbe
Kategorija:Veliki veziri Osmanlijskog carstva	Catégorie:Grand vizir ottoman
Šablon:Podaci o zastavi Izrael	Modèle:Country data Israël
Kategorija:Mongolija	Catégorie:Mongolie
Kategorija:Kubanski političari	Catégorie:Personnalité politique cubaine
Kategorija:1953.	Catégorie:1953
Šablon:AS Roma - ekipa	Modèle:Palette Effectif actuel de l'AS Rome
Kategorija:Električna energija	Catégorie:Génie énergétique
Šablon:Eredivisie	Modèle:Palette Équipes du championnat des Pays-Bas de football D1
Šablon:Nts	Modèle:Smn
Šablon:Glavni gradovi evropskih država	Modèle:Palette Capitales d'Europe
Kategorija:Željeznica	Catégorie:Chemin de fer
Šablon:Podaci o zastavi Ukrajina	Modèle:Country data Ukraine
Šablon:Podaci o zastavi Kolumbija	Modèle:Country data Colombie
Šablon:Podaci o zastavi Pakistan	Modèle:Country data Pakistan
Šablon:Podaci o zastavi Gana	Modèle:Country data Ghana
Šablon:Podaci o zastavi Rumunija	Modèle:Country data Roumanie
Kategorija:Mehanika fluida	Catégorie:Mécanique des fluides
Šablon:Podaci o zastavi Južna Koreja	Modèle:Country data Corée du Sud
Kategorija:Sportski objekti u Danskoj	Catégorie:Équipement sportif au Danemark
Kategorija:Sportski objekti u Izraelu	Catégorie:Équipement sportif en Israël
Kategorija:Sportski objekti u Poljskoj	Catégorie:Équipement sportif en Pologne
Kategorija:Sportski objekti u Češkoj	Catégorie:Équipement sportif en République tchèque
Kategorija:Film po godinama	Catégorie:Chronologie du cinéma
Šablon:Kontinenti	Modèle:Palette Masses continentales
Kategorija:2014 u Italiji	Catégorie:2014 en Italie
Kategorija:Šabloni ekonomije	Catégorie:Modèle économie
Kategorija:Muzičke izdavačke kuće po državama	Catégorie:Label de musique par pays
Kategorija:Obrazovanje u Austriji	Catégorie:Éducation en Autriche
Kategorija:Jezera u Iranu	Catégorie:Lac d'Iran
Kategorija:Jezera u Tadžikistanu	Catégorie:Lac du Tadjikistan
Kategorija:Jezera u Turkmenistanu	Catégorie:Lac du Turkménistan
Kategorija:Filmska umjetnost u Izraelu	Catégorie:Cinéma israélien
Kategorija:Austrijsko društvo	Catégorie:Société autrichienne
Šablon:Korisnik Francuska	Modèle:Utilisateur origine France
Kategorija:Gradovi u Andori	Catégorie:Ville d'Andorre
Kategorija:Volkswagen	Catégorie:Volkswagen
Kategorija:Sovjetski svemirski program	Catégorie:Programme spatial russe et soviétique
Kategorija:Božićne pjesme	Catégorie:Chant de Noël
Kategorija:Japanski arhitekti	Catégorie:Architecte japonais
Kategorija:Gradovi i sela u Utrechtu (provincija)	Catégorie:Localité de la province d'Utrecht
Šablon:Svjetska trgovačka organizacija	Modèle:Palette Organisation mondiale du commerce
Kategorija:Proceduralni programski jezici	Catégorie:Langage impératif
Kategorija:Nogometna reprezentacija Grčke	Catégorie:Équipe de Grèce de football
Šablon:Convert	Modèle:Conversion
Kategorija:Navkutije nogometnih reprezentacija	Catégorie:Modèle équipe nationale football
Šablon:Korisnik Holandija	Modèle:Utilisateur origine Pays-Bas
Kategorija:Probavni sistem	Catégorie:Système digestif
Šablon:Islamski kalendar	Modèle:Palette Calendrier musulman
Šablon:Spisak svjetskih mora	Modèle:Palette Mers
Šablon:MathWorld	Modèle:MathWorld
Kategorija:Italijanski slikari	Catégorie:Peintre italien
Kategorija:Energetika	Catégorie:Secteur économique de l'énergie
Kategorija:Mokraćni sistem	Catégorie:Anatomie du système urinaire
Kategorija:Željezo	Catégorie:Fer
Kategorija:Arapsko more	Catégorie:Mer d'Arabie
Kategorija:1897 film	Catégorie:Film sorti en 1897
Kategorija:Endokrine žlijezde	Catégorie:Système endocrinien
Šablon:Allsvenskan	Modèle:Palette Équipes du championnat de Suède de football D1
Kategorija:1893 film	Catégorie:Film sorti en 1893
Kategorija:1890 film	Catégorie:Film sorti en 1890
Kategorija:Egzokrine žlijezde	Catégorie:Système exocrine
Šablon:Infokutija privreda	Modèle:Infobox Économie
Kategorija:Putevi	Catégorie:Rue
Kategorija:Rođeni 468.	Catégorie:Naissance en 468
Kategorija:Rođeni 490.	Catégorie:Naissance en 490
Kategorija:Rođeni 51. p. n. e.	Catégorie:Naissance en 51 av. J.-C.
Kategorija:Rođeni 523.	Catégorie:Naissance en 523
Kategorija:Rođeni 540. p. n. e.	Catégorie:Naissance en 540 av. J.-C.
Kategorija:Rođeni 541.	Catégorie:Naissance en 541
Kategorija:Rođeni 549.	Catégorie:Naissance en 549
Kategorija:Rođeni 559.	Catégorie:Naissance en 559
Kategorija:Rođeni 569.	Catégorie:Naissance en 569
Kategorija:Rođeni 579.	Catégorie:Naissance en 579
Kategorija:Rođeni 600.	Catégorie:Naissance en 600
Kategorija:Rođeni 635.	Catégorie:Naissance en 635
Kategorija:Rođeni 644.	Catégorie:Naissance en 644
Kategorija:Rođeni 648.	Catégorie:Naissance en 648
Kategorija:Rođeni 649.	Catégorie:Naissance en 649
Kategorija:Spojevi germanija	Catégorie:Composé du germanium
Wikipedia:Na današnji dan/septembar	Wikipédia:Éphéméride/septembre
Kategorija:Sportski objekti u Italiji	Catégorie:Équipement sportif en Italie
Kategorija:Njemački hemičari	Catégorie:Chimiste allemand
Šablon:Himne Afrike	Modèle:Palette Hymnes nationaux d'Afrique
Kategorija:Sportski objekti u Španiji	Catégorie:Équipement sportif en Espagne
Kategorija:Američki kompozitori	Catégorie:Compositeur américain
Kategorija:Knjige 1802.	Catégorie:Livre paru en 1802
Kategorija:Knjige 1803.	Catégorie:Livre paru en 1803
Šablon:Infokutija Piće	Modèle:Infobox Boisson
Kategorija:Organizacije osnovane 1900tih	Catégorie:Organisme fondé dans les années 1900
Kategorija:Organizacije osnovane 1910tih	Catégorie:Organisme fondé dans les années 1910
Kategorija:Organizacije osnovane 1920tih	Catégorie:Organisme fondé dans les années 1920
Kategorija:Organizacije osnovane 1930tih	Catégorie:Organisme fondé dans les années 1930
Kategorija:Organizacije osnovane 1940tih	Catégorie:Organisme fondé dans les années 1940
Kategorija:Organizacije osnovane 1950tih	Catégorie:Organisme fondé dans les années 1950
Kategorija:Organizacije osnovane 1960tih	Catégorie:Organisme fondé dans les années 1960
Kategorija:Organizacije osnovane 1970tih	Catégorie:Organisme fondé dans les années 1970
Kategorija:Organizacije osnovane 1980tih	Catégorie:Organisme fondé dans les années 1980
Kategorija:Organizacije osnovane 1990tih	Catégorie:Organisme fondé dans les années 1990
Kategorija:Organizacije po godinama osnivanja	Catégorie:Organisme par date de fondation
Kategorija:Bendi	Catégorie:Bandy
Kategorija:Lokacijske karte Danske	Catégorie:Modèle de paramétrage de carte du Danemark
Šablon:Infokutija trkačko auto	Modèle:Infobox Châssis sport-automobile
Kategorija:Kanadski klizači na ledu	Catégorie:Patineur artistique canadien
Kategorija:Vino	Catégorie:Vin
Kategorija:Biografije, Orléans	Catégorie:Personnalité liée à Orléans
Kategorija:1888 film	Catégorie:Film sorti en 1888
Kategorija:1894 film	Catégorie:Film sorti en 1894
Kategorija:Ljudi po udruženjima	Catégorie:Personnalité par secteur d'activité
Kategorija:Kanadski filmovi po žanru	Catégorie:Film canadien par genre
Kategorija:Ishrana	Catégorie:Nutrition
Kategorija:Slovački filmovi	Catégorie:Film slovaque
Kategorija:Italijanski filmovi po žanru	Catégorie:Film italien par genre
Šablon:Coord	Modèle:Coord
Šablon:Neutralnost	Modèle:Désaccord de neutralité
Šablon:Citation/napravi link	Modèle:Citation/make link
Šablon:Opioidi	Modèle:Palette Opiacés
Kategorija:Likovi u @@@u0026CSI: Las Vegas"	Catégorie:Personnage des Experts
Kategorija:Hrvatska književnost	Catégorie:Littérature croate
Kategorija:Yu-Gi-Oh! likovi	Catégorie:Personnage de Yu-Gi-Oh!
Kategorija:Svjetska šahovska prvenstva	Catégorie:Championnat du monde d'échecs
Kategorija:Države Brazila	Catégorie:État du Brésil
Kategorija:15. vijek rođenja	Catégorie:Naissance au XVe siècle
Kategorija:Administrativna podjela Jemena	Catégorie:Subdivision du Yémen
Šablon:Korisnik Wikipedia birokrata	Modèle:Utilisateur Wikipédia:Bureaucrate
Kategorija:Publikacije osnovane 1824.	Catégorie:Titre de presse créé en 1824
Kategorija:Publikacije osnovane 1835.	Catégorie:Titre de presse créé en 1835
Kategorija:Publikacije osnovane 1850.	Catégorie:Titre de presse créé en 1850
Kategorija:Publikacije osnovane 1963.	Catégorie:Titre de presse créé en 1963
Šablon:Sastav Irana na AFC Azijskom kupu 2007	Modèle:Palette Iran coupe d'Asie des nations 2007
Šablon:Sastav Irana na SP 1978	Modèle:Palette Iran coupe du monde 1978
Kategorija:Mostovi u Turskoj	Catégorie:Pont en Turquie
Kategorija:Stub šabloni	Catégorie:Modèle d'ébauche
Kategorija:Rođeni 1608.	Catégorie:Naissance en 1608
Kategorija:Filmovi po godinama	Catégorie:Film par année de sortie
Kategorija:Lov	Catégorie:Chasse
Kategorija:Supružnici aragonskih vladara	Catégorie:Reine d'Aragon
Kategorija:Beograd	Catégorie:Belgrade
Šablon:DMOZ	Modèle:Dmoz
Kategorija:Fauna Azije	Catégorie:Faune en Asie
Kategorija:Nogometna rivalstva	Catégorie:Rivalités dans le football
Kategorija:Poligoni	Catégorie:Polygone
Kategorija:Šabloni francuske nogometne ekipe	Catégorie:Palette Effectif club français de football
Kategorija:Gradovi u Urugvaju	Catégorie:Ville d'Uruguay
Kategorija:Grenada	Catégorie:Grenade
Kategorija:2018 u Rusiji	Catégorie:2018 en Russie
Kategorija:Wyoming	Catégorie:Wyoming
Kategorija:1995 u Sjedinjenim Američkim Državama	Catégorie:1995 aux États-Unis
Kategorija:1964 u Sjedinjenim Američkim Državama	Catégorie:1964 aux États-Unis
Kategorija:1977 u Sjedinjenim Američkim Državama	Catégorie:1977 aux États-Unis
Kategorija:1953 u Sjedinjenim Američkim Državama	Catégorie:1953 aux États-Unis
Kategorija:1957 u Sjedinjenim Američkim Državama	Catégorie:1957 aux États-Unis
Kategorija:1932 u Sjedinjenim Američkim Državama	Catégorie:1932 aux États-Unis
Kategorija:1969 u Sjedinjenim Američkim Državama	Catégorie:1969 aux États-Unis
Kategorija:1947 u Sjedinjenim Američkim Državama	Catégorie:1947 aux États-Unis
Kategorija:1980 u Sjedinjenim Američkim Državama	Catégorie:1980 aux États-Unis
Šablon:Na današnji dan/13. decembar	Wikipédia:Éphéméride/13 décembre
Kategorija:FIFA	Catégorie:FIFA
Kategorija:Destiny's Child albumi	Catégorie:Album de Destiny's Child
Šablon:Olimpijski pobjednici na 100 prsno	Modèle:Palette Champions olympiques 100 m brasse hommes
Kategorija:Američke filmske komedije	Catégorie:Comédie américaine
Kategorija:Britanske filmske komedije	Catégorie:Comédie britannique
Kategorija:Građevine i strukture u Berlinu	Catégorie:Bâtiment de Berlin
Kategorija:Popularna kultura	Catégorie:Culture populaire
Šablon:Na današnji dan/1. januar	Wikipédia:Éphéméride/1 janvier
Šablon:Na današnji dan/1. decembar	Wikipédia:Éphéméride/1 décembre
Kategorija:Saudijske reprezentacije	Catégorie:Équipe d'Arabie saoudite
Kategorija:Nogometna reprezentacija Rusije	Catégorie:Équipe de Russie de football
Kategorija:234. p. n. e.	Catégorie:234 av. J.-C.
Šablon:Na današnji dan/6. decembar	Wikipédia:Éphéméride/6 décembre
Kategorija:Rođeni 10. p. n. e.	Catégorie:Naissance en 10 av. J.-C.
Kategorija:Održivi razvoj	Catégorie:Développement durable
Kategorija:1992 u Senegalu	Catégorie:1992 au Sénégal
Kategorija:Sherlock (serija)	Catégorie:Sherlock
Kategorija:Skijaška takmičenja	Catégorie:Compétition de ski
Kategorija:2005 singlovi	Catégorie:Single musical sorti en 2005
Kategorija:2006 singlovi	Catégorie:Single musical sorti en 2006
Šablon:Evropske valute	Modèle:Palette Monnaies d'Europe
Kategorija:Gradovi u Španiji	Catégorie:Commune d'Espagne
Kategorija:Grenland	Catégorie:Groenland
Wikipedia:Na današnji dan/oktobar	Wikipédia:Éphéméride/octobre
Kategorija:Rođeni 588.	Catégorie:Naissance en 588
Kategorija:Tenis u Austriji	Catégorie:Tennis en Autriche
Kategorija:Tenis u Hrvatskoj	Catégorie:Tennis en Croatie
Kategorija:Tenis u Ujedinjenim Arapskim Emiratima	Catégorie:Tennis aux Émirats arabes unis
Kategorija:Tenis u Švedskoj	Catégorie:Tennis en Suède
Kategorija:Tenis u Holandiji	Catégorie:Tennis aux Pays-Bas
Kategorija:Terorizam u Norveškoj	Catégorie:Terrorisme en Norvège
Kategorija:Rođeni 1058.	Catégorie:Naissance en 1058
Kategorija:Teniski turniri u Kataru	Catégorie:Compétition de tennis au Qatar
Kategorija:Teniski turniri u Hrvatskoj	Catégorie:Compétition de tennis en Croatie
Kategorija:Teniski turniri u Ujedinjenim Arapskim Emiratima	Catégorie:Compétition de tennis aux Émirats arabes unis
Kategorija:Teniski turniri u Meksiku	Catégorie:Compétition de tennis au Mexique
Kategorija:Teniski turniri u Rusiji	Catégorie:Compétition de tennis en Russie
Kategorija:Teniski turniri na travi	Catégorie:Tournoi de tennis sur gazon
Kategorija:Teniski turniri po podlogama	Catégorie:Tournoi de tennis par surface
Kategorija:Rođeni 1717.	Catégorie:Naissance en 1717
Kategorija:Muzika u Italiji	Catégorie:Musique italienne
Kategorija:Rođeni 1705.	Catégorie:Naissance en 1705
Šablon:Zastava države MOK alias TAN	Modèle:DrapeauCIO-TAN
Kategorija:Svemirski teleskopi	Catégorie:Télescope spatial
Kategorija:Nogometaši Obale Slonovače	Catégorie:Footballeur ivoirien
Kategorija:Južnokorejski pjesnici	Catégorie:Poète sud-coréen
Šablon:Afričke nogometne reprezentacije	Modèle:Palette Équipe nationale CAF
Kategorija:Islamska umjetnost	Catégorie:Culture musulmane
Šablon:Podaci o zastavi Bahrein	Modèle:Country data Bahreïn
Kategorija:Američke literarne nagrade	Catégorie:Prix littéraire aux États-Unis
Kategorija:Umrli 1622.	Catégorie:Décès en 1622
Šablon:Zastava države MOK alias MAS	Modèle:DrapeauCIO-MAS
Kategorija:Metropolitanska područja	Catégorie:Agglomération
Kategorija:Staništa	Catégorie:Habitat
Kategorija:Liliales	Catégorie:Liliales
Kategorija:Gljivične bolesti	Catégorie:Infection mycosique
Kategorija:Lamiales	Catégorie:Lamiales
Šablon:Države Evrope	Modèle:Palette Pays d'Europe
Kategorija:Arhitektura u Australiji	Catégorie:Architecture en Australie
Kategorija:Nogometaši po državama	Catégorie:Footballeur par nationalité
Šablon:Imunološki sistem	Modèle:Palette Système immunitaire
Kategorija:Arhitektura u Belgiji	Catégorie:Architecture en Belgique
Kategorija:Šablonska dokumentacija	Catégorie:Documentation de modèle
Kategorija:Serije mreže FOX	Catégorie:Série télévisée de Fox
Kategorija:Makedonija	Catégorie:République de Macédoine
Kategorija:Lokacijske karte Austrije	Catégorie:Modèle de paramétrage de carte d'Autriche
Kategorija:Lokacijske karte Kanade	Catégorie:Modèle de paramétrage de carte du Canada
Kategorija:Lokacijske karte Čilea	Catégorie:Modèle de paramétrage de carte du Chili
Kategorija:Lokacijske karte Engleske	Catégorie:Modèle de paramétrage de carte d'Angleterre
Kategorija:Lokacijske karte Južnoafričke Republike	Catégorie:Modèle de paramétrage de carte d'Afrique du Sud
Kategorija:Politički šabloni	Catégorie:Modèle politique
Kategorija:Korisnik az	Catégorie:Utilisateur az
Kategorija:Korisnik bs	Catégorie:Utilisateur bs
Kategorija:Korisnik hr	Catégorie:Utilisateur hr
Kategorija:Korisnik sk	Catégorie:Utilisateur sk
Kategorija:Korisnik sl	Catégorie:Utilisateur sl
Kategorija:Korisnik eo	Catégorie:Utilisateur eo
Kategorija:Korisnik fr	Catégorie:Utilisateur fr
Kategorija:Korisnik hu-N	Catégorie:Utilisateur hu-M
Kategorija:Korisnik id	Catégorie:Utilisateur id
Kategorija:Korisnik ja	Catégorie:Utilisateur ja
Kategorija:Korisnik la	Catégorie:Utilisateur la
Kategorija:Korisnik li	Catégorie:Utilisateur li
Kategorija:Korisnik lt	Catégorie:Utilisateur lt
Kategorija:Korisnik mk	Catégorie:Utilisateur mk
Kategorija:Korisnik nn	Catégorie:Utilisateur nn
Kategorija:Korisnik pt	Catégorie:Utilisateur pt
Kategorija:Korisnik ro	Catégorie:Utilisateur ro
Kategorija:Korisnik sh	Catégorie:Utilisateur sh
Kategorija:Korisnik sv	Catégorie:Utilisateur sv
Kategorija:Korisnik bs-3	Catégorie:Utilisateur bs-3
Kategorija:Korisnik cs-3	Catégorie:Utilisateur cs-3
Kategorija:Korisnik sl-3	Catégorie:Utilisateur sl-3
Kategorija:Korisnik fr-3	Catégorie:Utilisateur fr-3
Kategorija:Korisnik it-3	Catégorie:Utilisateur it-3
Kategorija:Korisnik ja-3	Catégorie:Utilisateur ja-3
Kategorija:Korisnik lt-3	Catégorie:Utilisateur lt-3
Kategorija:Korisnik mk-3	Catégorie:Utilisateur mk-3
Kategorija:Korisnik nl-3	Catégorie:Utilisateur nl-3
Kategorija:Korisnik no-3	Catégorie:Utilisateur no-3
Kategorija:Korisnik pl-3	Catégorie:Utilisateur pl-3
Kategorija:Korisnik sh-3	Catégorie:Utilisateur sh-3
Kategorija:Korisnik tr-3	Catégorie:Utilisateur tr-3
Kategorija:Korisnik ar-3	Catégorie:Utilisateur ar-3
Kategorija:Korisnik cs-1	Catégorie:Utilisateur cs-1
Kategorija:Korisnik da-1	Catégorie:Utilisateur da-1
Kategorija:Korisnik sl-1	Catégorie:Utilisateur sl-1
Kategorija:Korisnik fi-1	Catégorie:Utilisateur fi-1
Kategorija:Korisnik jv-1	Catégorie:Utilisateur jv-1
Kategorija:Korisnik li-1	Catégorie:Utilisateur li-1
Kategorija:Korisnik lt-1	Catégorie:Utilisateur lt-1
Kategorija:Korisnik mk-1	Catégorie:Utilisateur mk-1
Kategorija:Korisnik nl-1	Catégorie:Utilisateur nl-1
Kategorija:Korisnik pl-1	Catégorie:Utilisateur pl-1
Kategorija:Korisnik ro-1	Catégorie:Utilisateur ro-1
Kategorija:Korisnik sh-1	Catégorie:Utilisateur sh-1
Kategorija:Korisnik tr-1	Catégorie:Utilisateur tr-1
Kategorija:Korisnik ar-1	Catégorie:Utilisateur ar-1
Kategorija:Korisnik bs-4	Catégorie:Utilisateur bs-4
Kategorija:Korisnik cs-4	Catégorie:Utilisateur cs-4
Kategorija:Korisnik ko-4	Catégorie:Utilisateur ko-4
Kategorija:Korisnik sl-4	Catégorie:Utilisateur sl-4
Kategorija:Korisnik fr-4	Catégorie:Utilisateur fr-4
Kategorija:Korisnik hu-4	Catégorie:Utilisateur hu-4
Kategorija:Korisnik id-4	Catégorie:Utilisateur id-4
Kategorija:Korisnik it-4	Catégorie:Utilisateur it-4
Kategorija:Korisnik lt-4	Catégorie:Utilisateur lt-4
Kategorija:Korisnik mk-4	Catégorie:Utilisateur mk-4
Kategorija:Korisnik pl-4	Catégorie:Utilisateur pl-4
Kategorija:Korisnik sh-4	Catégorie:Utilisateur sh-4
Kategorija:Korisnik ar-4	Catégorie:Utilisateur ar-4
Kategorija:Machine Head albumi	Catégorie:Album de Machine Head
Kategorija:Korisnik bs-2	Catégorie:Utilisateur bs-2
Kategorija:Korisnik cs-2	Catégorie:Utilisateur cs-2
Kategorija:Korisnik da-2	Catégorie:Utilisateur da-2
Kategorija:Korisnik sk-2	Catégorie:Utilisateur sk-2
Kategorija:Korisnik sl-2	Catégorie:Utilisateur sl-2
Kategorija:Korisnik fr-2	Catégorie:Utilisateur fr-2
Kategorija:Korisnik hu-2	Catégorie:Utilisateur hu-2
Kategorija:Korisnik it-2	Catégorie:Utilisateur it-2
Kategorija:Korisnik ja-2	Catégorie:Utilisateur ja-2
Kategorija:Korisnik la-2	Catégorie:Utilisateur la-2
Kategorija:Korisnik li-2	Catégorie:Utilisateur li-2
Kategorija:Korisnik lt-2	Catégorie:Utilisateur lt-2
Kategorija:Korisnik mk-2	Catégorie:Utilisateur mk-2
Kategorija:Korisnik nl-2	Catégorie:Utilisateur nl-2
Kategorija:Korisnik pl-2	Catégorie:Utilisateur pl-2
Kategorija:Korisnik sh-2	Catégorie:Utilisateur sh-2
Kategorija:Korisnik sv-2	Catégorie:Utilisateur sv-2
Kategorija:Korisnik tr-2	Catégorie:Utilisateur tr-2
Kategorija:Korisnik ar-2	Catégorie:Utilisateur ar-2
Kategorija:Korisnik bs-N	Catégorie:Utilisateur bs-M
Kategorija:Korisnik cs-N	Catégorie:Utilisateur cs-M
Kategorija:Korisnik ko-N	Catégorie:Utilisateur ko-M
Kategorija:Korisnik hr-N	Catégorie:Utilisateur hr-M
Kategorija:Korisnik sl-N	Catégorie:Utilisateur sl-M
Kategorija:Korisnik fr-N	Catégorie:Utilisateur fr-M
Kategorija:Korisnik id-N	Catégorie:Utilisateur id-M
Kategorija:Korisnik it-N	Catégorie:Utilisateur it-M
Kategorija:Korisnik jv-N	Catégorie:Utilisateur jv-M
Kategorija:Korisnik lt-N	Catégorie:Utilisateur lt-M
Kategorija:Korisnik mk-N	Catégorie:Utilisateur mk-M
Kategorija:Korisnik nl-N	Catégorie:Utilisateur nl-M
Kategorija:Korisnik no-N	Catégorie:Utilisateur no-M
Kategorija:Korisnik ru-N	Catégorie:Utilisateur ru-M
Kategorija:Korisnik sh-N	Catégorie:Utilisateur sh-M
Kategorija:Korisnik ar-N	Catégorie:Utilisateur ar-M
Kategorija:1969 po državama	Catégorie:1969 par pays
Kategorija:Nogometna takmičenja u Kazahstanu	Catégorie:Compétition de football au Kazakhstan
Kategorija:1970 po državama	Catégorie:1970 par pays
Kategorija:Zabava	Catégorie:Divertissement
Kategorija:Rođeni 2007.	Catégorie:Naissance en 2007
Kategorija:Organizacije osnovane 1918.	Catégorie:Organisme fondé en 1918
Kategorija:Organizacije osnovane 1943.	Catégorie:Organisme fondé en 1943
Kategorija:Organizacije osnovane 1980.	Catégorie:Organisme fondé en 1980
Kategorija:Organizacije osnovane 1939.	Catégorie:Organisme fondé en 1939
Kategorija:Organizacije osnovane 1971.	Catégorie:Organisme fondé en 1971
Kategorija:Glavni gradovi okeanijskih država	Catégorie:Capitale d'Océanie
Kategorija:1944 osnivanja	Catégorie:Fondation en 1944
Kategorija:1941 u Jugoslaviji	Catégorie:1941 en Yougoslavie
Kategorija:1972 u Jugoslaviji	Catégorie:1972 en Yougoslavie
Kategorija:1984 u Jugoslaviji	Catégorie:1984 en Yougoslavie
Kategorija:1988 u Jugoslaviji	Catégorie:1988 en Yougoslavie
Kategorija:NBA klubovi	Catégorie:Franchise NBA
Kategorija:Organizacije osnovane 1986.	Catégorie:Organisme fondé en 1986
Kategorija:Organizacije osnovane 1989.	Catégorie:Organisme fondé en 1989
Kategorija:Organizacije osnovane 1982.	Catégorie:Organisme fondé en 1982
Kategorija:Organizacije osnovane 2006.	Catégorie:Organisme fondé en 2006
Kategorija:Organizacije osnovane 1990.	Catégorie:Organisme fondé en 1990
Kategorija:Organizacije osnovane 1880.	Catégorie:Organisme fondé en 1880
Kategorija:Organizacije osnovane 1985.	Catégorie:Organisme fondé en 1985
Kategorija:Organizacije osnovane 1972.	Catégorie:Organisme fondé en 1972
Kategorija:Organizacije osnovane 1975.	Catégorie:Organisme fondé en 1975
Kategorija:Organizacije osnovane 2004.	Catégorie:Organisme fondé en 2004
Kategorija:Organizacije osnovane 1977.	Catégorie:Organisme fondé en 1977
Kategorija:Organizacije osnovane 1979.	Catégorie:Organisme fondé en 1979
Kategorija:Organizacije osnovane 1973.	Catégorie:Organisme fondé en 1973
Kategorija:Organizacije osnovane 1970.	Catégorie:Organisme fondé en 1970
Kategorija:Organizacije osnovane 1956.	Catégorie:Organisme fondé en 1956
Kategorija:Organizacije osnovane 2008.	Catégorie:Organisme fondé en 2008
Kategorija:Organizacije osnovane 1998.	Catégorie:Organisme fondé en 1998
Kategorija:Organizacije osnovane 1962.	Catégorie:Organisme fondé en 1962
Kategorija:Organizacije osnovane 1932.	Catégorie:Organisme fondé en 1932
Kategorija:Organizacije osnovane 1981.	Catégorie:Organisme fondé en 1981
Kategorija:Organizacije osnovane 1960.	Catégorie:Organisme fondé en 1960
Kategorija:Organizacije osnovane 1874.	Catégorie:Organisme fondé en 1874
Kategorija:Organizacije osnovane 1955.	Catégorie:Organisme fondé en 1955
Kategorija:Organizacije osnovane 1937.	Catégorie:Organisme fondé en 1937
Kategorija:Organizacije osnovane 1878.	Catégorie:Organisme fondé en 1878
Kategorija:Organizacije osnovane 1887.	Catégorie:Organisme fondé en 1887
