Afrika	Afrique
Kegin durkez	Geai turquoise
Christina von Sachsen	Christine de Saxe
Kristina	Krisztina
Skinwel niverel douarel	Télévision numérique terrestre
Lo Mas d'Asilh	Le Mas-d'Azil
Meridian (Idaho)	Meridian (Idaho)
Christophe Arleston	Christophe Arleston
Christopher Gadsden	Christopher Gadsden
Sainte-Marie-Outre-l'Eau	Sainte-Marie-Outre-l'Eau
Lénault	Lénault
Ursula	Ursula
Pierrepont (Calvados)	Pierrepont (Calvados)
Ytres	Ytres
Petiville (Calvados)	Petiville (Calvados)
L'Oudon	L'Oudon
Périgny (Calvados)	Périgny (Calvados)
C'hronem	Chrone
Broksele	Broxeele
Deiziataer ijinadennoù Mab-den	Chronologie de l'histoire des techniques
Kronofiliezh	Chronophilie
Talegalla	Talegalla
Emgann al Leie (1918)	Bataille de la Lys (1918)
Onychoprion	Onychoprion
Thalurania	Dryade (oiseau)
Gwrac'hig Yemen	Accenteur d'Arabie
Muscicapa	Muscicapa
Myadestes	Myadestes
Kalao Monteiro	Calao de Monteiro
Musophaga	Musophaga
Poliocephalus	Poliocephalus
Tourako Livingstone	Touraco de Livingstone
Galidiinae	Galidiinae
Chrysocolaptes	Chrysocolaptes
Ceretic Guletic	Ceretic Guletic
Akademiezh ar Ricovrati	Académie des Ricovrati
Kazoukouroueg	Kazukuru
Arturo Reggio	Arturo Reggio
Angelica de' Medici	Angélique de Médicis
Cynlas Goch	Cuneglas
Trogon limestra	Trogon violacé
Megaceryle	Megaceryle
Trogon penn du	Trogon à tête noire
Milvago	Milvago
Muenn greizdouarel	Microtus cabrerae
Naer-wiber Palestina	Daboia palaestinae
Chunta Aragonesista	Chunta Aragonesista
Sègre	Sègre (département)
Montserrat (departamant)	Montserrat (département)
Ter (departamant)	Ter (département)
Eleonora Breizh (1185-1241)	Aliénor de Bretagne (1185-1241)
Janed Bro-Saoz, priñsez Kembre	Jeanne d'Angleterre (Princesse de Galles)
Enez Londonderry	Île Londonderry
Ciney (bier)	Ciney (bière)
Sourd kein ruz	Plethodon cinereus
Battlefield 2: Modern Combat	Battlefield 2: Modern Combat
Roll rouaned Kent	Liste des rois de Kent
Dorres	Dorres
Venus Victrix (Canova)	Vénus Victrix (Canova)
Each One Teach One	Each One Teach One
Upon the Bridge	Upon the Bridge
We Free Again	We Free Again
Hebron Gate	Hebron Gate
Tour-tan ar Stif	Phare du Stiff
Kizrevelezh	Cisgenre
Laminaria digitata	Laminaria digitata
Frankolin beg ruz	Francolin à bec rouge
Renadenn dieeun	Complément d'objet indirect
Luther Burger	Donut burger
Cesny-aux-Vignes	Cesny-aux-Vignes
Urosticte	Urosticte
Claes Jansz Visscher	Claes Jansz Visscher
Morlogod	Raniceps raninus
Pesk-heskenn boutin	Pristis pristis
Thomomys	Thomomys
Kyknos mab Sthenelos	Cycnos fils de Sthénélos
Satanig Zeland-Nevez	Fregetta maoriana
Gwiñver-nij an norzh	Grand polatouche
Claire	Claire
Troadell (yezhoniezh)	Périphrase
Roll cognomina Henroma	Liste de cognomina
Cliara	Île de Clare
Ictinia	Ictinia
Claude Allègre	Claude Allègre
Stalaf	Contrevent
Imre	Aimeric
Claude Michel (melldroader)	Claude Michel (football)
Etrereizhadezh	Intersexuation
Kolougo Filipinez	Galéopithèque
Lorenzo Costa il Giovane	Lorenzo Costa le Jeune
Philippe Billy	Philippe Billy
Haucourt-en-Cambrésis	Haucourt-en-Cambrésis
Gênes	Gênes (département)
Saint-Hilaire-sur-Helpe	Saint-Hilaire-sur-Helpe
Locquignol	Locquignol
C'hoariva Graslin	Théâtre Graslin
Hantay	Hantay
Lallaing	Lallaing
Neuville-en-Ferrain	Neuville-en-Ferrain
Masny	Masny
Raimbeaucourt	Raimbeaucourt
Lambres-lez-Douai	Lambres-lez-Douai
Marpent	Marpent
Lesdain (Bro-C'hall)	Lesdain (Nord)
Noyelles-sur-Sambre	Noyelles-sur-Sambre
Ramillies (Bro-C'hall)	Ramillies (Nord)
Les Rues-des-Vignes	Les Rues-des-Vignes
Inchy	Inchy
Japan bashing	Dénigrement du Japon
Rejet-de-Beaulieu	Rejet-de-Beaulieu
Louvignies-Quesnoy	Louvignies-Quesnoy
Mœuvres	Mœuvres
Saulzoir	Saulzoir
Semousies	Semousies
Sars-Poteries	Sars-Poteries
Saint-Benin	Saint-Benin
Reumont	Reumont
Jenlain	Jenlain
Pont-sur-Sambre	Pont-sur-Sambre
Clementine (meziant)	Clementine (logiciel)
Taisnières-sur-Hon	Taisnières-sur-Hon
Margherita Aldobrandini	Marguerite Aldobrandini
Wargnies-le-Petit	Wargnies-le-Petit
Thun-l'Évêque	Thun-l'Évêque
Saint-Hilaire-lez-Cambrai	Saint-Hilaire-lez-Cambrai
Wambaix	Wambaix
Mazinghien	Mazinghien
Margherita de' Medici	Marguerite de Médicis
Sancourt (Norzh)	Sancourt (Nord)
Saint-Saulve	Saint-Saulve
Vieux-Mesnil	Vieux-Mesnil
Trith-Saint-Léger	Trith-Saint-Léger
Petit-Fayt	Petit-Fayt
Villers-Pol	Villers-Pol
Tourako Ruwenzori	Touraco du Ruwenzori
Sailly-lez-Cambrai	Sailly-lez-Cambrai
Montigny-en-Cambrésis	Montigny-en-Cambrésis
Séranvillers-Forenville	Séranvillers-Forenville
Naves (Norzh)	Naves (Nord)
Leval (Norzh)	Leval (Nord)
Quiévy	Quiévy
Preux-au-Bois	Preux-au-Bois
Lez-Fontaine	Lez-Fontaine
Tilloy-lez-Cambrai	Tilloy-lez-Cambrai
Vieuvy	Vieuvy
Hélesmes	Hélesmes
Hérin	Hérin
Bolquera	Bolquère
NGC 2936	NGC 2936
Wattignies	Wattignies
Sainghin-en-Weppes	Sainghin-en-Weppes
Haveluy	Haveluy
Ouc'ha	Oukha
Clouet	Clouet
Saint-Sauveur-la-Pommeraye	Saint-Sauveur-la-Pommeraye
Tanis (Manche)	Tanis (Manche)
Club Plaza Colonia de Deportes	Club Atlético Plaza
Maing	Maing
Férin	Férin
Onnaing	Onnaing
Loon (Flandrez)	Loon-Plage
Marquette-lez-Lille	Marquette-lez-Lille
Râches	Râches
Haulchin (Bro-C'hall)	Haulchin (Nord)
Saint-Aubin-des-Préaux	Saint-Aubin-des-Préaux
Villiers-le-Pré	Villiers-le-Pré
Féchain	Féchain
Forest-sur-Marque	Forest-sur-Marque
Kazeg	Jument
Kapellebroek	Cappelle-Brouck
Camphin-en-Carembault	Camphin-en-Carembault
Kengevredad Kanariat	Coalition canarienne
Broekkerke	Brouckerque
Vieux-Reng	Vieux-Reng
Rieux-en-Cambrésis	Rieux-en-Cambrésis
Ruesnes	Ruesnes
La Flamengrie (Norzh)	La Flamengrie (Nord)
Obies	Obies
Saint-Aubin (Norzh)	Saint-Aubin (Nord)
Wattignies-la-Victoire	Wattignies-la-Victoire
Grand-Fayt	Grand-Fayt
Vendegies-sur-Écaillon	Vendegies-sur-Écaillon
Liessies	Liessies
Larouillies	Larouillies
Capelle (Norzh)	Capelle (Nord)
Neuf-Mesnil	Neuf-Mesnil
Raucourt-au-Bois	Raucourt-au-Bois
Flesquières	Flesquières
Honnechy	Honnechy
Viesly	Viesly
Maurois (kumun)	Maurois (Nord)
Noyelles-sur-Escaut	Noyelles-sur-Escaut
Bachy	Bachy
Aubigny-au-Bac	Aubigny-au-Bac
Auchy-lez-Orchies	Auchy-lez-Orchies
Beuvry-la-Forêt	Beuvry-la-Forêt
Kelaino	Céléno
Vicq (Norzh)	Vicq (Nord)
Escautpont	Escautpont
Fresnes-sur-Escaut	Fresnes-sur-Escaut
Anuz-dall Peloponnez	Anguis cephallonica
Korn glas	Eutrigla gurnardus
Jardin	Jardin
Cúil Raithin	Coleraine
Colijn de Coter	Colijn de Coter
Keverieg	Chéméré
Diredig ruz	Martin-chasseur violet
Gela (stêr)	Gela (fleuve)
Cill Rónáin	Cill Rónáin
Hirder vogalennek	Quantité vocalique
Lanas (Lot-et-Garonne)	Lannes (Lot-et-Garonne)
Umm Kulthum	Oum Kalthoum
Grand-Prix Ploue merc'hed	Grand Prix de Plouay féminin
Ezkio-Itsaso	Ezkio-Itsaso
Xove	Xove
Strollad Komunour Iwerzhon	Parti communiste d'Irlande
La Chanson du Dimanche	La Chanson du dimanche
Koudekerke-Dorp	Coudekerque-Village
Sint-Pols-aan-Zee	Saint-Pol-sur-Mer
Zanbrana	Zambrana (Alava)
Cambre (Galiza)	Cambre (La Corogne)
Cedeira	Cedeira
Añana	Añana
Aranga	Aranga
Culleredo	Culleredo
Armiñon	Armiñón
Lucrezia Tornabuoni	Lucrezia Tornabuoni
Legazpi	Legazpi (Guipuscoa)
La Cigale	La Cigale (brasserie)
Meliner	Monnières (Loire-Atlantique)
Gwared	Varades
Sant-Filberzh-Deaz	Saint-Philbert-de-Grand-Lieu
Sant-Nikolaz-an-Hent	Saint-Nicolas-de-Redon
Vinçà	Vinça
Henwinieg	Vieillevigne (Loire-Atlantique)
Yezhoù komekrudek	Langues comecrudanes
Malvegon	Maumusson (Loire-Atlantique)
Tor de Querol	Latour-de-Carol
Clara	Clara (prénom)
Comic	Comics
Eskopti katolik Plymouth	Diocèse de Plymouth
Hon-Hergies	Hon-Hergies
Parrezioù keodedel Bro-Saoz (Civil Parishes)	Paroisse civile (Royaume-Uni)
Kelenneg-ar-Mewan	Aigrefeuille-sur-Maine
Goueled-Goulen	Basse-Goulaine
Chapel-ar-Salver	La Chapelle-Saint-Sauveur (Loire-Atlantique)
Banvre	Bonnœuvre
Arondisamant Kastellin	Arrondissement de Châteaulin
Kanton Brest-Sant-Mark	Canton de Brest-Saint-Marc
Allennes-les-Marais	Allennes-les-Marais
Erquinghem-Lys	Erquinghem-Lys
Gussignies	Gussignies
Erchin	Erchin
Briastre	Briastre
Arondisamant Lons-le-Saunier	Arrondissement de Lons-le-Saunier
Anhiers	Anhiers
Le Choc	Le Choc
Arondisamant Vitry-le-François	Arrondissement de Vitry-le-François
Arondisamant Château-Gontier	Arrondissement de Château-Gontier
Féron	Féron
Lanveur-ar-Marzoù	Grand'Landes
Arondisamant Forbach	Arrondissement de Forbach
Avesnes-le-Sec	Avesnes-le-Sec
Avelin	Avelin
Gwez (kumun)	Vay
Attiches	Attiches
Luigi Sabatelli	Luigi Sabatelli
Commonwealth War Graves Commission	Commonwealth War Graves Commission
Deûlémont	Deûlémont
Cobrieux	Cobrieux
Kurunidigezh gant spern	Le Couronnement d'épines (Le Caravage, Vienne)
Eppe-Sauvage	Eppe-Sauvage
Kumuniezh kumunioù Gwareg Su Breizh	Communauté de communes Arc Sud Bretagne
Caullery (Norzh)	Caullery (Nord)
Blaringem	Blaringhem
Le Favril (Norzh)	Le Favril (Nord)
Kumuniezh kumunioù al Liger hag an Erv	Communauté de communes Loire et Sillon
Boezegem	Boëseghem
Gouzeaucourt	Gouzeaucourt
Bourghelles	Bourghelles
Koufeg	Couffé
Kumuniezh kumunioù al Lenn Veur	Communauté de communes de Grand Lieu
Kumuniezh-kumunioù bro Nozieg	Communauté de communes de la Région de Nozay
Martin-de-Viviès	Martin-de-Viviès
Kumuniezh kumunioù Kreiz Treger	Communauté de communes du Centre Trégor
Kumuniezh kumunioù Bro Kaon	Communauté de communes du Pays de Caulnes
Kumuniezh kumunioù Dol ha Bae Menez-Mikael	Communauté de communes du Pays de Dol-de-Bretagne et de la Baie du Mont Saint-Michel
Kumuniezh kumunioù Bro Landivizio	Communauté de communes du Pays de Landivisiau
Kumuniezh kumunioù Bro Matignon	Communauté de communes du Pays de Matignon
Rosmerta	Rosmerta
Kumuniezh kumunioù Bro Kistreberzh	Communauté de communes du pays de Questembert
Kumuniezh kumunioù Bro Ankiniz	Communauté de communes du pays d'Ancenis
Kumuniezh-kumunioù Bro Derwal	Communauté de communes du secteur de Derval
Sant-Maloù Tolpad-kêrioù	Saint-Malo Agglomération
Norzh Tyneside	North Tyneside
Marina	Marina (prénom)
Fama (doueez)	Fama
Gioc'h Puna	Bécassine de la puna
Michel Strogoff	Michel Strogoff
Stad Roazhon	Stade de la route de Lorient
Na Hearadh	Harris (Écosse)
Indochine	Indochine (groupe)
Kwacha	Kwacha
Reizhiad Comstock-Needham	Système Comstock-Needham
Ar big war ar post-kroug	La Pie sur le gibet
Rouzenn	Scophthalmus rhombus
Giovanni Martinolich	Giovanni Martinolich
Comtat Venaissin	Comtat Venaissin
Rimadell	Chanson enfantine
Gwespetaer jave glas	Guêpier à collier bleu
Motmot jave glas	Motmot à gorge bleue
Nouelig Aostralia	Pluvier australien
Iholdiko erreka	Joyeuse (rivière)
Kanton Caen-9	Canton de Caen-9
Lynkeüs an Argonaot	Idas et Lyncée
Diforc'h T-V	Tutoiement et vouvoiement
Mezoplodon Hector	Baleine à bec d'Hector
Mezoplodon Stejneger	Baleine à bec de Stejneger
Erifyle	Ériphyle
Eumolpos	Eumolpos
Eusko Alkartasuna	Eusko Alkartasuna
La Granja de San Ildefonso	Real Sitio de San Ildefonso
CFDT	Confédération française démocratique du travail
Force Ouvrière	Confédération générale du travail - Force ouvrière
Confédération générale du travail	Confédération générale du travail
Kazel (savouriezh)	Aile (architecture)
Dr. Martens	Dr. Martens
Pouchoutourig Candolle	Lepadogaster candolii
Tilbury	Tilbury (homonymie)
Silured	Silures
Rum and Coca-Cola	Rum and Coca-Cola
Renk (stêr)	Rance (fleuve)
Kensonenn gweuz	Consonne labiale
Kuzul bonreizhel (Frañs)	Conseil constitutionnel (France)
Lauburu	Croix basque
Kleuz Offa	Digue d'Offa
Louis-Ferdinand de France	Louis de France (1729-1765)
Loeiz Bro-C'hall (1682-1712)	Louis de France (1682-1712)
Corca Dhuibhne	Péninsule de Dingle
Lampornis	Lampornis
Menez Ida (Troia)	Mont Ida (Troade)
Testimonium Flavianum	Testimonium flavianum
Amset	Amset
Leeds United F.C.	Leeds United Association Football Club
Loyre	Loyre
Morin-khuur	Morin khuur
Libia (merc'h Epafos)	Libye (mythologie)
Copa Aldao	Copa Aldao
Spirou ha Fantasio	Spirou et Fantasio
Tort bihan	Petit Puffin
Snake (c'hoari video)	Snake (jeu vidéo)
Facelift	Facelift
Seulles	Seulles
Copa Newton	Copa Newton
Deiziadur heolek Thai	Calendrier thaïlandais
Westerkerk	Westerkerk
Vinstrihreyfingin - grænt framboð	Mouvement des verts et de gauche
Universidade Tecnológica Federal do Paraná	Université technologique fédérale du Paraná
Liverpool Fútbol Club	Liverpool Fútbol Club
Rude boy	Rude boys
Kavell (gwele)	Berceau
Kyū	Kyū
Tropenmuseum	Tropenmuseum
Koua Coquerel	Coua de Coquerel
Korac'h	Coracle
Corcovado (kanaouenn)	Corcovado (chanson)
Yedioth Ahronoth	Yediot Aharonot
Spisc'her	Glose
Otomi	Otomis
Pax	Pax (mythologie)
Igwan du	Ctenosaura similis
Mazzy Star	Mazzy Star
Kaeneüs	Cénée
Thon (stêr)	Thon (rivière)
Rouantelezh Ouaddaï	Royaume du Ouaddaï
Pont Etrebroadel Barão de Mauá	Pont International Baron de Mauá
Brezel ar c'hlonoù	Guerre des clones (Star Wars)
Treuzviezadenn	Contrepèterie
Barbara Baraldi	Barbara Baraldi
Deierri	Valle de Yerri
Corneille	Corneille
Corned beef	Corned-beef
Artouked	Artukides
Henc'hutneg	Gutnisk
Elara	Élara (mythologie)
Azginivelezh arzel	Art de la Renaissance
Björn Larsson	Björn Larsson
Wombat min blevek an norzh	Wombat à nez poilu du nord
Rúraíocht	Cycle d'Ulster
The Irish Times	The Irish Times
Ostricourt	Ostricourt
Cornovii	Cornovii
Houdain-lez-Bavay	Houdain-lez-Bavay
Limont-Fontaine	Limont-Fontaine
Kerne	Cornouaille
Frazione	Frazione
Borre	Borre
Pommereuil	Pommereuil
La Longueville	La Longueville
Aubry-du-Hainaut	Aubry-du-Hainaut
Corrientes	Corrientes
Jelinenn	Limande commune
Glazenn	Spondyliosoma cantharus
Wire	Wire (groupe)
Koruro	Spalacopus
Skifos	Skyphos
Join, or Die	Join, or Die
Le Morte d'Arthur	Le Morte d'Arthur
Reachlainn	Île de Rathlin
Torbay	Torbay
Weird Tales	Weird Tales
Nordeste (Brazil)	Nordeste (Brésil)
Cabo Fisterra	Cap Finisterre
Nisos, mab da Bandion	Nisos (Mégare)
OAK	OAK (compagnie aéronautique)
Legio IX Hispania	Legio IX Hispana
Aod Euskal Herria	Côte basque
Tanichthys albonubes	Néon du pauvre
Sinkopenn	Syncope (linguistique)
Herzele (Westhoek)	Herzeele
Ԅ (lizherenn)	Ԅ
Uksem	Uxem
Loberge	Looberghe
Hooimille	Hoymille
Adren gouzoug ruz	Engoulevent à collier roux
Bwrdeistref sirol	County borough
Porphyrio	Talève
Kib Charles Drago	Coupe Charles Drago
Vogalenn digor-etre a-greiz ront	Voyelle mi-ouverte centrale arrondie
L'Humanité	L'Humanité
Molothrus	Molothrus
Kaerell drovanel	Mustela africana
Ѹ (lizherenn)	Ouk (lettre cyrillique)
Kensonenn ankoue dre serriñ	Consonne occlusive épiglottale sourde
Euripos	Euripe
Kensonenn ankoue dre daravat divouezh	Consonne fricative épiglottale sourde
Vogalenn damserr tost a-dreñv	Voyelle pré-fermée postérieure arrondie
Vendée Globe	Vendée Globe
Kampionezed bedel echedoù	Championnat du monde d'échecs féminin
Emgann Annual	Bataille d'Anoual
Tereüs	Térée
Sword Beach	Sword Beach
Lez-terriñ	Cour de cassation (France)
Milin-gafe	Moulin à café
Godog Craveri	Guillemot de Craveri
Yezhoù kordofanek	Langues kordofaniennes
Luskad Krouiñ	Creativity Movement
Enez Hoy	Hoy (Écosse)
Dofus	Dofus
Sabrenn (pesk)	Trichiurus
Shōnen Sunday Super	Shōnen Sunday Super
Avaloù aour	Pommes d'or du jardin des Hespérides
Tvashtar Paterae	Tvashtar Paterae
Quilapayún	Quilapayún
Cristiana	Cristiana
Et in Arcadia ego	Et in Arcadia ego (Poussin)
Emgann Formigny	Bataille de Formigny
Pika an hanternoz	Ochotona hyperborea
Samfylkingin	Alliance (Islande)
Garan greskennek	Grue caronculée
Little Big Adventure	Little Big Adventure
Ledenez Gŵyr	Péninsule de Gower
Enez Tiburón	Île Tiburón
Hapi	Hâpi
Melanotaeniidae	Melanotaeniidae
Heidrun	Heidrun (mythologie)
Hoc'higed-mor	Cypraeidae
Enez Navarino	Île Navarino
Galv Cthulhu	L'Appel de Cthulhu
Tasbih	Misbaha
Méabh	Medb
Meilh minvoan	Liza ramada
Crozet	Crozet
Ouakari penn du	Cacajao melanocephalus
Miro (meziant)	Miro (logiciel)
Salford	Cité de Salford
Seine (departamant)	Seine (département)
Mestr Urzh an Dominikaned	Maître général de l'ordre des Prêcheurs
Torrer-kraoñ Amerika	Cassenoix d'Amérique
Minoc'h bitik	Musaraigne naine
Groombridge 34	Gliese 15
Gallia Comata	Gallia Comata
Tiernezh Wei ar C'hornôg	Dynastie Wei de l'Ouest
Stignadur (yezhoniezh)	Tension (phonétique)
Aozadur tiriad Island	Administration territoriale de l'Islande
Beg-kroaz Skos	Bec-croisé d'Écosse
Lacaille 8760	Lacaille 8760
Galago moholi	Galago moholi
Fletan	Flétan de l'Atlantique
Naso	Naso
Kastell Langeais	Château de Langeais
Cumdach	Cumdach
The Minch	The Minch
Ront (sin diakritek)	Rond en chef
Sava (Madagaskar)	Sava (Madagascar)
Diana (Madagaskar)	Région Diana
Moulin-Neuf (Ariège)	Moulin-Neuf (Ariège)
Pig beg melen	Pie à bec jaune
Livarot (keuz)	Livarot (fromage)
Mor Bihan Gwened	Golfe du Morbihan
Westmalle (bier)	Westmalle (bière)
Volked	Volques
Unvaniezh Demokratel Breizh	Union démocratique bretonne
Le Corbeau	Le Corbeau (film, 1943)
Conepatus	Conepatus
Kensonenn ankoue dre daravat mouezhiet	Consonne fricative épiglottale voisée
Wynn (lizherenn)	Ƿ
Helmut Fritz	Helmut Fritz
Hiviz-noz	Chemise de nuit
NGC 6559	NGC 6559
Albatroz beg melen	Albatros à nez jaune
Dairbhre	Île de Valentia
The Vikings	Les Vikings
Vertuz kristen	Vertus théologales
Gweuzadur	Labialisation
On Fire	On Fire
Y Tylwyth Teg	Tylwyth teg
Gcompris	GCompris
Toraigh	Île de Toraigh
Mr. Bungle	Mr. Bungle
GRAPO	Groupes de résistance antifasciste du premier octobre
Hiperodon ar c'hreisteiz	Hyperoodon planifrons
Gousli	Gousli
Eilean Bhòid	Île de Bute
Acheno	Acheneau
Bagad Naoned	Bagad Naoned
Modoù kevregañ	Format d'affichage vidéo
Maariv	Maariv (journal)
Kiteron	Mont Cithéron
Tamal	Tamal
Armenia Inferior	Arménie Mineure
Cypraeovula	Cypraeovula
Potifar	Potiphar
Katanga (Stad)	État du Katanga
OE Tchetchenia-Ingouchetia	République socialiste soviétique autonome de Tchétchénie-Ingouchie
Soufrière (Gwadaloup)	Soufrière (Guadeloupe)
TZ Arietis	TZ Arietis
NGC 7090	NGC 7090
Boned	Bonnet (vêtement)
Meurzh 2003	Mars 2003
Poto aour	Arctocebus aureus
Arar dre dan	Motoculteur
Dieu a besoin des hommes	Dieu a besoin des hommes
Hegoalde	Pays basque espagnol
De Morgannwg	Glamorgan-du-Sud
Parzheneg	Parthenay-de-Bretagne
Zermezele	Zermezeele
Chiara Varotari	Chiara Varotari
Cadix	Cadix (Tarn)
Lokmaria-Redon	Sainte-Marie (Ille-et-Vilaine)
Doloù	Dolo
Skramm	Écran (optique)
Montesquiu de Volvèstre	Montesquieu-Volvestre
Jonathan Tisdall	Jonathan Tisdall
Poto Calabar	Arctocebus calabarensis
Etreger	Interfixe
Alkibiades kentañ	Alcibiade majeur
Remziad ekologiezh	Génération écologie
Gl 1	Gliese 1
SCR 1845-6357	SCR 1845-6357
HD 28185	HD 28185
Roll keodedoù Henc'hres	Liste de cités grecques
Spilogale	Spilogale
Bastida (Araba)	Labastida
Richard Burton (disheñvelout)	Richard Burton
La Sonora Matancera	Sonora Matancera
Scholastic	Scholastic
Ab Urbe condita libri	Ab Urbe condita libri
Luskad ekologour dizalc'h	Mouvement écologiste indépendant
Préseau	Préseau
Poellata	Raisonnement
Wolf (Galápagos)	Île Wolf
Dafydd ap Llywelyn	Dafydd ap Llywelyn
Yezhoù otiek-voltaek	Langues oti-volta
Dagmar	Dagmar
Dallara	Dallara
Albrecht	Albrecht
Cynan	Kenan
Dampier (kêr)	Dampier (ville)
Dan	Dan
Reuz	Le Rheu
Vlaamse Liberalen en Democraten	Open Vlaamse Liberalen en Democraten
Toufflers	Toufflers
Verlinghem	Verlinghem
Zerkel	Sercus
Salomé	Salomé (Nord)
Sint-Silvesterkappel	Saint-Sylvestre-Cappel
Saméon	Saméon
Lazeg	Laze
Thiant	Thiant
Sint-Joris (Grevelingen)	Saint-Georges-sur-l'Aa
Inizi Desventuradas	Îles Desventuradas
Tilloy-lez-Marchiennes	Tilloy-lez-Marchiennes
Livia	Lívia
Sint-Mariakappel	Sainte-Marie-Cappel
Warneton (Bro-C'hall)	Warneton (Nord)
Rieulay	Rieulay
Templeuve (Bro-C'hall)	Templeuve (Nord)
Brezel ar Ramzed	Gigantomachie
Saint-Aybert	Saint-Aybert
Wasnes-au-Bac	Wasnes-au-Bac
Strazele	Strazeele
Sars-et-Rosières	Sars-et-Rosières
Les Loges (Calvados)	Les Loges (Calvados)
Rosult	Rosult
Wavrechain-sous-Faulx	Wavrechain-sous-Faulx
Wavrechain-sous-Denain	Wavrechain-sous-Denain
Gaztelu	Gaztelu (homonymie)
Rumegies	Rumegies
Ramiro Iañ	Ramire Ier
Azkarate (disheñvelout)	Azkarate
Steenbeke	Steenbecque
Thivencelle	Thivencelle
Kenstrivadeg t-shirtoù gleb	Concours de tee-shirts mouillés
Pradeels	Pradelles (Nord)
Viskacha ar plaenennoù	Lagostomus maximus
Moncheaux	Moncheaux
Neuville-sur-Escaut	Neuville-sur-Escaut
Quarouble	Quarouble
Willems	Willems
Oisy (Norzh)	Oisy (Nord)
Odomez	Odomez
Péronne-en-Mélantois	Péronne-en-Mélantois
Le Maisnil	Le Maisnil
Meteren (Flandrez)	Méteren
Èguet	Égat
Ar stultennoù	Los caprichos
Skritur malayalamek	Alphasyllabaire malayalam
Manfred	Manfred
Duged Mantova	Liste des souverains de Mantoue
Lécluse	Lécluse
Hordain	Hordain
Ebblingem	Ebblinghem
Tourako Schalow	Touraco de Schalow
Lecelles	Lecelles
Illies	Illies
Pradvael	Préfailles
Douamoutef	Douamoutef
Prestige	Naufrage du pétrolier Prestige
Saoudan	Soudan (Loire-Atlantique)
Panthera gombaszoegensis	Jaguar européen
Troad partitivel	Partitif
Broadelezh c'hall	Nationalité française
Morphine	Morphine (groupe)
Mouchin	Mouchin
Prisches	Prisches
Plesei	Plessé
Erquinghem-le-Sec	Erquinghem-le-Sec
Ar Poulgwenn	Le Pouliguen
Lannoy	Lannoy
Mezansker	Mésanger
Fretin	Fretin
Urban Terror	Urban Terror
Nivelle (Norzh)	Nivelle (Nord)
Prouvy	Prouvy
Frelinghien	Frelinghien
Santez-Pezhenn	Sainte-Pazanne
Sant-Leven-ar-C'hoad	Saint-Lumine-de-Coutais
Sant-Mikael-Keveger	Saint-Michel-Chef-Chef
Skouvlant	La Regrippière
Tarvieg	Thouaré-sur-Loire
Kersoren	Les Sorinières
Mousteroù-Raez	Les Moutiers-en-Retz
An Dosenneg	Les Touches
Bouvignies (Bro-C'hall)	Bouvignies (Nord)
Lieu-Saint-Amand	Lieu-Saint-Amand
Luzevieg	Lusanger
Pierig	Pierric
La Neuville	La Neuville
Palud	Paulx
Kergaval	La Chevallerais
Pembo	Paimbœuf
Dany Laferrière	Dany Laferrière
Marion	Marion
Felibrige	Félibrige
Lestr Vix	Cratère de Vix
Meilh gweuzek	Chelon labrosus
Sofia (Madagaskar)	Sofia (région)
Godog kupennek	Starique cristatelle
Raktres Darién	Projet Darién
Eccles (Bro-C'hall)	Eccles (Nord)
Saint-Paul	Saint-Paul
Matilda Artez	Mahaut d'Artois
François	François
Sgalpaigh na Hearadh	Scalpay (Hébrides extérieures)
Leukippe	Leucippe (homonymie)
Doire	Doire
Strollad Komunour Nigeria	Parti communiste du Nigeria
Charlie Brown	Charlie Brown
Fegerieg	Fégréac
The Kiss	The Kiss
De mulieribus claris	De mulieribus claris
Ar sonadeg (Vermeer)	Le Concert (Vermeer)
Kivi	Kivi
Tremplivadur	Détrempe
Saray	Sérail
Kanton Plagad	Canton de Plouagat
Darlington (borough)	Darlington (borough)
Sant-Stefan-ar-C'hoad	Saint-Étienne-du-Bois (Vendée)
Moerbeke	Moerbeke
Juvigné	Juvigné
Eremophila	Eremophila (plante)
Glengarry	Glengarry
Lassa	Lassa
Marie d'Orléans	Marie d'Orléans
Charles d'Orléans	Charles d'Orléans
João Portugal	Jean de Portugal
Jeanne d'Auvergne	Jeanne d'Auvergne
Gwenn ha du	Gwenn ha du (homonymie)
La Guerche	La Guerche (homonymie)
Morvan	Morvan (homonymie)
Philippeville	Philippeville (homonymie)
La Vîngtaine du Nord	Vingtaine du Nord
Villaines	Villaines
Can-Can	Cancan (homonymie)
Vallet	Vallet
Lokmaria	Locmaria (homonymie)
Guy de Laval	Guy de Laval
Fort Wayne	Fort Wayne
Anne de Laval	Anne de Laval
Sainte-Angèle	Sainte-Angèle
Cambre	Cambre (homonymie)
Janed Naplez	Jeanne de Naples
Reksenor	Rhexénor
Owain ap Gruffydd	Owain ap Gruffydd
Sertão	Sertão (homonymie)
Oiapoque	Oyapock (homonymie)
Jadwiga Jagiellon	Edwige Jagellon
Kenansville	Kenansville
Janed Aragon	Jeanne d'Aragon
Frañsez III	François III
Jafrez Iañ	Geoffroy Ier
Sant Varzhin	Saint Martin (homonymie)
Tassili	Tassili
George Herbert	George Herbert
MacBride	MacBride
Frañsez (sant)	Saint François
Gens	Gens
Palais	Palais (homonymie)
Niña	La Niña
