Afrika	Afrique
Sumut atassuseq:User fr-2	Catégorie:Utilisateur fr-2
Sumut atassuseq:User cs-N	Catégorie:Utilisateur cs-M
Sumut atassuseq:User fr-N	Catégorie:Utilisateur fr-M
Sumut atassuseq:User is-N	Catégorie:Utilisateur is-M
Sumut atassuseq:User it-N	Catégorie:Utilisateur it-M
Sumut atassuseq:User az-N	Catégorie:Utilisateur az-M
Sumut atassuseq:User cs	Catégorie:Utilisateur cs
Sumut atassuseq:User da	Catégorie:Utilisateur da
Sumut atassuseq:User sk-N	Catégorie:Utilisateur sk-M
Sumut atassuseq:User da-3	Catégorie:Utilisateur da-3
Sumut atassuseq:User da-4	Catégorie:Utilisateur da-4
Sumut atassuseq:User de	Catégorie:Utilisateur de
Sumut atassuseq:User de-2	Catégorie:Utilisateur de-2
Sumut atassuseq:User de-3	Catégorie:Utilisateur de-3
Sumut atassuseq:User de-4	Catégorie:Utilisateur de-4
Shiraz	Chiraz
Sumut atassuseq:User el	Catégorie:Utilisateur el
Sumut atassuseq:User el-1	Catégorie:Utilisateur el-1
Sumut atassuseq:User en-3	Catégorie:Utilisateur en-3
Ilisserut:KalNunKommuneqarfik	Modèle:Palette Subdivisions du Groenland
Sumut atassuseq:User en-5	Catégorie:Utilisateur en-5
Sumut atassuseq:User en-N	Catégorie:Utilisateur en-M
Sumut atassuseq:User es	Catégorie:Utilisateur es
Sumut atassuseq:User es-1	Catégorie:Utilisateur es-1
Sumut atassuseq:User es-N	Catégorie:Utilisateur es-M
Sumut atassuseq:User is	Catégorie:Utilisateur is
Sumut atassuseq:User it	Catégorie:Utilisateur it
Sumut atassuseq:User kl	Catégorie:Utilisateur kl
Sumut atassuseq:User kl-N	Catégorie:Utilisateur kl-M
Ilisserut:Norge	Modèle:Norvège
Ilisserut:Brazil	Modèle:Brésil
Sumut atassuseq:Novemberi	Catégorie:Novembre
Sumut atassuseq:User ru-1	Catégorie:Utilisateur ru-1
Sumut atassuseq:Martsi	Catégorie:Mars
Sumut atassuseq:Septemberi	Catégorie:Septembre
Sumut atassuseq:Oktoberi	Catégorie:Octobre
Sumut atassuseq:Decemberi	Catégorie:Décembre
Sumut atassuseq:Aggusti	Catégorie:Août
Sumut atassuseq:Maaji	Catégorie:Mai
Sumut atassuseq:Apriili	Catégorie:Avril
Sumut atassuseq:Qarasaasialerineq	Catégorie:Informatique
Sumut atassuseq:Naasut	Catégorie:Fleur
Ilisserut:Canadami nunatat	Modèle:Palette Provinces et territoires du Canada
Ilisserut:User da-3	Modèle:Utilisateur da-3
Sumut atassuseq:User ru	Catégorie:Utilisateur ru
Sumut atassuseq:User ru-3	Catégorie:Utilisateur ru-3
Sumut atassuseq:User sv-N	Catégorie:Utilisateur sv-M
Sumut atassuseq:User uk-3	Catégorie:Utilisateur uk-3
Ilisserut:Lang	Modèle:Langue
Ilisserut:Andorra	Modèle:Andorre
Sumut atassuseq:Frankrigimi kommuneqarfik	Catégorie:Région française
Ilisserut:Chile	Modèle:Chili
Sumut atassuseq:Kenya	Catégorie:Kenya
Sumut atassuseq:Libya	Catégorie:Libye
Sumut atassuseq:Madagascar	Catégorie:Madagascar
Ilisserut:Franskit Nunaanni Kommuneqarfiit	Modèle:Palette Régions et territoires de France
Ilisserut:User pt	Modèle:Utilisateur pt
Ilisserut:User ru-1	Modèle:Utilisateur ru-1
Sumut atassuseq:Uganda	Catégorie:Ouganda
Sumut atassuseq:User zh-2	Catégorie:Utilisateur zh-2
Sumut atassuseq:Bahrain	Catégorie:Bahreïn
Sumut atassuseq:Syria	Catégorie:Syrie
Sumut atassuseq:Korea Avannarleq	Catégorie:Corée du Nord
Sumut atassuseq:Qatar	Catégorie:Qatar
Sumut atassuseq:Kuwait	Catégorie:Koweït
Sumut atassuseq:Lebanon	Catégorie:Liban
Sumut atassuseq:Oman	Catégorie:Oman
Sumut atassuseq:United Arab Emirates	Catégorie:Émirats arabes unis
Sumut atassuseq:Jordan	Catégorie:Jordanie
Sumut atassuseq:Bosnia-Hercegovina	Catégorie:Bosnie-Herzégovine
Sumut atassuseq:Norge	Catégorie:Norvège
Sumut atassuseq:Andorra	Catégorie:Andorre
Sumut atassuseq:Yemen	Catégorie:Yémen
Sumut atassuseq:Bolivia	Catégorie:Bolivie
Sumut atassuseq:Albania	Catégorie:Albanie
Sumut atassuseq:Monaco	Catégorie:Monaco
Sumut atassuseq:Inuup ineriartorneranik ilisimatusarneq	Catégorie:Anthropologie
Ilisserut:Spania	Modèle:Espagne
Sumut atassuseq:Miluumasoq	Catégorie:Animal
Sumut atassuseq:Arferit	Catégorie:Cétacé
Sumut atassuseq:Colombia	Catégorie:Colombie
Sumut atassuseq:Nalunaarasuartaaseriveqarneq	Catégorie:Télécommunications
Sumut atassuseq:Angallassissutit	Catégorie:Transport
Sumut atassuseq:Taparneq	Catégorie:Danse
Sumut atassuseq:Qalasersuaq Kujalleq	Catégorie:Antarctique
Sumut atassuseq:Amerika Avannarleq	Catégorie:Amérique du Nord
Sumut atassuseq:Oceania	Catégorie:Océanie
Sumut atassuseq:Nuuk	Catégorie:Nuuk
Sumut atassuseq:Peqqinneq	Catégorie:Santé
Sumut atassuseq:User de-5	Catégorie:Utilisateur de-5
Sumut atassuseq:User kl-0	Catégorie:Utilisateur kl-0
Trojany	Trojany (Mazovie)
Ilisserut:KalNunIlloqarfiit	Modèle:Palette Anciennes subdivisions du Groenland
Sumut atassuseq:Savalimmiut	Catégorie:Îles Féroé
Ilisserut:Belgia	Modèle:Belgique
Ilisserut:Image label begin	Modèle:Image label début
Sumut atassuseq:User en-1	Catégorie:Utilisateur en-1
Sumut atassuseq:User de-1	Catégorie:Utilisateur de-1
Sumut atassuseq:User da-N	Catégorie:Utilisateur da-M
Nacka	Nacka
Immikkut:Seneste ændringer	Spécial:Modifications récentes
