Afrika	Afrique
Gastonia, North Carolina	Gastonia (Caroline du Nord)
Lexington, Mississippi	Lexington (Mississippi)
Bénesville	Bénesville
Hardivillers	Hardivillers
Natchez, Mississippi	Natchez (Mississippi)
Tourmignies	Tourmignies
Sainte-Beuve-en-Rivière	Sainte-Beuve-en-Rivière
Maure, Pyrénées-Atlantiques	Maure (Pyrénées-Atlantiques)
Château-la-Vallière	Château-la-Vallière
Carlo Blasis	Carlo Blasis
Panorama Park, Iowa	Panorama Park (Iowa)
John Wyer	John Wyer
São José do Sul	São José do Sul
Michael James Lighthill	Michael James Lighthill
Markus Reiner	Markus Reiner
Bouxières-sous-Froidmont	Bouxières-sous-Froidmont
Liberty, Mississippi	Liberty (Mississippi)
Pratânia	Pratânia
Louis Mouillard	Louis Mouillard
Pendleton, Oregon	Pendleton (Oregon)
Aiffres	Aiffres
Schulenburg, Texas	Schulenburg
Luri, Haute-Corse	Luri
Silchar	Silchar
Dampierre-au-Temple	Dampierre-au-Temple
Melbourne, Iowa	Melbourne (Iowa)
Lavalette, Aude	Lavalette (Aude)
Espaly-Saint-Marcel	Espaly-Saint-Marcel
Harrison, Michigan	Harrison (Michigan)
Sam Snead	Sam Snead
Ilhabela	Ilhabela
Elko, Nevada	Elko (Nevada)
Sangão	Sangão
Bavincourt	Bavincourt
Juybar	Juybar
Sion-les-Mines	Sion-les-Mines
Bannay, Cher	Bannay (Cher)
Ourville-en-Caux	Ourville-en-Caux
Maurens, Gers	Maurens (Gers)
Rudy Van Gelder	Rudy Van Gelder
Saint-Jean-du-Bouzet	Saint-Jean-du-Bouzet
Pouzols	Pouzols
Mutum	Mutum
Des Lacs, North Dakota	Des Lacs
Espaubourg	Espaubourg
Vergné	Vergné
Cayuga, North Dakota	Cayuga (Dakota du Nord)
Distrikan'i Nosy Varika	District de Nosy Varika
Humbécourt	Humbécourt
Kermit, Texas	Kermit (Texas)
Prez-sous-Lafauche	Prez-sous-Lafauche
Dover, Minnesota	Dover (Minnesota)
Mireval	Mireval
Buzan, Ariège	Buzan
Breuvannes-en-Bassigny	Breuvannes-en-Bassigny
Blaincourt-lès-Précy	Blaincourt-lès-Précy
Sainte-Croix-en-Jarez	Sainte-Croix-en-Jarez
Noirlieu	Noirlieu
Novy-Chevrières	Novy-Chevrières
Nova Campina	Nova Campina
Jolivet, Meurthe-et-Moselle	Jolivet (Meurthe-et-Moselle)
Cébazat	Cébazat
Rogerville	Rogerville
Fleurville	Fleurville
Paraopeba	Paraopeba
Saint-Pierre-de-Chérennes	Saint-Pierre-de-Chérennes
Valentim Gentil	Valentim Gentil (São Paulo)
Baependi	Baependi
Meschers-sur-Gironde	Meschers-sur-Gironde
Arcis-le-Ponsart	Arcis-le-Ponsart
Courçon	Courçon
Luneray	Luneray
Beaunay	Beaunay
Chaufour-Notre-Dame	Chaufour-Notre-Dame
Marnay, Vienne	Marnay (Vienne)
Saint-Ange-et-Torçay	Saint-Ange-et-Torçay
Saint-Pardoux, Deux-Sèvres	Saint-Pardoux (Deux-Sèvres)
Santa Fe Springs, Kalifornia	Santa Fe Springs
Los Alamitos, Kalifornia	Los Alamitos
La Habra, Kalifornia	La Habra
Laguna Niguel, Kalifornia	Laguna Niguel
Lake Elsinore, Kalifornia	Lake Elsinore
Le Cardonnois	Le Cardonnois
Westminster, Colorado	Westminster (Colorado)
Hercules, Kalifornia	Hercules (Californie)
Mazeirat	Mazeirat
Palos Verdes Estates, Kalifornia	Palos Verdes Estates
Billy-le-Grand	Billy-le-Grand
Clayton, Kalifornia	Clayton (Californie)
Hemet, Kalifornia	Hemet
Lemon Grove, Kalifornia	Lemon Grove
Coachella, Kalifornia	Coachella (Californie)
Aliso Viejo, Kalifornia	Aliso Viejo
Meaucé	Meaucé
Henri Chrétien	Henri Chrétien
Union City, Tennessee	Union City (Tennessee)
Lisitry ny zavatra madinidinika 57001-58000	Liste des astéroïdes (57001-58000)
Crystal, Minnesota	Crystal (Minnesota)
Harricourt	Harricourt (Ardennes)
Presidente Juscelino (Minas Gerais)	Presidente Juscelino (Minas Gerais)
Ryō Kawasaki	Ryō Kawasaki
Perdigão	Perdigão (Minas Gerais)
Saint-Auvent	Saint-Auvent
Bouvesse-Quirieu	Bouvesse-Quirieu
Robert Curbeam	Robert Curbeam
Andrei Filotti	Andrei Filotti
Izon	Izon (Gironde)
Vassili Michine	Vassili Michine
Ponsonnas	Ponsonnas
Migné-Auxances	Migné-Auxances
Antonio Brack Egg	Antonio Brack Egg
Lépron-les-Vallées	Lépron-les-Vallées
Saint-Gorgon, Vosges	Saint-Gorgon (Vosges)
Toni Cancian	Toni Cancian
Fresnay-le-Comte	Fresnay-le-Comte
Migron, Charente-Maritime	Migron
Auby	Auby
Génelard	Génelard
Ronda Alta	Ronda Alta
Cerisières	Cerisières
Wilmington, Ohio	Wilmington (Ohio)
Saint-Julien-en-Quint	Saint-Julien-en-Quint
Saint-Parres-lès-Vaudes	Saint-Parres-lès-Vaudes
Éméville	Éméville
Souligné-sous-Ballon	Souligné-sous-Ballon
Pouso Alegre	Pouso Alegre
Paulista (Pernambuco)	Paulista (Pernambouc)
Palanpur	Palanpur
Luyères	Luyères
Bias Fortes	Bias Fortes
Lee Trevino	Lee Trevino
Cliron	Cliron
Beutin	Beutin
Rivèrenert	Rivèrenert
Don Hutson	Don Hutson
Pierre Lallement	Pierre Lallement
Rob Cavallo	Rob Cavallo
Chalais, Indre	Chalais (Indre)
Edward Rimkus	Edward Rimkus
Montcabrier, Lot	Montcabrier (Lot)
Oiry	Oiry
Saint-Daunès	Saint-Daunès
Luplanté	Luplanté
Marignac, Tarn-et-Garonne	Marignac (Tarn-et-Garonne)
Itambé do Mato Dentro	Itambé do Mato Dentro
Centerville, Texas	Centerville (Texas)
Termes, Ardennes	Termes (Ardennes)
Vernou-sur-Brenne	Vernou-sur-Brenne
Jean-Marie Louvel	Jean-Marie Louvel
Teyssieu	Teyssieu
Greeley Center, Nebraska	Greeley Center
Samuel Morland	Samuel Morland
Arroio Grande	Arroio Grande
Oakley, Kalifornia	Oakley (Californie)
Pleasant Hill, Kalifornia	Pleasant Hill (Californie)
Monchel-sur-Canche	Monchel-sur-Canche
Marysville, Kalifornia	Marysville (Californie)
Précy	Précy
Jafar Sharif-Emami	Jafar Sharif-Emami
Ramsar, Mazandaran	Ramsar (Iran)
Sainte-Fauste	Sainte-Fauste
Pousthomy	Pousthomy
Fontaine-au-Bois	Fontaine-au-Bois
Fuissé	Fuissé
Thibie	Thibie
Poncins	Poncins
Morgan Robertson	Morgan Robertson
Quintana (Brazila)	Quintana (São Paulo)
Claremont, New Hampshire	Claremont (New Hampshire)
Tijucas	Tijucas
Saint-Barthélemy-de-Bellegarde	Saint-Barthélemy-de-Bellegarde
Bouquemont	Bouquemont
Yakov Frenkel	Yakov Frenkel
Maves	Maves
Saint-Genis-du-Bois	Saint-Genis-du-Bois
Bazincourt-sur-Epte	Bazincourt-sur-Epte
Muskegon, Michigan	Muskegon
Roumengoux	Roumengoux
Pedranópolis	Pedranópolis
Coltainville	Coltainville
Saint-Sauveur, Dordogne	Saint-Sauveur (Dordogne)
Villeporcher	Villeporcher
São Gonçalo do Sapucaí	São Gonçalo do Sapucaí
Proby Thomas Cautley	Proby Thomas Cautley
Vienna, Missouri	Vienna (Missouri)
Ormoy-le-Davien	Ormoy-le-Davien
Franklin, Nebraska	Franklin (Nebraska)
Elkins, West Virginia	Elkins
Hortolândia	Hortolândia
Wim van de Camp	Wim van de Camp
Engenheiro Coelho	Engenheiro Coelho
Jacques Antoine Charles Bresse	Jacques Antoine Charles Bresse
Ubaí	Ubaí
Castelnau-Barbarens	Castelnau-Barbarens
Ailleville	Ailleville
Signéville	Signéville
Santa Isabel (São Paolo)	Santa Isabel (São Paulo)
Trépail	Trépail
Chasseguey	Chasseguey
Albion, Nebraska	Albion (Nebraska)
Stanton, Nebraska	Stanton (Nebraska)
Hugo Benioff	Hugo Benioff
Nelson, Nebraska	Nelson (Nebraska)
Edgar, Nebraska	Edgar (Nebraska)
Fenton, Missouri	Fenton (Missouri)
St. Paul, Nebraska	Saint Paul (Nebraska)
Noisy-le-Roi	Noisy-le-Roi
Mazières-sur-Béronne	Mazières-sur-Béronne
Lewisburg, Ohio	Lewisburg (Ohio)
Ramecourt, Pas-de-Calais	Ramecourt (Pas-de-Calais)
Mirassolândia	Mirassolândia
Pedra Bonita	Pedra Bonita
Tracy, Kalifornia	Tracy (Californie)
Cudahy, Kalifornia	Cudahy (Californie)
Rolling Hills Estates, Kalifornia	Rolling Hills Estates
Labeuvrière	Labeuvrière
Sonora, Kalifornia	Sonora (Californie)
Bièvres, Ardennes	Bièvres (Ardennes)
Moulins, Aisne	Moulins (Aisne)
Littleton, Colorado	Littleton (Colorado)
Ione, Kalifornia	Ione (Californie)
Marest-sur-Matz	Marest-sur-Matz
Odem, Texas	Odem
South Haven, Michigan	South Haven (Michigan)
Le Ménil-Scelleur	Le Ménil-Scelleur
Dorris, Kalifornia	Dorris (Californie)
Luminárias	Luminárias
Peyrusse-le-Roc	Peyrusse-le-Roc
Messon	Messon
Gustave Trouvé	Gustave Trouvé
Massapequa, New York	Massapequa
Wilber, Nebraska	Wilber (Nebraska)
Treasure Island, Florida	Treasure Island (Floride)
Beaulencourt	Beaulencourt
Port-Villez	Port-Villez
Sambin	Sambin
Mohamed Hassad	Mohamed Hassad
Bertoncourt	Bertoncourt
Monsteroux-Milieu	Monsteroux-Milieu
Gretna, Nebraska	Gretna (Nebraska)
Pianello	Pianello
Tommy Flowers	Tommy Flowers
Scranton, North Dakota	Scranton (Dakota du Nord)
Saint-Python	Saint-Python
Lametz	Lametz
Hermitage, Missouri	Hermitage (Missouri)
Edward Mannock	Edward Mannock
Rivarennes, Indre-et-Loire	Rivarennes (Indre-et-Loire)
Neuvy-Deux-Clochers	Neuvy-Deux-Clochers
São Sebastião da Bela Vista	São Sebastião da Bela Vista
Marshall, Missouri	Marshall (Missouri)
Lebanon, Missouri	Lebanon (Missouri)
Colombe	Colombe (Isère)
Curt Schilling	Curt Schilling
Saint-Jean-le-Vieux, Isère	Saint-Jean-le-Vieux (Isère)
Dillon, Montana	Dillon (Montana)
Soncourt-sur-Marne	Soncourt-sur-Marne
O'Neill, Nebraska	O'Neill (Nebraska)
Conrad, Montana	Conrad (Montana)
Ponca, Nebraska	Ponca (Nebraska)
Baker, Montana	Baker (Montana)
La Chapelle-Geneste	La Chapelle-Geneste
Restigné	Restigné
Kimball, Nebraska	Kimball (Nebraska)
Roundup, Montana	Roundup (Montana)
Rolla, Missouri	Rolla (Missouri)
Henderson, Nebraska	Henderson (Nebraska)
Artins	Artins
Madison, Nebraska	Madison (Nebraska)
Asnières-sur-Vègre	Asnières-sur-Vègre
Escœuilles	Escœuilles
Panorama (Brazila)	Panorama (São Paulo)
Holdrege, Nebraska	Holdrege
Fairbury, Nebraska	Fairbury (Nebraska)
Saint-Vincent-Cramesnil	Saint-Vincent-Cramesnil
Central City, Nebraska	Central City (Nebraska)
Ord, Nebraska	Ord (Nebraska)
Glasgow, Montana	Glasgow (Montana)
Rivières, Gard	Rivières (Gard)
Chadron, Nebraska	Chadron (Nebraska)
Villetritouls	Villetritouls
Saint-Sauveur-Marville	Saint-Sauveur-Marville
Montchal	Montchal
Muscatine, Iowa	Muscatine
Palatka, Florida	Palatka
Marion, Iowa	Marion (Iowa)
Tincques	Tincques
Paulo Afonso	Paulo Afonso
Luziânia	Luziânia
Tuscumbia, Missouri	Tuscumbia (Missouri)
Townsend, Montana	Townsend (Montana)
Santo Antônio do Monte	Santo Antônio do Monte
Rosières, Tarn	Rosières (Tarn)
Carl Yastrzemski	Carl Yastrzemski
Mogi Guaçu	Mogi Guaçu
Warrenton, Missouri	Warrenton (Missouri)
Saint-Avit-les-Guespières	Saint-Avit-les-Guespières
Mirzapur	Mirzapur
Mascote	Mascote
Annoville	Annoville
Philip J. Klass	Philip J. Klass
Canet, Hérault	Canet (Hérault)
Lissay-Lochy	Lissay-Lochy
Villentrois	Villentrois
Can Artam	Can Artam
Ionia, Missouri	Ionia (Missouri)
Simeyrols	Simeyrols
Écuvilly	Écuvilly
Avricourt (Oise)	Avricourt (Oise)
Buffalo, Missouri	Buffalo (Missouri)
Malappuram	Malappuram
La Chapelle-Heulin	La Chapelle-Heulin
Manaurie	Manaurie
Wayne, Nebraska	Wayne (Nebraska)
Otacílio Costa	Otacílio Costa
Durenque	Durenque
Metz, Missouri	Metz (Missouri)
Clear Lake, Iowa	Clear Lake (Comté de Cerro Gordo)
Chaunay	Chaunay
Mariana Pimentel	Mariana Pimentel
Anamoose, North Dakota	Anamoose
Philippi, West Virginia	Philippi (Virginie-Occidentale)
Sepmeries	Sepmeries
Chancelade	Chancelade
Keytesville, Missouri	Keytesville
Libby, Montana	Libby (Montana)
Hartington, Nebraska	Hartington (Nebraska)
Ava, Missouri	Ava (Missouri)
Jacob Ziv	Jacob Ziv
White Sulphur Springs, Montana	White Sulphur Springs (Montana)
Sullivan, Missouri	Sullivan (Missouri)
Henry M. Leland	Henry M. Leland
Guaíba	Guaíba
Auburn, Nebraska	Auburn (Nebraska)
Couteuges	Couteuges
Valhuon	Valhuon
Cachoeirinha (Rio Grande do Sul)	Cachoeirinha
Almirante Tamandaré do Sul	Almirante Tamandaré do Sul
Edina, Minnesota	Edina (Minnesota)
Alpestre	Alpestre (Rio Grande do Sul)
Fullerton, Nebraska	Fullerton (Nebraska)
Canelinha	Canelinha
Burwell, Nebraska	Burwell (Nebraska)
Crown Point, Indiana	Crown Point (Indiana)
La Geneytouse	La Geneytouse
Scribner, Nebraska	Scribner
Cirfontaines-en-Ornois	Cirfontaines-en-Ornois
Reginópolis	Reginópolis
Assencières	Assencières
Crete, Nebraska	Crete (Nebraska)
Sinard	Sinard
Pawnee City, Nebraska	Pawnee City
Indianola, Nebraska	Indianola (Nebraska)
Rawlins, Wyoming	Rawlins (Wyoming)
Genoa, Nebraska	Genoa (Nebraska)
Aregno	Aregno
Chausseterre	Chausseterre
Bâlines	Bâlines
Albias	Albias
Arapahoe, Nebraska	Arapahoe (Nebraska)
Croisy	Croisy
Rolling Hills, Kalifornia	Rolling Hills (Californie)
Jequitaí	Jequitaí
Picada Café	Picada Café
Hutchinson, Kansas	Hutchinson (Kansas)
Montgesty	Montgesty
Wenatchee, Washington	Wenatchee (Washington)
Capão da Canoa	Capão da Canoa
Bowlus, Minnesota	Bowlus
Cerisy-la-Salle	Cerisy-la-Salle
Saint-Aubin-Routot	Saint-Aubin-Routot
Esteio	Esteio
Caiabu	Caiabu
Grand Rapids, Minnesota	Grand Rapids (Minnesota)
Le Cercueil	Le Cercueil
Crowell, Texas	Crowell
Boncé	Boncé
Quasqueton, Iowa	Quasqueton
Tekamah, Nebraska	Tekamah
Léon Guillet	Léon Guillet
Charles Franklin Kettering	Charles Franklin Kettering
Chemiré-sur-Sarthe	Chemiré-sur-Sarthe
Brûlain	Brûlain
Ralston, Nebraska	Ralston (Nebraska)
Marcenod	Marcenod
Red Lodge, Montana	Red Lodge
Grant, Nebraska	Grant (Nebraska)
Freeport, Texas	Freeport (Texas)
Streetsboro, Ohio	Streetsboro
Lexington, Nebraska	Lexington (Nebraska)
Havre, Montana	Havre (Montana)
São Gonçalo do Abaeté	São Gonçalo do Abaeté
Chesterfield, Missouri	Chesterfield (Missouri)
La Vista, Nebraska	La Vista
Lewistown, Montana	Lewistown (Montana)
Scottsbluff, Nebraska	Scottsbluff
Lee's Summit, Missouri	Lee's Summit (Missouri)
Hastings, Nebraska	Hastings (Nebraska)
Sidney, Montana	Sidney (Montana)
Ellendale, North Dakota	Ellendale (Dakota du Nord)
Éragny-sur-Epte	Éragny-sur-Epte
Nevada, Missouri	Nevada (Missouri)
Noyers-Saint-Martin	Noyers-Saint-Martin
Sauzet, Lot	Sauzet (Lot)
Rosay-sur-Lieure	Rosay-sur-Lieure
Warrensburg, Missouri	Warrensburg (Missouri)
Lake St. Louis, Missouri	Lake St-Louis (Missouri)
Jackson, Missouri	Jackson (Missouri)
La Murette	La Murette
University City, Missouri	University City (Missouri)
O'Fallon, Missouri	O'Fallon (Missouri)
Norfolk, Nebraska	Norfolk (Nebraska)
Momas	Momas
Saint-Maxire	Saint-Maxire
Saint-Denis-sur-Loire	Saint-Denis-sur-Loire
Youngstown, New York	Youngstown (New York)
Ortoncourt	Ortoncourt
Mouflaines	Mouflaines
Miles City, Montana	Miles City
Joseph Walker	Joseph Walker
Livingston, Montana	Livingston (Montana)
Airon-Notre-Dame	Airon-Notre-Dame
Saint-Victor-de-Morestel	Saint-Victor-de-Morestel
Vandalia, Missouri	Vandalia (Missouri)
Papillion, Nebraska	Papillion
Red Cloud, Nebraska	Red Cloud (Nebraska)
Hebron, Nebraska	Hebron (Nebraska)
Febvin-Palfart	Febvin-Palfart
Anjou, Isère	Anjou (Isère)
Forsyth, Montana	Forsyth (Montana)
Antanambao Andranolava	Antanambao Andranolava
Deer Lodge, Montana	Deer Lodge
Otto Graham	Otto Graham
Bettencourt-Rivière	Bettencourt-Rivière
Sercy	Sercy
Cairu	Cairu
Ronald Scobie	Ronald Scobie
Patrocínio	Patrocínio
John Blenkinsop	John Blenkinsop
Louis Maurice Adolphe Linant de Bellefonds	Louis Maurice Adolphe Linant de Bellefonds
Saint-Germain-sur-Eaulne	Saint-Germain-sur-Eaulne
Saint-Chef	Saint-Chef
Ashland, Nebraska	Ashland (Nebraska)
Orgerus	Orgerus
Kenova, West Virginia	Kenova
John Philip Holland	John Philip Holland
Valeilles	Valeilles
Poplar, Montana	Poplar (Montana)
Tupã	Tupã
Santa Rita do Araguaia	Santa Rita do Araguaia
Joussé	Joussé
Oulins	Oulins
Roscommon, Michigan	Roscommon (Michigan)
Harvard, Nebraska	Harvard (Nebraska)
Sikeston, Missouri	Sikeston (Missouri)
California, Missouri	California (Missouri)
Valentine, Nebraska	Valentine (Nebraska)
Hawarden, Iowa	Hawarden (Iowa)
Richmond, Texas	Richmond (Texas)
Van Buren, Missouri	Van Buren (Missouri)
Bornel	Bornel
Saint-Vrain, Marne	Saint-Vrain (Marne)
Serville	Serville (Eure-et-Loir)
Chappell, Nebraska	Chappell
Moberly, Missouri	Moberly (Missouri)
Eugene Roshal	Eugene Roshal
Les Bordes-sur-Arize	Les Bordes-sur-Arize
Capela do Alto Alegre	Capela do Alto Alegre
Nova Veneza (Santa Catarina)	Nova Veneza (Santa Catarina)
Wicres	Wicres
René Lorin	René Lorin
Couffoulens	Couffoulens
Chagny, Ardennes	Chagny (Ardennes)
Juignettes	Juignettes
Rockville Centre, New York	Rockville Centre
Arpheuilles, Indre	Arpheuilles (Indre)
Encourtiech	Encourtiech
Nikolai Rynin	Nikolaï Rynine
McCook, Nebraska	McCook (Nebraska)
Yánnis Papathanasíou	Yánnis Papathanasíou
Hannibal, Missouri	Hannibal (Missouri)
Julius Popper	Julius Popper
Saint-Roch, Indre-et-Loire	Saint-Roch
Tommaso Agudio	Tommaso Agudio
Cleveland, Tennessee	Cleveland (Tennessee)
Bertheauville	Bertheauville
Malras	Malras
Linn, Missouri	Linn (Missouri)
Robersart	Robersart
Bourg-de-Visa	Bourg-de-Visa
Doniphan, Missouri	Doniphan (Missouri)
Hillsboro, Missouri	Hillsboro (Missouri)
New London, Missouri	New London (Missouri)
Massieu	Massieu (Isère)
Houston, Missouri	Houston (Missouri)
Grury	Grury
Aubéguimont	Aubéguimont
Matougues	Matougues
Huntsville, Missouri	Huntsville (Missouri)
Saint-Forgeot	Saint-Forgeot
Froges	Froges
Le Brignon	Le Brignon
Glenwood, Iowa	Glenwood (Iowa)
Bernaville	Bernaville
Alexandre Mikouline	Alexandre Mikouline
Vertheuil	Vertheuil
Montirat, Aude	Montirat (Aude)
Milton, Florida	Milton (Floride)
Grand-Rozoy	Grand-Rozoy
Beaver City, Nebraska	Beaver City (Nebraska)
Alma, Nebraska	Alma (Nebraska)
Walter Payton	Walter Payton
Montrozier	Montrozier
Le Mesnil-Saint-Firmin	Le Mesnil-Saint-Firmin
Benkelman, Nebraska	Benkelman
Lawrence Taylor	Lawrence Taylor
McLean, Virginia	McLean (Virginie)
Yutan, Nebraska	Yutan
Pierce, Nebraska	Pierce (Nebraska)
Jataí	Jataí
Cers, Hérault	Cers
Versailles, Missouri	Versailles (Missouri)
Lironcourt	Lironcourt
Marshfield, Missouri	Marshfield (Missouri)
Le Tremblay-Omonville	Le Tremblay-Omonville
Boonville, Missouri	Boonville (Missouri)
Poliénas	Poliénas
Malta, Montana	Malta (Montana)
Tecumseh, Nebraska	Tecumseh (Nebraska)
Senneçay	Senneçay
Polson, Montana	Polson (Montana)
Troy, Missouri	Troy (Missouri)
Imperial, Nebraska	Imperial (Nebraska)
Prunay-le-Temple	Prunay-le-Temple
Bioule	Bioule
Areial	Areial
Villiers-le-Bâcle	Villiers-le-Bâcle
Kirkwood, Missouri	Kirkwood (Missouri)
Hazelwood, Missouri	Hazelwood (Missouri)
Sailly-en-Ostrevent	Sailly-en-Ostrevent
Vallereuil	Vallereuil
Birigui	Birigüi
Rethondes	Rethondes
Dom Basílio	Dom Basílio
Wymore, Nebraska	Wymore
Camille Jenatzy	Camille Jenatzy
St. Francis, Kansas	Saint Francis (Kansas)
Livet-et-Gavet	Livet-et-Gavet
Friauville	Friauville
Masoala	Parc national de Masoala
Ron Harris	Ron Harris
Le Theil-Nolent	Le Theil-Nolent
Américo de Campos	Américo de Campos
Georg Scheutz	Georg Scheutz
Hobson, Montana	Hobson (Montana)
Fulgence Bienvenüe	Fulgence Bienvenüe
La Neuville-sur-Oudeuil	La Neuville-sur-Oudeuil
Aurensan, Gers	Aurensan (Gers)
Alliance, Nebraska	Alliance (Nebraska)
Hardin, Montana	Hardin (Montana)
Vandrimare	Vandrimare
Plentywood, Montana	Plentywood
Ironton, Missouri	Ironton (Missouri)
Tubersent	Tubersent
Bosroger	Bosroger
Oshkosh, Nebraska	Oshkosh (Nebraska)
Yoshino Aoki	Yoshino Aoki
Cambridge, Nebraska	Cambridge (Nebraska)
Emory, Texas	Emory (Texas)
Thomer-la-Sôgne	Thomer-la-Sôgne
Peru, Nebraska	Peru (Nebraska)
Chissay-en-Touraine	Chissay-en-Touraine
Tsarahonenana Sahanivotry	Tsarahonenana Sahanivotry
Saulchoy	Saulchoy
Maclas	Maclas
Ayron	Ayron
Rignac, Aveyron	Rignac (Aveyron)
Domremy-Landéville	Domremy-Landéville
Lorp-Sentaraille	Lorp-Sentaraille
Pliboux	Pliboux
Froidfond	Froidfond
Sorigny	Sorigny
Itanagra	Itanagra
Wampsville, New York	Wampsville
Marigny-le-Châtel	Marigny-le-Châtel
Saint-Martin-des-Champs, Cher	Saint-Martin-des-Champs (Cher)
Amporoforo	Amporoforo
Champfleur	Champfleur
Broué	Broué
Montgomery City, Missouri	Montgomery City (Missouri)
Jorxey	Jorxey
Rio Real	Rio Real
Charles Renard	Charles Renard
Le Margnès	Le Margnès
Béthonsart	Béthonsart
Percy Hobart	Percy Hobart
La Trinité-de-Thouberville	La Trinité-de-Thouberville
Dommartin-le-Franc	Dommartin-le-Franc
Washington Roebling	Washington Roebling
Bellou-en-Houlme	Bellou-en-Houlme
Canville-les-Deux-Églises	Canville-les-Deux-Églises
Meyrieu-les-Étangs	Meyrieu-les-Étangs
Syracuse, Nebraska	Syracuse (Nebraska)
Chinook, Montana	Chinook (Montana)
Seward, Nebraska	Seward (Nebraska)
Escandolières	Escandolières
Three Forks, Gallatin County, Montana	Three Forks
Plattsmouth, Nebraska	Plattsmouth
Sains-lès-Marquion	Sains-lès-Marquion
Clay Center, Nebraska	Clay Center (Nebraska)
Pignols	Pignols
Ann Curry	Ann Curry
Hermann, Missouri	Hermann (Missouri)
Nouhant	Nouhant
Kirksville, Missouri	Kirksville
Sedalia, Missouri	Sedalia
Lincoln, Kalifornia	Lincoln (Californie)
Mondreville, Yvelines	Mondreville (Yvelines)
Sergueï Toumanski	Sergueï Toumanski
Sidney, Nebraska	Sidney (Nebraska)
Doon, Iowa	Doon (Iowa)
Chenevières	Chenevières
Sarton, Pas-de-Calais	Sarton
Cape Canaveral, Florida	Cape Canaveral
Levet	Levet (Cher)
Springfield, Nebraska	Springfield (Nebraska)
Relevant, Ain	Relevant
Itapebi	Itapebi
Prémian	Prémian
Orbigny-au-Mont	Orbigny-au-Mont
Loup City, Nebraska	Loup City
South Sioux City, Nebraska	South Sioux City
Clayton, Missouri	Clayton (Missouri)
Ronan, Montana	Ronan (Montana)
Umberto Malvano	Umberto Malvano
Howard Scott	Howard Scott
Troy, Montana	Troy (Montana)
Dover, Missouri	Dover (Missouri)
Autreville-sur-la-Renne	Autreville-sur-la-Renne
São João de Iracema	São João de Iracema
Harlowton, Montana	Harlowton
Estelline, South Dakota	Estelline (Dakota du Sud)
Warsaw, Missouri	Warsaw (Missouri)
Fort Calhoun, Nebraska	Fort Calhoun
Valley Park, Missouri	Valley Park (Missouri)
Choteau, Montana	Choteau
Geneva, Nebraska	Geneva (Nebraska)
James Bichens Francis	James Bichens Francis
West Point, Nebraska	West Point (Nebraska)
Assérac	Assérac
Glendive, Montana	Glendive
Máximo Cortés	Máximo Cortés
David City, Nebraska	David City
Gering, Nebraska	Gering (Nebraska)
Macon, Missouri	Macon (Missouri)
Friend, Nebraska	Friend (Nebraska)
Saint-Georges-de-Rex	Saint-Georges-de-Rex
Shelby, Montana	Shelby (Montana)
Château-Porcien	Château-Porcien
Fayette, Missouri	Fayette (Missouri)
Saint-Urbain-Maconcourt	Saint-Urbain-Maconcourt
Catenoy	Catenoy
Buironfosse	Buironfosse
Jack Hobbs	Jack Hobbs
Sainte-Marie-du-Lac-Nuisement	Sainte-Marie-du-Lac-Nuisement
São Caetano do Sul	São Caetano do Sul
Deshler, Nebraska	Deshler (Nebraska)
Taquara	Taquara
Umberto Agnelli	Umberto Agnelli
Ken Scott	Ken Scott (producteur)
Icém	Icém
Saint-Symphorien, Deux-Sèvres	Saint-Symphorien (Deux-Sèvres)
Dong Biwu	Dong Biwu
Francillon	Francillon
Falls City, Nebraska	Falls City (Nebraska)
Cut Bank, Montana	Cut Bank
Aracitaba	Aracitaba
Illoud	Illoud
Pouzols-Minervois	Pouzols-Minervois
Biaudos	Biaudos
Chalancey	Chalancey
Milwaukie, Oregon	Milwaukie
Téteghem	Téteghem
Justian	Justian
Hugh Padgham	Hugh Padgham
Ozark, Missouri	Ozark (Missouri)
Rouécourt	Rouécourt
Theophilus Van Kannel	Theophilus Van Kannel
Ibicoara	Ibicoara
Stromsburg, Nebraska	Stromsburg
Siorac-de-Ribérac	Siorac-de-Ribérac
Vancé	Vancé
Highland Haven, Texas	Highland Haven
Deport, Texas	Deport
Vincelles, Marne	Vincelles (Marne)
Roanoke, Texas	Roanoke (Texas)
Veilhes	Veilhes
Parey-sous-Montfort	Parey-sous-Montfort
Westland, Michigan	Westland (Michigan)
Hallsville, Texas	Hallsville (Texas)
Prades-Salars	Prades-Salars
Glenn Heights, Texas	Glenn Heights
Ranger, Texas	Ranger (Texas)
El Campo, Texas	El Campo (Texas)
Ouides	Ouides
Worthington, Kentucky	Worthington (Kentucky)
Itasca, Texas	Itasca (Texas)
White Settlement, Texas	White Settlement (Texas)
Los Ybanez, Texas	Los Ybanez
Waskom, Texas	Waskom
Lemmecourt	Lemmecourt
Benavides, Texas	Benavides (Texas)
Dame-Marie, Orne	Dame-Marie (Orne)
Magneux, Marne	Magneux (Marne)
Reklaw, Texas	Reklaw
Blue Mound, Texas	Blue Mound (Texas)
Marysville, Washington	Marysville (Washington)
Cayrac	Cayrac
Tandrano	Tandrano
Roziers-Saint-Georges	Roziers-Saint-Georges
Cacimbas	Cacimbas
Lachau	Lachau
