Afrika	Afrique
Axmed Deedat	Ahmed Deedat
Nabi Dulkifli	Dhul Kifl
Abu Bakr	Abou Bakr As-Siddiq
Abuu Sufyaan	Abu Sufyan ibn Harb
Imaam Axmed Guray	Ahmed Ibn Ibrahim Al-Ghazi
IHH	İnsani Yardım Vakfı
Dun	Enfilade
Daahir Rayaale Kaahin	Dahir Riyale Kahin
Timo Soini	Timo Soini
Cali maxamed Geedi	Ali Mohamed Gedi
Iskuqaybin	Divide
Marek Grechuta	Marek Grechuta
Jeddah	Djeddah
Shukaansi	Parade nuptiale
Sacad bin Abii Waqaas	Sa`d ibn Abi Waqqas
Axmed Maxamed Maxamuud (Siilaanyo)	Ahmed M. Mahamoud Silanyo
Afdhere Jama	Afdhere Jama
Afgooye	Afgooye
Afmadow	Afmadow
Xulka Qaranka Soomaaliya	Équipe de Somalie de football
Woqooyi bari	Province nord-orientale (province du Kenya)
Cabdullaahi bin Cabbaas	Abdullah ibn Abbas
Masjid al-Aqsa	Mosquée al-Aqsa
Dadka Tigriga	Tigréens
Computer Engineering	Génie informatique
Masjid al-Xaram	Masjid al-Haram
Karl Wolf	Karl Wolf
Taabici	Tabi‘un
Caluula	Calula
Nuur Xasan Xuseen	Nour Hassan Hussein
Astaanta Calanka Soomaaliya	Soomaaliyeey toosoo
Pitty	Pitty
Amxaaro	Amharas
Ta'izz	Ta'izz
Murgacasho	Entorse (médecine)
Calooleey	Tripes
Maxamed Xaaji Ibraahim Cigaal	Mohamed Ibrahim Egal
Aamina	Amina
Dibi	Bœuf (animal)
Paramore	Paramore
Tuur	Cyphose
Lafdhabar	Colonne vertébrale
Luís Carlos Almeida da Cunha	Nani
Paris Saint-Germain FC	Paris Saint-Germain Football Club
Ahlu sunno waljamaaca	Sunnisme
Puntland	Pount (Somalie)
Qureysh	Quraych
Masjidka Nabiga	Masjid al-Nabawi
Dagaalkii uxud	Bataille de Uhud
Sambuus	Samoussa
Imaam Mujtahid Sheykhul-Islaam	Ibn Taymiyya
Bilaal ibn Ribaax	Bilal ibn Rabah
Fiat 124	Fiat 124
Busteejo	Gare routière
Galatasaray SK	Galatasaray Spor Kulübü (football)
IGAD	Autorité intergouvernementale pour le développement
Astaanta Calanka Jabuuti	Djibouti (hymne national)
Baydhabo	Baidoa
G-Spot	Point G
Xiriirka Soomaaliyeed ee Kubadda Cagta	Fédération de Somalie de football
Naxariis iyo Nabadgelyo Korkiisa Ha Ahaato	Formule d'eulogie en islam
Sayid Maxamed Cabdulle Xassan	Mohammed Abdullah Hassan
Salmaan Alfaarisi	Salman le Perse
Sheekh Maxamed Naasiruddiin Al-Albaani	Muhammad Nassiruddine al Albani
Bayt al-Faqih	Bait al Faqih
Baskin-Robbins	Baskin-Robbins
Haparanda	Haparanda
Xarardheere	Harardhere
Galinsoor	Galinsoor
Baraawe	Brava (Somalie)
Oday	Old Man
Aakhiro	Vie après la mort
Maxamed Cusman Jawaari	Mohamed Osman Jawari
Jowhar	Jowhar
Shimbiris	Shimbiris
Marka	Merka
Biciid	Oryx
Hiiraan	Hiiraan
Astaannta Qaranka ee somaliland	Armoiries du Somaliland
Dhulka Biritishka ee Soomaaliya	Somalie britannique
Nabi Isxaaq C.S.	Isaac
Soomaaliweyn	Grande Somalie
Zamenhof	Zamenhof
Xidid	Vaisseau
Shabeellaha Dhexe	Shabeellaha Dhexe
Cabdi Faarax Shirdoon	Abdi Farah Shirdon
Hanti maguurto	Bien immobilier
Maktabadda Dadweynaha ee Minneapolis	Bibliothèque publique de Minneapolis
Carta	Arta (Djibouti)
Liiska dalalka dad ahaan	Liste des pays par population
Godol	Lactation
Jaamacada Banaadir	Université du Benadir
Jaamacada Muqdisho	Université de Mogadiscio
Mr. Lordi	Mr. Lordi
Bari (Gobol)	Bari (Somalie)
Wajeer	Wajir
Adult Film Database	Adult Film Database
Cali Mahdi Maxamed	Ali Mahdi Mohamed
Midowga Maxkamadaha Islaamiga	Union des tribunaux islamiques
Somaliland shilling	Shilling du Somaliland
Taleefoonada fiilada	Téléphonie fixe
UNICEF	Fonds des Nations unies pour l'enfance
Behra	Beira (mammifère)
Godeey	Gode (Éthiopie)
Abuu Cubeydah Caamir ibn Jaraax	Abu Ubayda ibn al-Djarrah
Sanaag	Sanaag
Jigjiga	Djidjiga
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca	Centre fédéral d'éducation technologique Celso Suckow da Fonseca
Garoonka Diyaaradaha ee Da Nang	Aéroport international de Đà Nẵng
Cirbadii dhimashada	Leiurus quinquestriatus
Nansi Ajram	Nancy Ajram
Nashiido	Nasheed
Qaasim bin Muxamed	Qasim ibn Mouhammed
Azania	Côte d'Ajan
Awdal	Awdal
Ayuub Daa'uud	Ayub Daud
Baardheere	Bardera
Baki	Baki (ville)
Banaadir	Banaadir
Baargaal	Bargal
Bari	Bari (homonymie)
Baay	Bay (Somalie)
Sedjibeke	Cube
Beledweyne	Beledweyne
Garoowe	Garowe
Derg	Derg
Kilometer	Kilomètre
Xaawo	Ève
Soor	Farine de maïs
Web feed	Flux Web
YouPorn	YouPorn
Liiska magaalooyinka adduunka dad ahaan	Liste des villes par population
Guraag	Gouragués
Gaarisa	Garissa
Eurobeat	Eurobeat
Sool	Sool (Somalie)
York University	Université York
Buurta Xira	Grotte de Hira
Gedo	Gedo
Gaalkacyo	Gaal Kacyo
Togdheer	Togdheer
Goobogali	Questionnaire à choix multiples
Galguduud	Galguduud
Woqooyi Galbeed	Woqooyi Galbeed
Shabeellaha Hoose	Shabeellaha Hoose
Mudug	Mudug
Jubbada Hoose	Jubbada Hoose
Saxiixu Muslim	Sahih Muslim
Boorama	Borama
Taran	Produit (mathématiques)
Reoviruses	Reoviridae
Matoor	Moteur (homonymie)
Wikipedia:Caawinaad	Aide:Sommaire
Miraha Mucjisada	Fruit miracle
Pontifícia Universidade Católica de Minas Gerais	Université pontificale catholique du Minas Gerais
Galmudug	Galmudug
Canjeelo	Injera
Pornhub	PornHub
USC	Congrès de la Somalie unie
Sunanka Abii Daawuud	Sunan Abi Dawood
Dawladii Mamaaliikta	Mamelouk
Poxviruses	Poxviridae
Digri	Dhikr
Burco	Burao
Ajdjadajd	Jubaland
Mandheera	Mandera
Cadaad	Acacia Sénégal
Doorashooyinka Soomaaliya	Élections en Somalie
Qabaa'ilka Soomaaliya	Démographie de la Somalie
Gadabuursi	Gadabuursi
Sagaaro	Madoqua piacentinii
Sheekh Aways	Hassan Dahir Aweys
Nabi Shuceyb	Chou‘ayb
Buuhoodle	Buuhoodle
Hobyo	Hobyo
Jamaame	Jamaame
Galdogob	Galdogob
Feerfeer	Ferfer
Xaafuun	Hafun
Buurhakaba	Buur Hakaba
Eyl	Eyl
Saxiixul Bukhaari	Sahih al-Bukhari
Shiilaabo	Shilavo
Abuu Dar Alghafaari	Abu Dhar Al-Ghifari
Calool	Estomac
Senary	Système sénaire
Jubbada Dhexe	Jubbada Dhexe
Nugaal	Nugaal
Internet Adult Film Database	Internet Adult Film Database
Ceres	Cérès
Lambar Tubaxan	Système trinaire
Dagaalkii (2006–2009)	Guerre en Somalie (2006-2009)
Ciidamada Qalabka Sida ee Masaarida	Forces armées égyptiennes
Milme	Soluté
Daallo Airlines	Daallo Airlines
Garoonka Diyaaradaha ee Aadan Cadde	Aéroport international de Mogadiscio
Liverpool FC	Liverpool Football Club
Xariiqanta Cagaaran	Ligne verte (Israël)
Duurjoog	Humbug (album)
Tusbax	Misbaha
Raas Caseyr	Cap Gardafui
Sacad bin Zeyd	Saïd ibn Zayd
GCompris	GCompris
Mucaad Bin Jabal	Muadh ibn Jabal
Jacfar Bin Abii Daalib	Djafar ibn Abi Talib
Siyaasadda Soomaaliya	Politique en Somalie
Saynab bint Muxamed	Zaynab bint Mouhammed
Ciise (qabiil)	Issas (peuple)
Wikipedia:Safaarad	Wikipédia:Ambassade
Dhoobley	Dhobley
Naafto	Diesel
U qeybin	Division
Samuel Eto'o	Samuel Eto'o
RedTube	RedTube
Shabiixa	Shabiha
Maakhir	Maakhir
Ra'iisul wasaarayaashii Soomaaliya	Premiers ministres de la Somalie
Qurac	Acacia tortilis
Agnes Monica	Agnes Monica
Sabuur	Zabur
Farta Cismaaniya	Osmanya
Pornopedia	Pornopedia
Mustafa Maxamed	Mustafa Mohamed
Ibn Mandhuur	Ibn Manzûr
Category:Jarmal	Catégorie:Allemagne
Category:Talyaaniga	Catégorie:Italie
Category:Qaramada Midoobey ee Maraykanka	Catégorie:États-Unis
Category:Ruushka	Catégorie:Russie
Category:Midowga boqortooyada Britan	Catégorie:Royaume-Uni
Category:Isbania	Catégorie:Espagne
Category:Shiinaha	Catégorie:Chine
Category:Hindiya	Catégorie:Inde
Category:Sucuudiga	Catégorie:Arabie saoudite
Category:Turki	Catégorie:Turquie
Category:Koonfur Afrika	Catégorie:Afrique du Sud
Category:Masar	Catégorie:Égypte
Category:Iiraan	Catégorie:Iran
Category:Arjantiina	Catégorie:Argentine
Category:Afqaanistan	Catégorie:Afghanistan
Category:Austriya	Catégorie:Autriche
Category:Itoobiya	Catégorie:Éthiopie
Category:Ciraaq	Catégorie:Irak
Category:Nederland	Catégorie:Pays-Bas
Category:Bakistaan	Catégorie:Pakistan
Category:Boland	Catégorie:Pologne
Category:Bortuqaal	Catégorie:Portugal
Category:Suudaan	Catégorie:Soudan
Category:Iswisarland	Catégorie:Suisse
Category:Fiyetnam	Catégorie:Viêt Nam
Category:Shimbir	Catégorie:Oiseau
Category:Fiisikis	Catégorie:Physique
Category:Bayoloji	Catégorie:Biologie
Category:Kimisteri	Catégorie:Chimie
Category:Taariikh	Catégorie:Histoire
Category:Juqraafi	Catégorie:Géographie
Category:Diin	Catégorie:Religion
Category:Ciyaaraha	Catégorie:Sport
Category:Saynis	Catégorie:Sciences
SYL	Ligue de la jeunesse somalie
Category:Isgaadhsiin	Catégorie:Communication
Jamhuuriyadda Dimuqraadiga Soomaaliya	République démocratique somalie
Dhaqaallaha Soomaaliya	Économie de la Somalie
Jabhadda Wadaniga Xoreynta Ogaadeenya)	Front national de libération de l'Ogaden
Bolol	Mérule pleureuse
Ciidamada Midowga Afrika	Mission de l'Union africaine en Somalie
Cabdiraxmaan bin Cawf	Abd ar-Rahmân ibn `Awf
Dalxa bin Cubeydilah R.C.	Talha ibn Ubayd Allah
International Rescue Committee	International Rescue Committee
Ras kambooni	Ras Kamboni
Luqmaan Alxakiim	Luqman
Waqtiga Bariga Afrika	Heure d'Afrique orientale
Cabdiweli Maxamed Cali	Abdiweli Mohamed Ali
SNM	Somali National Movement
Laas Geel	Laas Geel
Riyaalu Saalixiin	Les Jardins des Vertueux
Xisbiga talada ee dalka jabuuti RPP	Rassemblement populaire pour le progrès
Sheekh Mukhtaar Abu-Zubeyr	Mokhtar Ali Zubeyr
Elman FC	Elman Football Club
Nabi Luud C.S.	Lût
Muxaram	Mouharram
Category:Filasoofiyada	Catégorie:Philosophie
Category:Cilminafsi	Catégorie:Psychologie
Category:Masiixiyad	Catégorie:Christianisme
Category:Islaam	Catégorie:Islam
Goronyo soomaaliyeed	Struthio molybdophanes
Dafo	Aigle
PornoTube	PornoTube
Badh	Un demi
May 2013	Mai 2013
10-ka saxaabi ee Janada loogu bishaareeyay iyagoo nool	Al-'Achara al-Moubachiroûna bi al-Janna
Digaagad	Poule
Diig	Coq
Suxufi Ibraahim	Feuillets d'Ibrahim
Jaamacadda Roma Tre	Université de Rome III
Ruqiya bint Muxamed	Ruqayya bint Mouhammed
Kobra	Cobra
Xaasaska Nebi Muxamed	Épouses de Mahomet
Saldanadii Cadal	Adal
Umm Kaltuum bint Muxamed	Oumm Koulthoum bint Mouhammed
Nabi Yuunus C.S.	Jonas
Dad	Peuple
Xiriirka Soomaaliyeed ee Kubadda koleyga	Équipe de Somalie de basket-ball
Abdal-Xamiid Kishk	Abd al-Hamid Kichk
Universidade do Estado de Minas Gerais	Universidade do Estado de Minas Gerais
Ciidanka Soomaaliya	Forces armées somaliennes
Nuur ibn Mujaahid	Nur ibn al-Wazir Mujahid
Cayn	Ayn (Somalie)
Khaatumo state	Khatumo
Dastuurka Soomaaliya	Constitution de la Somalie
Bianca Castanho	Bianca Castanho
Mareer	Cordia sinensis
Sheekh Aaden Maxamed Nuur	Adan Mohamed Nuur Madobe
Maher Zain	Maher Zain
Cabdi Shakuur Sheekh Xassan Farax	Abdi Shakur Sheikh Hassan
Cali Cabdi faarax	Ali Abdi Farah
Boqor Najaashi	Ashama ibn Abjar
Jaamacada Urdun Ee Culuumta Iyo Teknoloojiyada	Université jordanienne des sciences et de la technologie
Laan	Branche (botanique)
Category:Dhaqan	Catégorie:Culture
Category:Tobaneeyada sano	Catégorie:Décennie
Category:Sanad	Catégorie:Année
Category:Qaaradaha	Catégorie:Continent
Buulo mareer	Buulo Mareer
Dolo	Dolo (Éthiopie)
Degmooyinka arjentiin	Organisation territoriale de l'Argentine
Edmond Debeaumarché	Edmond Debeaumarché
Radio Muqdisho	Radio Mogadisho
Fiat 682 N3	Fiat 682
Doorashada Madaxtinimada Soomaaliya, 2012	Élection présidentielle somalienne de 2012
Hibo nuura	Hibo Nuura
Paolla Oliveira	Paola Oliveira
Portal:Cilmi Fallag	Portail:Astronomie
Portal:Juqraafi	Portail:Géographie
Neef	Maladie respiratoire
Gunbur	Pyramide
Jano	Paradis
Liiska Xisbiyada Siyaasadda Soomaaliya	Partis politiques de la Somalie
Xudun	Xudun
Quljeed	Quljeed
Turunbo	Tambûr
Ibraahim bin Muxamed	Ibrahim Ibn Muhammad
Tiro	Comte
Jaamacada Burco	Université de Burao
Jaamacada Kismaayo	Université de Kismaayo
Anna Rita Del Piano	Anna Rita Del Piano
Category:Wikipedia bots	Catégorie:Bot Wikipédia
Dagaal Dhaqameedka shiineeska	Arts martiaux chinois
Portal:Bulsho	Portail:Société
Cufka atamka	Masse atomique
Wikipedia:Su'aal/Hordhac	Wikipédia:Oracle
Wikipedia:Graphics Lab	Wikipédia:Atelier graphique
Template:Wikipedialang	Modèle:Wikipedialang
Category:Wadamada	Catégorie:Pays
Wikipedia:Maamulka	Wikipédia:Administrateur
Category:Shaqsiyadaad	Catégorie:Personnalité
Wikipedia:Requests for adminship	Wikipédia:Candidature au statut d'administrateur
Wikipedia:Bots	Wikipédia:Bot
Category:Amin	Catégorie:Temps
Category:Internet	Catégorie:Internet
Category:Siyaasad	Catégorie:Politique
Category:Waxbarasho	Catégorie:Éducation
Category:Araga	Catégorie:Optique
Category:Fan	Catégorie:Art
Masar	Égypte
Category:Filasoofiyaasha	Catégorie:Philosophe
Category:Doorashooyinka	Catégorie:Élection
Template:Bot	Modèle:Bot
Kanada	Canada
Category:Denmark	Catégorie:Danemark
Category:Giriig	Catégorie:Grèce
Category:Iswiidhan	Catégorie:Suède
Category:Islofaakiya	Catégorie:Slovaquie
Wikipedia:Copyright	Wikipédia:Droit d'auteur
Wikipedia:Ku saabsan	Wikipédia:À propos
Category:Microsoft	Catégorie:Microsoft
Portal:Saynis	Portail:Sciences
Wikipedia:Ogaysiiska Maamulka	Wikipédia:Bulletin des administrateurs
Template:Flagicon	Modèle:Drapeau
Category:Wadamada Yurub	Catégorie:Pays d'Europe
Category:Yurub	Catégorie:Europe
Wikipedia:Bogga Isticmaalaha	Aide:Page utilisateur
Portal:Dhacdooyinka Hadda	Portail:Actualité
Template:Documentation	Modèle:Documentation
Category:Delete	Catégorie:Wikipédia:Suppression
Wikipedia:Ilaalinta badelka	Wikipédia:Protection
Wikipedia:Albaabka bulshada	Wikipédia:Accueil de la communauté
Category:Luqadaha wikipediyaasha	Catégorie:Wikipédiens par langue
Wikipedia:Shan walxood	Wikipédia:Principes fondateurs
Wikipedia:Userboxes	Wikipédia:Boîte Utilisateur
Wikipedia:Saxiix	Aide:Signature
Sung Jae-ki	Sung Jae-ki
Caa'isha binti Abiibakar	Aïcha
Android software development	Android SDK
Ganacsi	Entreprise
Instituto Federal da Bahia	École polytechnique fédérale de Bahia
Template:Softredirect	Modèle:Redirection douce
Template:Tirtir	Modèle:Suppression Immédiate
Category:Teknooloji	Catégorie:Technologie
Category:Afafka	Catégorie:Langue
Category:Kalandar	Catégorie:Calendrier
Category:Wikipedia	Catégorie:Wikipédia
Wikipedia:Masuul la'aan guud	Wikipédia:Avertissements généraux
Category:Pages with broken file links	Catégorie:Page avec des liens de fichiers brisés
Wikipedia:Tirakoob	Wikipédia:Statistiques
Wikipedia:Xeerka Wiki	Wikipédia:Politique de confidentialité
Template:Navbox	Modèle:Méta palette de navigation
Template:Xaqiiq	Modèle:Citation nécessaire
Portal:Siiro	Portail:Biographie
Template:!	Modèle:!
Template:Tnavbar	Modèle:Tnavbar
Template:Clear	Modèle:Clr
Template:Nowrap	Modèle:Nobr
Millan	Solution (chimie)
Wikipedia:Maqaalada aan u baahan laheen	Wikipédia:Articles vitaux
Category:Afrika	Catégorie:Afrique
Category:Elektaroonig	Catégorie:Électronique
Category:Kitaabka quduska	Catégorie:Bible
Category:Buugta	Catégorie:Livre
Category:Bilaha	Catégorie:Mois
Template:Babel	Modèle:Boîte Babel
Template:Reflist	Modèle:Références
Category:Isbitaal	Catégorie:Centre hospitalier
Wikipedia:Soo bandhigida xogta	Wikipédia:Citez vos sources
Template:Digniin	Modèle:Avertissement
Template:Gumud	Modèle:Ébauche
Template:User ar-1	Modèle:Utilisateur ar-1
Template:See also	Modèle:Article connexe
Template:User da-2	Modèle:Utilisateur da-2
Template:User da	Modèle:Utilisateur da
Template:User de	Modèle:Utilisateur de
Template:User de-1	Modèle:Utilisateur de-1
Template:User es	Modèle:Utilisateur es
Template:User de-3	Modèle:Utilisateur de-3
Template:User en-3	Modèle:Utilisateur en-3
Template:User en-1	Modèle:Utilisateur en-1
Template:User en-2	Modèle:Utilisateur en-2
Template:User en-4	Modèle:Utilisateur en-4
Template:User fi	Modèle:Utilisateur fi
Template:User en-0	Modèle:Utilisateur en-0
Template:User en	Modèle:Utilisateur en
Template:User de-2	Modèle:Utilisateur de-2
Template:User fi-1	Modèle:Utilisateur fi-1
Template:User fr-1	Modèle:Utilisateur fr-1
Template:User sk	Modèle:Utilisateur sk
Template:User fr-2	Modèle:Utilisateur fr-2
Template:User ja	Modèle:Utilisateur ja
Template:User ja-1	Modèle:Utilisateur ja-1
Template:User fr	Modèle:Utilisateur fr
Category:Aasiya	Catégorie:Asie
Category:Jili	Catégorie:Chili
Category:Ameerikada koonfureed	Catégorie:Amérique du Sud
Template:Mod	Modèle:Mod
Template:User es-2	Modèle:Utilisateur es-2
Template:Country data Belgium	Modèle:Country data Belgique
Category:Maalmaha usbuuca	Catégorie:Jour de la semaine
Template:Navy/core	Modèle:Marine de guerre/callback
Category:Bogga Hore	Catégorie:Wikipédia:Accueil principal
Template:Country data Ethiopia	Modèle:Country data Éthiopie
Template:Country data Cuba	Modèle:Country data Cuba
Template:Country data Kenya	Modèle:Country data Kenya
Template:Country data Denmark	Modèle:Country data Danemark
Template:Country data Bosnia and Herzegovina	Modèle:Country data Bosnie-Herzégovine
Template:Number of defined parameters	Modèle:Nombre de paramètres définis
Template:Country data Norway	Modèle:Country data Norvège
Template:Country data Argentina	Modèle:Country data Argentine
Template:Country showdata	Modèle:Country showdata
Template:Image label	Modèle:Image label
Template:Country data Mexico	Modèle:Country data Mexique
Template:Country data Saudi Arabia	Modèle:Country data Arabie saoudite
Template:Dalalka Afrika	Modèle:Palette Pays d'Afrique
Template:Country data Iraq	Modèle:Country data Irak
Template:Country data United Arab Emirates	Modèle:Country data Émirats arabes unis
Template:Kutaal	Modèle:Localisation ville
Template:Country data Australia	Modèle:Country data Australie
Template:Navigation templates	Modèle:Palette Modèles navigationnels
Template:Infobox Xooga Dalka Soomaaliyeed	Modèle:Infobox Armée
Template:Country data Austria	Modèle:Country data Autriche
Template:Country data Nepal	Modèle:Country data Népal
Template:Country data Finland	Modèle:Country data Finlande
Wikipedia:Tutorial (Wikipedia links)	Wikipédia:Liens internes
Template:Country data Netherlands	Modèle:Country data Pays-Bas
Template:Maqaal Xul Ah	Modèle:Article de qualité
Template:Country data Russian Federation	Modèle:Country data Russie
Category:Gaana	Catégorie:Ghana
Category:User en	Catégorie:Utilisateur en
Category:User en-2	Catégorie:Utilisateur en-2
Template:Navy	Modèle:Marine de guerre
Template:User eo	Modèle:Utilisateur eo
Template:User zh	Modèle:Utilisateur zh
Category:Farta	Catégorie:Alphabet
Template:Template other	Modèle:Template other
Template:Country data Italy	Modèle:Country data Italie
Template:Country data	Modèle:Country data
Template:Infobox Dhacdo	Modèle:Infobox Événement
Template:Pp-template	Modèle:Protection
Template:Min	Modèle:Min
Category:Astaannta Qaranka	Catégorie:Blason
Category:Beeraha	Catégorie:Agriculture
Template:Maamulka	Modèle:Admin
Category:Dowladaha	Catégorie:État
Category:Bahda Midaysay Qoraxdu	Catégorie:Planète du système solaire
Template:Country data Soviet Union	Modèle:Country data Union soviétique
Template:Country data India	Modèle:Country data Inde
Category:Falastiin	Catégorie:Palestine
Category:Language user templates	Catégorie:Langue pour les boîtes utilisateurs
Template:Navbox subgroup	Modèle:Méta palette de navigation sous-groupe
Template:Farac	Modèle:Infobox Groupe ethnique
Template:Category redirect	Modèle:Catégorie redirigée
Template:Macluumaad Qof Madax Ah	Modèle:Infobox Politicien
Template:Border	Modèle:Bordure
Template:Country data Turkey	Modèle:Country data Turquie
Category:Qoraaga	Catégorie:Écrivain
Category:Jaamacadaha	Catégorie:Université
Wikipedia:Maxaan akoon usamaynayaa	Aide:Compte utilisateur
Template:Country data Nigeria	Modèle:Country data Nigeria
Template:Hidden begin	Modèle:Boîte déroulante/début
Template:Country data Malaysia	Modèle:Country data Malaisie
Template:User pt-1	Modèle:Utilisateur pt-1
Template:Infobox planet	Modèle:Infobox Planète
Template:User nl	Modèle:Utilisateur nl
Template:Infobox website	Modèle:Infobox Site web
Template:Image label end	Modèle:Image label fin
Template:Documentation subpage	Modèle:Sous-page de documentation
Template:Infobox number	Modèle:Infobox Nombre
Category:Dekedaha	Catégorie:Port
Template:Lang-la	Modèle:Lang-la
Template:Macluumaad askariga	Modèle:Infobox Personnalité militaire
Template:User	Modèle:U
Template:References	Modèle:À sourcer
Template:Jadwal	Modèle:Prettyinfobox
Template:Infobox former country	Modèle:Infobox Ancienne entité territoriale
Template:1	Modèle:Médaille d'or
Template:Infobox Political post	Modèle:Infobox Poste politique
Template:Kaydka wadahadalka	Modèle:Archive de discussion
Portal:Fiisikis	Portail:Physique
Template:User de-0	Modèle:Utilisateur de-0
Template:Usbuuc	Modèle:Palette Jours de la semaine
Template:User fr-0	Modèle:Utilisateur fr-0
Template:Country data West Germany	Modèle:Country data Allemagne de l'Ouest
Template:Hooyga Maqaalada	Modèle:Browsebar
Template:Hidden end	Modèle:Boîte déroulante/fin
Category:Booliis	Catégorie:Police
Template:Country data Comoros	Modèle:Country data Comores
Template:User sandbox	Modèle:Utilisateur brouillon
Template:High-risk	Modèle:Inclusion
Template:Country data Qadar	Modèle:Country data Qatar
Template:Country data Ukrain	Modèle:Country data Ukraine
Template:Country data Pakistan	Modèle:Country data Pakistan
Template:User pt-0	Modèle:Utilisateur pt-0
Template:Higgaad	Modèle:Orthographe
Template:User pt-3	Modèle:Utilisateur pt-3
Template:User pt-2	Modèle:Utilisateur pt-2
Category:User sk	Catégorie:Utilisateur sk
Category:User eo	Catégorie:Utilisateur eo
Category:User ja	Catégorie:Utilisateur ja
Category:User da-2	Catégorie:Utilisateur da-2
Template:Correct title	Modèle:Titre incorrect
Category:User ar	Catégorie:Utilisateur ar
Category:Jasiirad	Catégorie:Île
Category:User da	Catégorie:Utilisateur da
Category:User sk-N	Catégorie:Utilisateur sk-M
Category:User de	Catégorie:Utilisateur de
Category:User fi	Catégorie:Utilisateur fi
Category:Nabiyada Islaamka	Catégorie:Prophète de l'islam
Template:Country data Burundi	Modèle:Country data Burundi
Template:Country data Germany	Modèle:Country data Allemagne
Template:Country data UK	Modèle:Country data Royaume-Uni
Template:Lambarada	Modèle:Palette Notion de nombre
Category:User ja-1	Catégorie:Utilisateur ja-1
Category:User ko	Catégorie:Utilisateur ko
Template:Macluumaad	Modèle:Information
Template:Gobollada Soomaaliya	Modèle:Palette Régions et États de facto contestés de Somalie
Wikipedia:Babel	Wikipédia:Babel
Template:Help contents back	Modèle:Retour au sommaire de l'aide
Category:Abwaanada	Catégorie:Poète
Category:Badaha	Catégorie:Mer
Template:No2	Modèle:Non2
Category:Ingiriiska	Catégorie:Angleterre
Category:Taariikhda Soomaaliya	Catégorie:Histoire de la Somalie
Leilani Leeane	Leilani Leeane
Template:Country data Brazil	Modèle:Country data Brésil
Template:Yes2	Modèle:Oui2
Category:Ururada caalamiga ah	Catégorie:Organisation internationale
Template:Siyaasadda Soomaaliya	Modèle:PolitiqueSomalie
Category:Gobolada Soomaaliya	Catégorie:Région de Somalie
Category:Juquraafiga Soomaaliya	Catégorie:Géographie de la Somalie
Template:Country data Somaliland	Modèle:Country data Somaliland
Category:Madaxda Soomaaliya	Catégorie:Président de Somalie
Category:Wadamada Afrika	Catégorie:Pays d'Afrique
Template:User da-3	Modèle:Utilisateur da-3
Template:User pt-4	Modèle:Utilisateur pt-4
Category:1542	Catégorie:1542
Fenerbahce SK	Fenerbahçe Spor Kulübü (football)
Template:Country data United States	Modèle:Country data États-Unis
Universidade Federal do Recôncavo da Bahia	Université fédérale de Recôncavo da Bahia
Category:Farshaxanka	Catégorie:Peintre
Wikipedia:Xeerka adeegsiga sawirada	Wikipédia:Règles d'utilisation des images
Template:Raadiyoow	Modèle:Infobox Radio
Category:Dhirta	Catégorie:Arbre
Portal:Hiddaha iyo Dhaqanka	Portail:Culture
Portal:Baayooloji	Portail:Biologie
Template:Mashquul	Modèle:Wikibreak débordé
Category:Juquraafiga Hindiya	Catégorie:Géographie de l'Inde
Category:Jilaaga	Catégorie:Actrice
Category:Jabuuti	Catégorie:Djibouti
Category:Ereteriya	Catégorie:Érythrée
Category:Kiinya	Catégorie:Kenya
Category:Komoros	Catégorie:Union des Comores
Category:Libiya	Catégorie:Libye
Category:Diinta Soomaaliya	Catégorie:Religion en Somalie
Category:Dhaqaalaha Soomaaliya	Catégorie:Économie de la Somalie
Category:Lacagta	Catégorie:Monnaie
Category:Webiyada	Catégorie:Rivière
Category:Juquraafiga Jabuuti	Catégorie:Géographie de Djibouti
Template:User pt	Modèle:Utilisateur pt
Category:Holland	Catégorie:Hollande
Category:Soomaaliya	Catégorie:Somalie
Category:Webiyada Soomaaliya	Catégorie:Cours d'eau de Somalie
Category:Juquraafiga Yemen	Catégorie:Géographie du Yémen
Category:Magaalooyinka Yemen	Catégorie:Ville du Yémen
Template:Maanta	Modèle:Calendrier aujourd'hui
Template:Country data Djibouti	Modèle:Country data Djibouti
Category:User nl	Catégorie:Utilisateur nl
Category:Hay'ada laanqayrta cas	Catégorie:Croix-Rouge
Template:Country data Federated States of Micronesia	Modèle:Country data Micronésie
Template:Navbar-header	Modèle:Tnavbar-header
Category:Diffusion	Catégorie:Diffusion
Category:Suuriya	Catégorie:Syrie
Category:Qarniyada	Catégorie:Siècle
Category:Qarnigii 16aad	Catégorie:XVIe siècle
Category:Qooriyada	Catégorie:Plage
Category:Filasoofiyaasha Jarmalka	Catégorie:Philosophe allemand
Category:Harraha Afrika	Catégorie:Lac d'Afrique
Category:Madaxda Faransiiska	Catégorie:Président de la République française
Category:Madaxda Iiraan	Catégorie:Président d'Iran
Category:Norway	Catégorie:Norvège
Category:Yemen	Catégorie:Yémen
Category:Malaay	Catégorie:Poisson
Category:Mutolojiyada	Catégorie:Mythologie
Category:Qaamuus	Catégorie:Dictionnaire
Category:Axdiga Cusub	Catégorie:Nouveau Testament
Category:Ilko	Catégorie:Dent
