Afrika	Afrique
Kipray 3	Pray (langue)
Mkoa wa Jaén	Province de Jaén
Kipwaamei	Pwaamèi
Kipwapwa	Pwapwâ
QJ	QJ
Petro wa Narbone	Quatre martyrs de Terre Sainte
Nadhiri ya nne	Quatrième vœu (jésuite)
Kirahambuu	Rahambuu
Kibakati' ya Rara	Rara bakati’
Kiratahan	Ratahan
Kikayan ya Rejang	Rejang kayan
Kimbugwe	Mbugwe (langue)
Kisoo	Soo (langue)
Kichopi	Chopi (langue)
Kimukulu	Mokulu (langue)
Kiron	Ron (langue)
Kifuru	Furu (langue)
Kimada (Kamerun)	Mada (langue du Cameroun)
Kigude	Gude (langue)
Kanisa Katoliki la Kigiriki la Masedonia	Église grecque-catholique macédonienne
Kiroviana	Roviana
Kisawai	Sawai
Kiefate-Kusini	Éfaté du Sud
Kibudu	Budu (langue)
Kibaloi	Langues ngiri
New Hyde Park (Village), New York	New Hyde Park
Ibanda	Ibanda (Ouganda)
S. Scott Bullock	S. Scott Bullock
Kizito	Saint Kizito
Wilaya ya Sakassou	Sakassou
Kisama ya Katikati	Sama central
Kisama-Kusini	Sama méridional
Kisangil	Sangil
Sarayköy	Sarayköy
Kisa'ban	Sa’ban
Kishi (lugha)	Shi (langue)
Kisiang	Siang
Kisimbo	Simbo (langue)
Adjumani	Adjumani
Kiwaata	Waata
Kimbuko	Mbuko (langue)
Kiassangori	Sungor (langue)
Kimuyang	Muyang (langue)
Kisula	Sula (langue)
Thug Life: Volume 1	Thug Life: Volume 1
Kitanna-Kusini-Magharibi	Tanna du Sud-Ouest
Suzanne Bachelard	Suzanne Bachelard
Kijola-Fonyi	Diola-fogny
Chuo Kikuu cha Calabar	Université de Calabar
Elimu nchini Kenya	Système éducatif kényan
Omotola Jalade Ekeinde	Omotola Jalade Ekeinde
Kimakian-Mashariki	Taba (Indonésie)
Wilaya ya Tabou	Tabou (Côte d'Ivoire)
Kitaliabu	Taliabu
Wilaya ya Tanda	Tanda (département)
Kiwuzlam	Ouldémé (langue)
Kiparkwa	Paduko (langue)
Kitanibili	Tanibili
Kitarangan-Magharibi	Tarangan occidental
Kiteanu	Teanu
Kiterik	Terik (langue)
Terror Squad (studio)	Terror Squad (label)
The Austin Chronicle	The Austin Chronicle
Wilaya ya Kabale	Kabale (district)
Wilaya ya Tiassalé	Tiassalé
Mubende	Mubende
Kidusun-Tempasuk	Tindal dusun
Wilaya ya Tingréla	Tingréla
Wilaya ya Tiébissou	Tiébissou
Kigbe-Tofin	Tofin-gbe
Kitombulu	Tombulu
Kitondano	Tondano
Kitonsea	Tonsea
Kitonsawang	Tonsawang
Kitontemboan	Tontemboan
Tony Nyadundo	Tony Nyadundo
Wilaya ya Toumodi	Toumodi
Wilaya za Uganda	Districts de l'Ouganda
Kitugen	Tuken
Kitunjung	Tunjung
Kiuma'-Lung	Uma’ lung
Chuo Kikuu cha Maseno	Université de Maseno
Kiunua	Unua
VQ	VQ
Kivaghua	Vaghua
Kidema	Dema (langue)
Kivangunu	Vangunu (langue)
Kivarisi	Varisi
Wilaya ya Vavoua	Vavoua
Kivera'a	Vera'a
Maisha ya wakfu	Vie religieuse
Kivili	Vili (langue)
Kivures	Vurës
Useja mtakatifu	Vœu de chasteté
Kiwala	Wala (langue)
Kiwaru	Waru (langue)
Kiwawonii	Wawonii (langue)
William Stein	William Stein
Kiyakan	Yakan
Kiyakoma	Yakoma (langue)
Zablon Amanaka	Zablon Amanaka
Kizazao	Zazao
Wilaya ya Zouan-Hounien	Zouan-Hounien (département)
Wilaya ya Zuénoula	Zuénoula
Elimu nchini Cote d'Ivoire	Éducation en Côte d'Ivoire
Kiefate-Kaskazini	Éfaté du Nord
Kanisa la Armenia	Église arménienne
Kanisa Katoliki la Kigiriki la Korasya	Église grecque-catholique croate
Kanisa la Moravian Jimbo la Jamaika	Église morave - Jamaïque
Norrtälje	Norrtälje
Anna Favella	Anna Favella
Anna Rita Del Piano	Anna Rita Del Piano
Oliver N'Goma	Oliver N'Goma
Bernard DeVoto	Bernard DeVoto
Boxborough, Massachusetts	Boxborough
Ngiri	Phacochère
Lango:Jamii	Portail:Société
Southold, New York	Southold
Kasi	Vitesse
Esarkia ya Kitume	Exarchat apostolique
Kinyole (lugha)	Nyole (langue)
Kimasaaba (lugha)	Masaba (langue)
Groton, Massachusetts	Groton (Massachusetts)
Kidiriku	Diriku (langue)
Kishambala	Shambala (langue)
Jimbo la Enugu	État d'Enugu
Uzani atomia	Masse atomique
Kipangwa	Pangwa (langue)
Wanyaturu	Nyaturu (peuple)
Neema	Grâce
Mombasa Roots	Mombasa Roots Band
Nikolasi Saggio wa Longobardi	Nicola Saggio
Mnandi	Cormoran
Orta	Orta (Çankırı)
Hekalu la Yerusalemu	Temple de Jérusalem
Taşköprü	Taşköprü
Pango hai	Crèche vivante
Kimbara	Mbara (langue)
Lango:Sanaa	Portail:Arts
Kigezo:Quote	Modèle:Citation
Mwembe	Manguier
Jamii:Watu wa Ujerumani	Catégorie:Personnalité allemande
Jamii:Watu wa Marekani	Catégorie:Personnalité américaine
Jamii:Watu wa Austria	Catégorie:Personnalité autrichienne
Jamii:Watu wa Uholanzi	Catégorie:Personnalité néerlandaise
Jamii:Watu wa Ufalme wa Muungano	Catégorie:Personnalité britannique
Jamii:Watu wa Ufaransa	Catégorie:Personnalité française
Jamii:Watu wa Jamhuri ya Dominika	Catégorie:Personnalité dominicaine
Jamii:Filamu za Marekani	Catégorie:Film américain
Jamii:Watu wa Jibuti	Catégorie:Personnalité djiboutienne
Jamii:Watu wa Uswisi	Catégorie:Personnalité suisse
Jamii:Watu wa Denmark	Catégorie:Personnalité danoise
Jamii:Watu wa Italia	Catégorie:Personnalité italienne
Jamii:Mito ya Ulaya	Catégorie:Cours d'eau d'Europe
Jamii:Wanamuziki wa Marekani	Catégorie:Musicien américain
Jamii:Milima ya Ulaya	Catégorie:Montagne d'Europe
Jamii:Waandaaji wa Filamu	Catégorie:Réalisateur
Jamii:Wachezaji Mpira wa Ujerumani	Catégorie:Footballeur allemand
Kigezo:Userbox	Modèle:BUtilisateur
Chuo Kikuu cha Sokoine cha Kilimo (SUA)	Université d'agriculture Sokoine
Kigezo:Wikipedialang	Modèle:Wikipedialang
Kigezo:Location map Uingereza	Modèle:Géolocalisation/Angleterre
Zanzibar (maana)	Zanzibar
Jamii:Sheria	Catégorie:Droit
Jamii:Nchi	Catégorie:Pays
Jamii:Uchumi	Catégorie:Économie
Wikipedia:Wakabidhi	Wikipédia:Administrateur
Jamii:Makabila ya Kenya	Catégorie:Groupe ethnique du Kenya
Jamii:Makabila ya Malawi	Catégorie:Groupe ethnique du Malawi
Jamii:Makabila ya Msumbiji	Catégorie:Groupe ethnique du Mozambique
Jamii:Makabila ya Nigeria	Catégorie:Groupe ethnique du Nigeria
Jamii:Kazakhstan	Catégorie:Kazakhstan
Jamii:Watu	Catégorie:Personnalité
Wikipedia:Bureaucrats	Wikipédia:Bureaucrate
Jamii:Watu kutokana na kazi	Catégorie:Personnalité par métier
Wikipedia:Bots	Wikipédia:Bot
Jamii:Wakati	Catégorie:Temps
Jamii:Intaneti	Catégorie:Internet
Jamii:Makabila ya Tanzania	Catégorie:Groupe ethnique de Tanzanie
Jamii:Makabila ya Uganda	Catégorie:Groupe ethnique d'Ouganda
Jamii:Makabila ya Zambia	Catégorie:Groupe ethnique de Zambie
Jamii:Uhandisi	Catégorie:Ingénierie
Azam F.C.	Azam Football Club
Kulala kwa Mama wa Mungu	Dormition
Jamii:Nchi ya Kihistoria ya Ulaya	Catégorie:Ancien pays d'Europe
Jamii:Tiba	Catégorie:Médecine
Jamii:Siasa	Catégorie:Politique
Jamii:Elimu	Catégorie:Éducation
Jamii:Sanaa	Catégorie:Art
Kaunas	Kaunas
Kikunda	Kunda (langue)
Kinyamwezi	Nyamwezi (langue)
Kiholu	Holu (langue)
Misri	Égypte
Maria Ermelina wa Yesu	Marie-Hermine de Jésus
Maria wa Amani	Marie de la Paix Giuliani
Maria Adolfina Dierk	Marie-Adolphine
Jamii:2013	Catégorie:2013
Vitabu vya Wafalme	Livres des Rois (Bible)
Liwali	Wali (arabe)
Jamii:Wanafalsafa	Catégorie:Philosophe
Jamii:Uchaguzi	Catégorie:Élection
Cypress	Cyprès (homonymie)
Mark (pesa)	Marc (monnaie)
Kimbelime	Mbèlimè
Al Jazeera	Al Jazeera English
Kigezo:Bot	Modèle:Bot
Nishati Nukta Sifuri	Énergie du point zéro
Pinocchio	Pinocchio (film, 1940)
Kanada	Canada
Bugiri	Bugiri
Jamii:Hungaria	Catégorie:Hongrie
Jamii:Ubelgiji	Catégorie:Belgique
Jamii:Kupro	Catégorie:Chypre
Jamii:Ucheki	Catégorie:République tchèque
Jamii:Denmark	Catégorie:Danemark
Jamii:Estonia	Catégorie:Estonie
Jamii:Ufini	Catégorie:Finlande
Jamii:Ugiriki	Catégorie:Grèce
Jamii:Latvia	Catégorie:Lettonie
Jamii:Iceland	Catégorie:Islande
Jamii:Luxemburg	Catégorie:Luxembourg
Jamii:Lituanya	Catégorie:Lituanie
Jamii:Malta	Catégorie:Malte
Jamii:Uswidi	Catégorie:Suède
Jamii:Slovakia	Catégorie:Slovaquie
Jamii:Slovenia	Catégorie:Slovénie
Jamii:Makala nzuri	Catégorie:Article de qualité
Wikipedia:About	Wikipédia:À propos
Jamii:Vipimo vya eneo	Catégorie:Unité de surface
Abigaili	Abigail (Bible)
Jamii:Wanakemia	Catégorie:Chimiste
Jamii:Michezo ya kompyuta	Catégorie:Jeu vidéo
Lango:Sayansi	Portail:Sciences
Jamii:Berlin	Catégorie:Berlin
Kigezo:Flag icon	Modèle:Drapeau
Jamii:Nchi za Ulaya	Catégorie:Pays d'Europe
Jamii:Ulaya	Catégorie:Europe
Jalidi	Gelée blanche
Kigezo:Documentation	Modèle:Documentation
Jamii:Wikipedia Wakabidhi	Catégorie:Administrateur Wikipédia
Jamii:Wikipedia makala yenye shida ya hakimiliki	Catégorie:Article soupçonné de travail sous copyright
Daktari	Docteur (titre)
Bariadi	Bariadi
Jamii:Wanawikipedia	Catégorie:Wikipédiens
Jamii:Wanawikipedia lugha kwa lugha	Catégorie:Wikipédiens par langue
Wikipedia:Msimamo wa kutopendelea upande	Wikipédia:Neutralité de point de vue
Kimondo cha Chelyabinsk	Météore de Tcheliabinsk
Wikipedia:Uharabu	Wikipédia:Vandalisme
Wikipedia:Makala zilizoombwa	Wikipédia:Articles à créer
Aghondi	Aghondi
All World: Greatest Hits	All World: Greatest Hits
All World 2	All World 2
Aisha	Aïcha
Wikipedia:Vita ya uhariri	Wikipédia:Guerre d'édition
Kiasumboa	Asumboa
Biashara	Entreprise
Instituto Federal da Bahia	École polytechnique fédérale de Bahia
Kigezo:Softredirect	Modèle:Redirection douce
Kigezo:Futa	Modèle:Suppression Immédiate
Kigeuzamawe	Arenaria (oiseau)
Bees for Development	Bees for Development
Jamii:Teknolojia	Catégorie:Technologie
Kiblang	Blang (langue)
Uongo	Mensonge
Boay Akonay	Boay Akonay
Kibondei	Bondei (langue)
Jamii:Lugha	Catégorie:Langue
Mwanafalsafa	Philosophe
Jamii:Majina ya watu	Catégorie:Prénom
Jamii:Kalenda	Catégorie:Calendrier
Jamii:Wikipedia	Catégorie:Wikipédia
Jamii:Wikipedia kwa lugha tofauti	Catégorie:Édition de Wikipédia
Wanyambo	Nyambo (langue)
Machansela wa Ujerumani	Chancelier fédéral d'Allemagne
Bovinae	Bovinae
Wikipedia:Kanusho kwa jumla	Wikipédia:Avertissements généraux
Wamaroni	Maronites
Jamii:Kurasa zenye viungo vilivyovunjika	Catégorie:Page avec des liens de fichiers brisés
Jamii:Miji ya Ulaya	Catégorie:Ville d'Europe
Jamii:Miji nchi kwa nchi	Catégorie:Ville ou commune par pays
Wikipedia:Takwimu	Wikipédia:Statistiques
Lango:Ulaya	Portail:Europe
Kigezo:Navbox	Modèle:Méta palette de navigation
Kigezo:Track listing	Modèle:Pistes
Kichuwabu	Chuwabu
Kibushi	Shibushi
Come Fly with Me	Come Fly with Me (chanson)
Haki	Justice
Wakatoliki wa Kale	Église vieille-catholique
Jamii:Miji ya Uajemi	Catégorie:Ville d'Iran
Don Keefer	Don Keefer
Kigezo:Ukweli	Modèle:Citation nécessaire
Jamii:Makala yenye mashaka	Catégorie:Article soupçonné de partialité
Jamii:Kompyuta	Catégorie:Application de l'informatique
Lango:Biografia	Portail:Biographie
Kyenjojo	Kyenjojo
Rizavu	Réserve indienne (États-Unis)
Kigezo:!	Modèle:!
Jamii:Flag templates	Catégorie:Modèle drapeau
Kigezo:!!	Modèle:!!
Kigezo:Navbar	Modèle:Tnavbar
Jamii:Formatting templates	Catégorie:Modèle de formatage
Kigezo:Okina	Modèle:Okina
Imani	Foi
Kigezo:Clear	Modèle:Clr
Kigezo:Col-break	Modèle:Col-break
Kigezo:Col-begin	Modèle:Col-début
Kigezo:Col-end	Modèle:Col-fin
Kigezo:Anchor	Modèle:Ancre
Wikipedia:Mradi wa Vigezo	Projet:Modèle
Kiluo (lugha ya Tanzania)	Luo (langue)
Kikara (Afrika ya Kati)	Fer (langue)
Wikipedia:Makala za msingi za kamusi elezo	Wikipédia:Articles vitaux
Jamii:Afrika	Catégorie:Afrique
Jamii:Julai	Catégorie:Juillet
Jamii:Dola Huru	Catégorie:État-Libre
Jamii:Rasi ya Magharibi	Catégorie:Cap-Oriental
Jamii:Gauteng	Catégorie:Gauteng
Jamii:Namba	Catégorie:Nombre
Jamii:Juni	Catégorie:Juin
Jamii:KwaZulu-Natal	Catégorie:KwaZulu-Natal
Jamii:Mpumalanga	Catégorie:Mpumalanga
Jamii:Rasi ya Kaskazini	Catégorie:Cap-du-Nord
Jamii:Biblia	Catégorie:Bible
Jamii:Limpopo	Catégorie:Limpopo
Jamii:Rasi ya Mashariki	Catégorie:Cap-Occidental
Jamii:Vitabu	Catégorie:Livre
Jamii:Miezi	Catégorie:Mois
Kigezo:Wikisource	Modèle:Wikisource
Kigezo:Babel	Modèle:Boîte Babel
Kigezo:Commons	Modèle:Commons
Kigezo:Reflist	Modèle:Références
Kifoodo	Foodo
Jamii:Hospitali	Catégorie:Centre hospitalier
UR	UR
Kigezo:Taylor Swift	Modèle:Palette Taylor Swift
Kigezo:AGO	Modèle:Angola
Jamii:Wikipedia:Mradi	Catégorie:Espace Projet
Kigezo:Mbegu	Modèle:Ébauche
Jamii:Vipindi vya kihistoria	Catégorie:Ère historique
Kigezo:User af-1	Modèle:Utilisateur af-1
Kigezo:User als-1	Modèle:Utilisateur als-1
Kigezo:User ar-1	Modèle:Utilisateur ar-1
Kigezo:User ast-1	Modèle:Utilisateur ast-1
Kigezo:User az	Modèle:Utilisateur az
Kigezo:User bar-1	Modèle:Utilisateur bar-1
Kigezo:User eo-1	Modèle:Utilisateur eo-1
Kigezo:Tazama pia	Modèle:Article connexe
Kigezo:User da-2	Modèle:Utilisateur da-2
Kigezo:User da	Modèle:Utilisateur da
Kigezo:User ca-1	Modèle:Utilisateur ca-1
Kigezo:User ca-4	Modèle:Utilisateur ca-4
Kigezo:User be-2	Modèle:Utilisateur be-2
Kigezo:User da-1	Modèle:Utilisateur da-1
Kigezo:User cs-1	Modèle:Utilisateur cs-1
Kigezo:User bg-1	Modèle:Utilisateur bg-1
Kigezo:User eo-3	Modèle:Utilisateur eo-3
Kigezo:User de	Modèle:Utilisateur de
Kigezo:User de-1	Modèle:Utilisateur de-1
Kigezo:User eu-4	Modèle:Utilisateur eu-4
Kigezo:User eu	Modèle:Utilisateur eu
Kigezo:User et-1	Modèle:Utilisateur et-1
Kigezo:User el	Modèle:Utilisateur el
Kigezo:User es-N	Modèle:Utilisateur es
Kigezo:User de-3	Modèle:Utilisateur de-3
Kigezo:User en-3	Modèle:Utilisateur en-3
Kigezo:User el-1	Modèle:Utilisateur el-1
Kigezo:User en-1	Modèle:Utilisateur en-1
Kigezo:User en-2	Modèle:Utilisateur en-2
Kigezo:User eo-2	Modèle:Utilisateur eo-2
Kigezo:User en-4	Modèle:Utilisateur en-4
Kigezo:User fi	Modèle:Utilisateur fi
Kigezo:User en-0	Modèle:Utilisateur en-0
Kigezo:User es-4	Modèle:Utilisateur es-4
Kigezo:User en	Modèle:Utilisateur en
Kigezo:User de-2	Modèle:Utilisateur de-2
Kigezo:User es-1	Modèle:Utilisateur es-1
Kigezo:User fa	Modèle:Utilisateur fa
Kigezo:User fi-1	Modèle:Utilisateur fi-1
Kigezo:User fr-1	Modèle:Utilisateur fr-1
Jamii:Utamaduni nchi kwa nchi	Catégorie:Culture par pays
Jamii:Maisha	Catégorie:Vivant
Kigezo:User gl-1	Modèle:Utilisateur gl-1
Kigezo:User ia-2	Modèle:Utilisateur ia-2
Kigezo:User hr	Modèle:Utilisateur hr
Kigezo:User hu	Modèle:Utilisateur hu
Kigezo:User id-3	Modèle:Utilisateur id-3
Kigezo:User io-3	Modèle:Utilisateur io-3
Kigezo:User it-3	Modèle:Utilisateur it-3
Kigezo:User grc-1	Modèle:Utilisateur grc-1
Kigezo:User ja-4	Modèle:Utilisateur ja-4
Kigezo:User sk	Modèle:Utilisateur sk
Kigezo:User tr-2	Modèle:Utilisateur tr-2
Kigezo:User fr-2	Modèle:Utilisateur fr-2
Kigezo:User tr	Modèle:Utilisateur tr
Kigezo:User ja	Modèle:Utilisateur ja
Kigezo:User ja-1	Modèle:Utilisateur ja-1
Kigezo:User it-1	Modèle:Utilisateur it-1
Kigezo:User hr-1	Modèle:Utilisateur hr-1
Kigezo:User fr	Modèle:Utilisateur fr
Kigezo:User gsw-1	Modèle:Utilisateur gsw-1
Jamii:Lugha za Afrika Kusini	Catégorie:Langue d'Afrique du Sud
Greatest Hits (Fugees)	Greatest Hits (album des Fugees)
Jamii:Utalii	Catégorie:Tourisme
Jamii:Lugha za Namibia	Catégorie:Langue de Namibie
Jamii:Februari	Catégorie:Février
Jamii:1957	Catégorie:1957
Jamii:1949	Catégorie:1949
Jamii:1927	Catégorie:1927
Jamii:1919	Catégorie:1919
Jamii:Wadudu	Catégorie:Insecte
Kigezo:Country data Tajikistan	Modèle:Country data Tadjikistan
Jamii:Moldova	Catégorie:Moldavie
Jamii:Azerbaijan	Catégorie:Azerbaïdjan
Kigezo:Football squad mid	Modèle:Fs mid
Jamii:Asia	Catégorie:Asie
Jamii:Chile	Catégorie:Chili
Jamii:Majimbo ya Afrika Kusini	Catégorie:Province de l'Afrique du Sud
Jamii:Karne ya 21	Catégorie:XXIe siècle
Jamii:Lesotho	Catégorie:Lesotho
Jamii:Vigezo vya ukabidhi	Catégorie:Modèle de maintenance
Jamii:User uk	Catégorie:Utilisateur uk
Jamii:Amerika Kusini	Catégorie:Amérique du Sud
Jamii:1930	Catégorie:1930
Jamii:User uk-N	Catégorie:Utilisateur uk-M
Jamii:1936	Catégorie:1936
Jamii:1947	Catégorie:1947
Jamii:1937	Catégorie:1937
Jamii:1940	Catégorie:1940
Jamii:1934	Catégorie:1934
Jamii:1960	Catégorie:1960
Jamii:1943	Catégorie:1943
Jamii:1951	Catégorie:1951
Jamii:1942	Catégorie:1942
Jamii:Mikoa ya Italia	Catégorie:Région d'Italie
Jamii:1959	Catégorie:1959
Jamii:1938	Catégorie:1938
Jamii:1928	Catégorie:1928
Jamii:1913	Catégorie:1913
Jamii:1918	Catégorie:1918
Jamii:1954	Catégorie:1954
Jamii:Malaysia	Catégorie:Malaisie
Jamii:1941	Catégorie:1941
Jamii:1955	Catégorie:1955
Jamii:1950	Catégorie:1950
Kigezo:Lang-ja	Modèle:Lang-ja
Jamii:Chakula	Catégorie:Aliment
Jamii:1921	Catégorie:1921
Jamii:1977	Catégorie:1977
Jamii:1946	Catégorie:1946
Jamii:1948	Catégorie:1948
Jamii:1932	Catégorie:1932
Jamii:1945	Catégorie:1945
Kigezo:Country data Kuwait	Modèle:Country data Koweït
Kigezo:Mod	Modèle:Mod
Jamii:1923	Catégorie:1923
Jamii:1935	Catégorie:1935
Jamii:1910	Catégorie:1910
Jamii:1917	Catégorie:1917
Jamii:1904	Catégorie:1904
Jamii:1926	Catégorie:1926
Kigezo:NowCommons	Modèle:Image sur Commons
Jamii:1907	Catégorie:1907
Jamii:1914	Catégorie:1914
Kigezo:User sv	Modèle:Utilisateur sv
Kigezo:ISO639-3 documentation	Modèle:Lien ISO 639-3
Jamii:1929	Catégorie:1929
Jamii:1920	Catégorie:1920
Kigezo:User it	Modèle:Utilisateur it
Jamii:1925	Catégorie:1925
Kigezo:User uk	Modèle:Utilisateur uk
Jamii:1905	Catégorie:1905
Jamii:1915	Catégorie:1915
Kigezo:User es-2	Modèle:Utilisateur es-2
Jamii:1908	Catégorie:1908
Kigezo:Welcome	Modèle:Bienvenue nouveau
Jamii:1901	Catégorie:1901
Jamii:1903	Catégorie:1903
Jamii:1902	Catégorie:1902
Jamii:1900	Catégorie:1900
Kigezo:WikipediaSister	Modèle:Projets Wikimedia
Jamii:1933	Catégorie:1933
Jamii:External link templates	Catégorie:Modèle créant un lien externe
Kigezo:Country data Belgium	Modèle:Country data Belgique
Jamii:1912	Catégorie:1912
Jamii:Vilabu Mpira vya Uingereza	Catégorie:Club anglais de football
Kigezo:Country data Slovakia	Modèle:Country data Slovaquie
Jamii:Vilabu Mpira vya Hispania	Catégorie:Club espagnol de football
Kigezo:Country data El Salvador	Modèle:Country data Salvador
Kigezo:Country data Panama	Modèle:Country data Panama
Jamii:1952	Catégorie:1952
Kigezo:Navy/core	Modèle:Marine de guerre/callback
Kigezo:Premier League	Modèle:Palette Équipes du championnat d'Angleterre de football D1
Kigezo:Country data Ecuador	Modèle:Country data Équateur
Kigezo:Country data Ethiopia	Modèle:Country data Éthiopie
Kigezo:Country data Tunisia	Modèle:Country data Tunisie
Kigezo:Country data Czech Republic	Modèle:Country data République tchèque
Kigezo:Country data Thailand	Modèle:Country data Thaïlande
Kigezo:Country data Cuba	Modèle:Country data Cuba
Kigezo:Country data Indonesia	Modèle:Country data Indonésie
Kigezo:Country data Cambodia	Modèle:Country data Cambodge
Kigezo:Country data Senegal	Modèle:Country data Sénégal
Kigezo:Country data Madagascar	Modèle:Country data Madagascar
Kigezo:Country data Albania	Modèle:Country data Albanie
Kigezo:Country data Peru	Modèle:Country data Pérou
Jamii:Mashirika	Catégorie:Organisation
Kigezo:Country data Paraguay	Modèle:Country data Paraguay
Kigezo:Country data Kenya	Modèle:Country data Kenya
Kigezo:Country data San Marino	Modèle:Country data Saint-Marin
Kigezo:Country data Nicaragua	Modèle:Country data Nicaragua
Kigezo:Country data Honduras	Modèle:Country data Honduras
Kigezo:Country data Uzbekistan	Modèle:Country data Ouzbékistan
Kigezo:Country data Bolivia	Modèle:Country data Bolivie
Kigezo:Country data Dominican Republic	Modèle:Country data République dominicaine
Kigezo:Country data Liechtenstein	Modèle:Country data Liechtenstein
Kigezo:Country data Togo	Modèle:Country data Togo
Kigezo:Continent-based templates	Modèle:Modèles basés continent
Jamii:Vilabu Mpira vya Ujerumani	Catégorie:Club allemand de football
Jamii:Isimu	Catégorie:Linguistique
Kigezo:Country data Haiti	Modèle:Country data Haïti
Kigezo:Country data Mali	Modèle:Country data Mali
Kigezo:Country data Latvia	Modèle:Country data Lettonie
Kigezo:Country data Malta	Modèle:Country data Malte
Kigezo:Country data Monaco	Modèle:Country data Monaco
Kigezo:Country data Denmark	Modèle:Country data Danemark
Kigezo:Country data Iceland	Modèle:Country data Islande
Kigezo:Country data Poland	Modèle:Country data Pologne
Kigezo:Wilaya za Ireland	Modèle:Palette Comté d'Irlande
Jamii:1911	Catégorie:1911
Jamii:1922	Catégorie:1922
Kigezo:ITA	Modèle:Italie
Jamii:1924	Catégorie:1924
Jamii:1906	Catégorie:1906
Kigezo:Country data Bosnia and Herzegovina	Modèle:Country data Bosnie-Herzégovine
Jamii:Vilabu Mpira	Catégorie:Club de football
Kigezo:Country data Guyana	Modèle:Country data Guyana
Jamii:Association football templates	Catégorie:Modèle football
Jamii:User fr-1	Catégorie:Utilisateur fr-1
Kigezo:Country data Norway	Modèle:Country data Norvège
Kigezo:Country data South Africa	Modèle:Country data Afrique du Sud
Kigezo:Infobox concert tour/hati	Modèle:Infobox Musique (tournée)
Kigezo:Country data Georgia	Modèle:Country data Géorgie
Kigezo:Country data Argentina	Modèle:Country data Argentine
Kigezo:Country data Uruguay	Modèle:Country data Uruguay
Kigezo:Wikiquote	Modèle:Wikiquote
Kigezo:Country data Trinidad and Tobago	Modèle:Country data Trinité-et-Tobago
Jamii:Vigezo vya Ulaya	Catégorie:Modèle Europe
Jamii:Miji ya Palestina	Catégorie:Ville de Palestine
Kigezo:Official	Modèle:Site officiel
Jamii:Wimbo wa Taifa	Catégorie:Hymne national
Kigezo:Country data Brunei	Modèle:Country data Brunei
Kigezo:Country data Sri Lanka	Modèle:Country data Sri Lanka
Kigezo:Country data Mexico	Modèle:Country data Mexique
Kigezo:Country data Greece	Modèle:Country data Grèce
Kigezo:Country data Luxembourg	Modèle:Country data Luxembourg
Kigezo:Country data Saudi Arabia	Modèle:Country data Arabie saoudite
Kigezo:MAR	Modèle:Maroc
Kigezo:Country data Croatia	Modèle:Country data Croatie
Kigezo:Afrika	Modèle:Palette Pays d'Afrique
Kigezo:MDG	Modèle:Madagascar
Jamii:Struthioniformes	Catégorie:Struthioniformes
Kigezo:Infobox uwanja wa ndege	Modèle:Infobox Aéroport
Kigezo:Country data United Arab Emirates	Modèle:Country data Émirats arabes unis
Kigezo:FWB2	Modèle:FWB
Jamii:Orodha ya mawaziri wakuu	Catégorie:Liste de chefs de gouvernement
Kigezo:Country data Morocco	Modèle:Country data Maroc
Kigezo:Country data Serbia	Modèle:Country data Serbie
Kigezo:Country data Australia	Modèle:Country data Australie
Kigezo:Football player infobox	Modèle:Infobox Footballeur
Kigezo:Country data France	Modèle:Country data France
Kigezo:Ambox	Modèle:Méta bandeau d'avertissement
Jamii:Kozi na jamaa	Catégorie:Falconiformes
Kigezo:EGY	Modèle:Égypte
Kigezo:Navigation templates	Modèle:Palette Modèles navigationnels
Jamii:Historia ya Marekani	Catégorie:Histoire des États-Unis
Jamii:Mkoa wa Okinawa	Catégorie:Préfecture d'Okinawa
Kigezo:Sanduku la habari za nchi	Modèle:Infobox Pays
Kigezo:Country data Laos	Modèle:Country data Laos
Kigezo:Infobox Kampuni ya ndege	Modèle:Infobox Compagnie aérienne
Kigezo:Wide image	Modèle:Image panoramique
Kigezo:Country data Austria	Modèle:Country data Autriche
Kigezo:Country data Nepal	Modèle:Country data Népal
Kigezo:Documentation/docname	Modèle:Documentation/docname
Kigezo:Country data Finland	Modèle:Country data Finlande
Kigezo:Country data Egypt	Modèle:Country data Égypte
Kigezo:Country data Lithuania	Modèle:Country data Lituanie
Kigezo:Userboxtop	Modèle:BUdébut
Kigezo:Country data Japan	Modèle:Country data Japon
Kigezo:TUR	Modèle:Turquie
Kigezo:Country data Netherlands	Modèle:Country data Pays-Bas
Kigezo:Kanzler	Modèle:Palette Chanceliers allemands
Kigezo:Nom	Modèle:Nom
Kigezo:Cite journal	Modèle:Article
Kigezo:Country data Azerbaijan	Modèle:Country data Azerbaïdjan
Kigezo:User browser:Mozilla Firefox	Modèle:Utilisateur Firefox
Jamii:Washairi wa Uturuki	Catégorie:Poète turc
Kigezo:Country data Czechoslovakia	Modèle:Country data Tchécoslovaquie
Kigezo:Msimu wa TV	Modèle:Infobox Saison de série télévisée
Kigezo:Country data Vietnam	Modèle:Country data Viêt Nam
Kigezo:Makala nzuri sana	Modèle:Article de qualité
Kigezo:Country data Libya	Modèle:Country data Libye
Kigezo:Country data Russia	Modèle:Country data Russie
Jamii:Waliozaliwa 1875	Catégorie:Naissance en 1875
Jamii:Waliozaliwa 1856	Catégorie:Naissance en 1856
