Afrika	Afrique
Kamov Ka-27	Kamov Ka-27
Gougheiland	Île Gough
Slag van Vukovar	Bataille de Vukovar
Montagupas	Col Montagu
Holyrood-paleis	Palais de Holyrood
Groot Basaar (Istanboel)	Grand bazar d'Istanbul
Glasgow-moltrein	Métro de Glasgow
Andrew Murray	Andrew Murray (théologien)
Outremer	Outremer (État)
Rijswijk	Ryswick
Sprot	Sprat
Yuichiro Nagai	Yuichiro Nagai
Ciudad Guayana	Ciudad Guayana
Swartstert-sandspiering	Parapercis hexophtalma
Huiskraai	Corbeau familier
Stephens-eilandrotswinterkoning	Xénique de Stephens
Arrhenius se vergelyking	Loi d'Arrhenius
Alexsandro de Souza	Alexsandro de Souza
Frans-Soedan	Soudan français
Grootoog-sambokhaai	Alopias superciliosus
Nagaina	Nagaina
11de Oscar-toekenningsaand	11e cérémonie des Oscars
14de Oscar-toekenningsaand	14e cérémonie des Oscars
Rondawel	Rondavelle
9de Oscar-toekenningsaand	9e cérémonie des Oscars
Priabonium	Priabonien
7de Oscar-toekenningsaand	7e cérémonie des Oscars
Messinium	Messinien
Aquitanium	Aquitanien
Pale	Pale (Irlande)
3de Oscar-toekenningsaand	3e cérémonie des Oscars
12de Oscar-toekenningsaand	12e cérémonie des Oscars
15de Oscar-toekenningsaand	15e cérémonie des Oscars
4de Oscar-toekenningsaand	4e cérémonie des Oscars
13de Oscar-toekenningsaand	13e cérémonie des Oscars
Andrew Wakefield	Andrew Wakefield
6de Oscar-toekenningsaand	6e cérémonie des Oscars
Tanetium	Thanétien
10de Oscar-toekenningsaand	10e cérémonie des Oscars
North Harbour-stadion	North Harbour Stadium
Rupelium	Rupélien
Burdigalium	Burdigalien
5de Oscar-toekenningsaand	5e cérémonie des Oscars
Bartonium	Bartonien
Ipresium (stratigrafie)	Yprésien
Messua (genus)	Messua
Carnuntum	Carnuntum
Rolroer	Aileron (aéronautique)
Sojoes 23	Soyouz 23
Grysborssterretjie	Sterne couronnée
Silingi	Sillings
Butare	Butare
Rekken	Rekken
Paralimpiese Winterspele 1992	Jeux paralympiques d'hiver de 1992
Caledonrivier	Caledon (rivière)
Bimmen	Bimmen
Schlosshotel Kronberg	Château-hôtel de Kronberg
Vryheidsfront Plus	Front de la liberté (Afrique du Sud)
Oos-Siberiese ekonomiese streek	Région économique de Sibérie de l'Est
Andries Hendrik Potgieter	Hendrik Potgieter
Andries Treurnicht	Andries Treurnicht
Voortrekkers	Voortrekkers
Kloosterburen	Kloosterburen
Nosiviwe Mapisa-Nqakula	Nosiviwe Mapisa-Nqakula
Dzūkija	Dzūkija
Lotharings Frankies	Francique lorrain
Kentum-tale	Isoglosse centum-satem
29ste Dinastie van Egipte	XXIXe dynastie égyptienne
Huis van Wessex	Maison de Wessex
Bahrein Wêreldhandelsentrum	Bahrain World Trade Center
Kaneelduif	Pigeon à masque blanc
Coureur de bois	Coureur des bois
Jökulsárlón	Jökulsárlón
OpenOffice.org	OpenOffice.org
Swarteend	Canard noirâtre
Visuil	Chouette-pêcheuse de Pel
Nuwe Apostoliese Kerk	Église néo-apostolique
Koekoekvalk	Baza coucou
Hollands	Hollandais
Papegaaiduif	Colombar à front nu
Maraboe	Marabout d'Afrique
Kaalwangvalk	Gymnogène d'Afrique
Geelbekbosduif	Pigeon rameron
Angolapitta	Brève d'Angola
Yoshio Okada	Yoshio Okada
Dwergvalk	Fauconnet d'Afrique
Karl-Marx-Hof	Karl Marx Hof
Gevlekte ooruil	Grand-duc africain
Rooioogtiptol	Bulbul brunoir
Shigeo Yaegashi	Shigeo Yaegashi
Anous	Anous
Ostara (fees)	Ostara
Piasensium	Plaisancien
Gekroonde neushoringvoël	Calao couronné
Lutetium (stratigrafie)	Lutétien
Steinstücken	Steinstücken
Dwergpapegaaie	Inséparable
Ricky Januarie	Enrico Januarie
Retoromaans	Langues rhéto-romanes
Prefektuur	Préfecture
Haleakalā	Haleakalā
Yoshio Kikugawa	Yoshio Kikugawa
Nederduits Gereformeerde Kerkfamilie	Église réformée néerlandaise
Gouewattel	Mimosa doré
Resessiewe geen	Transmission autosomique récessive
Pedro Rocha	Pedro Rocha
Telefotolens	Objectif de longue focale
26ste Oscar-toekenningsaand	26e cérémonie des Oscars
El Viejo	El Viejo
Nartjie	Tangerine
Outeniekwaberge	Monts Outeniqua
Huis van Normandië	Rollonides
Lys van Griekse mitologiese figure	Liste des divinités de la mythologie grecque
Hippotragus	Hippotragus
Navaleno	Navaleno
Faya-Largeau	Faya-Largeau
FC Wageningen	WVV Wageningen
Heks van Agnesi	Sorcière d'Agnesi
Richard Goldstone	Richard J. Goldstone
Haemulidae	Haemulidae
Genappe	Genappe
Verdun (Quebec)	Verdun (Montréal)
Franse nasionale rugbyspan	Équipe de France de rugby à XV
Grootteorde	Ordre de grandeur
Sharpeville-slagting	Massacre de Sharpeville
Sosiale markekonomie	Économie sociale de marché
Eiendomsagent	Agent immobilier
Prins Arthur van Connaught	Arthur de Connaught
Falling in Reverse	Falling in Reverse
Township	Township (Afrique du Sud)
Kladow	Berlin-Kladow
Diederikkie	Coucou didric
Croton	Croton (genre)
Tempranillo	Tempranillo
Witkruismuisvoël	Coliou à dos blanc
Calandrella	Calandrella
Europabrücke (Brennerautobahn)	Europabrücke
Mazda RX-8	Mazda RX-8
Mocuba	Mocuba
Los Toldos	Los Toldos (Buenos Aires)
Webb Ellis-beker	Coupe Webb Ellis
2002 Super 12-seisoen	Saison 2002 de Super 12
Köpenick	Berlin-Köpenick
22ste Oscar-toekenningsaand	22e cérémonie des Oscars
POV-Ray	POV-Ray
Portulacaceae	Portulacaceae
Sewe Susters (Moskou)	Gratte-ciel stalinien
Stellenbosch Plaaslike Munisipaliteit	Stellenbosch (municipalité)
Karnak	Karnak
Worsboom	Arbre à saucisses
Peter Sutcliffe	Peter Sutcliffe
Walvisgesang	Chant des baleines
Tatsuya Tanaka	Tatsuya Tanaka
Dupleksdruk	Bichromie
Geelspikkel-klitsvis	Cyclichthys spilostylus
Mamadou Bah	Mamadou Bah
Oostendorp	Oostendorp
Swart Mis	Messe noire
SG Wattenscheid 09	SG Wattenscheid 09
Taalverandering	Changement linguistique
Seeduifstormvoël	Damier du Cap
KFC	Kentucky Fried Chicken
Westervoort	Westervoort
Jules Porgès	Jules Porgès
Elegante sterretjie	Sterne élégante
Lorsch	Lorsch
Vlag van Réunion	Drapeau de La Réunion
Rathenow	Rathenow
Queen Elizabeth Olympic Park	Parc olympique de Londres
Kaapse tiptol	Bulbul du Cap
Grootbruinsterretjie	Noddi brun
Oedjidji	Ujiji
Vlag van Dallas	Drapeau de Dallas
SpVgg Bayreuth	SpVgg Bayreuth
Koeweit Internasionale Lughawe	Aéroport international de Koweït
Knoop (tou)	Nœud (lien)
Holografie	Holographie
Kleinpelikaan	Pélican gris
Rhenoy	Rhenoy
Witpylstert	Phaéton à bec jaune
Ira Allen	Ira Allen
Kliënt (rekenaar)	Client (informatique)
H I-gebied	Région HI
Karl Bremer	Karl Bremer
Wynand Olivier	Wynand Olivier
Ronaldo Luiz Nazario da Lima	Ronaldo (football)
Bunny Yeager	Bunny Yeager
Mirian III van Iberië	Mirvan III d'Ibérie
Witrugeend	Dendrocygne à dos blanc
Nissan Tiida	Nissan Tiida
Bontkwikkie	Bergeronnette pie
Lys van eilande van die Middellandse See	Liste des îles de la mer Méditerranée
Rhaetium	Rhétien
Atsuhiro Miura	Atsuhiro Miura
Charl Schwartzel	Charl Schwartzel
Audi TT	Audi TT
Tafelbaai	Baie de la Table
Moodswinger	Moodswinger
Roos (kleur)	Rose vif
Millingen aan de Rijn	Millingen aan de Rijn
Alfred Bithini Xuma	Alfred Xuma
Ford Bronco	Ford Bronco
Waratahs (Superrugbyspan)	Waratahs
Osjana	Oshana
Internasionale Klein-blou	International Klein Blue
Universiteit van die Witwatersrand	Université du Witwatersrand
Geelbekeend	Canard à bec jaune
Vlei-uil	Hibou du Cap
Hohhot	Hohhot
Carletonville	Carletonville
Kleinbekbaars	Micropterus dolomieu
Anna van Boergondië	Anne de Bourgogne (1404-1432)
Smithse rooiklipkonyn	Pronolagus rupestris
Dives-sur-Mer	Dives-sur-Mer
70ste Oscar-toekenningsaand	70e cérémonie des Oscars
Victoria	Victoria
Die Stem van Suid-Afrika	Die Stem van Suid-Afrika
Prenzlau	Prenzlau
Bernau im Schwarzwald	Bernau im Schwarzwald
Federale stad	Ville fédérale
Rheinsberg	Rheinsberg
Duitse Toekomsprys	Prix allemand de l'avenir
Wilhelminisme	Wilhelminisme
Schule Schloss Salem	Schule Schloss Salem
Reitwein	Reitwein
VfL Oldenburg	VfL Oldenburg
Toepaslike tegnologie	Technologie intermédiaire
Krater	Cratère
Helluland	Helluland
Dún Laoghaire-Rathdown	Comté de Dun Laoghaire-Rathdown
Maria Wladimirowna van Rusland	Maria Vladimirovna de Russie
Hotter Than Hell	Hotter Than Hell
Jimmy Kruger	Jimmy Kruger
Argeïese Dinastie	Argéades
Knysnaruigtesanger	Bouscarle de Knysna
Grieke	Grecs
Pylstertrooibekkie	Veuve royale
ICD-10 Hoofstuk XII: Siektes van die vel en onderhuidse weefsel	CIM-10 Chapitre 12 : Maladies de la peau et du tissu cellulaire sous-cutané
Antennariidae	Antennariidae
Pliensbachium	Pliensbachien
Phumzile Mlambo-Ngcuka	Phumzile Mlambo-Ngcuka
Clamator	Clamator
Paradysvlieëvanger	Tchitrec d'Afrique
Anglo American-korporasie	Anglo American
Rooiduiker	Cephalophus natalensis
Tropiese grysbok	Raphicerus sharpei
Uli Aschenborn	Uli Aschenborn
Gewone Blousysie	Cordonbleu d'Angola
Styx	Styx
Bloukeelsuikerbekkie	Souimanga de Reichenow
Reaksieproduk	Produit de réaction
Polonie	Baloney
SG Rooiwit Frankfurt	Rot-Weiss Francfort
Jamesonse rooiklipkonyn	Pronolagus randensis
52ste Oscar-toekenningsaand	52e cérémonie des Oscars
Ryuichi Sugiyama	Ryuichi Sugiyama
Lavazza	Lavazza
Orchomenos	Orchomène (Béotie)
Roes (kleur)	Rouille (couleur)
Angssteuring	Trouble anxieux
2011 Verenigde Nasies se Klimaatberaad	Conférence de Durban sur les changements climatiques
Beginsel van middelmatigheid	Principe de médiocrité
41ste Oscar-toekenningsaand	41e cérémonie des Oscars
Mosjesj II	Moshoeshoe II du Lesotho
Leo Belgicus	Lion Belgique
Basterhartbees	Sassabi
Stębark	Stębark
Irakse Oorlog	Guerre d'Irak
Pejoratief	Péjoratif
Kasimovium	Kasimovien
Parker Pen Maatskappy	Parker (stylo)
Gymnuridae	Gymnuridae
André Pretorius	Andre Pretorius
Groot Lawra (Athos)	Monastère de la Grande Laure de l'Athos
Termiet	Termite
Pous Anicetus	Anicet (pape)
Potlood-doktervis	Acanthurus dussumieri
Angolaswael	Hirondelle d'Angola
Lampriformes	Lampridiformes
Blouband snapper	Lutjanus kasmira
Robert John Lange	Robert Lange
Patriarg Pimen van Moskou	Pimène de Moscou
Patriarg Aleksi I van Moskou	Alexis Ier de Moscou
Iolo Morganwg	Iolo Morganwg
Rudolph Lewis	Rudolph Lewis
Jacques Freitag	Jacques Freitag
Patriarg Filaret van Moskou	Fédor Romanov
Tielman Susato	Tielman Susato
Robert Monroe	Robert Monroe
Patrick Wolf	Patrick Wolf
Christiaan de Wet	Christiaan de Wet
Jaroslaf III van Twer	Iaroslav III de Vladimir
Pietro I Candiano	Pietro Ier Candiano
Joeri II van Wladimir	Iouri II de Vladimir
Ariamnes	Ariamne II
Mark Phillips	Mark Phillips
Josia Thugwane	Josia Thugwane
Nelson Algren	Nelson Algren
Eben Dönges	Theophilus Dönges
Kurt Darren	Kurt Darren
Bertrand van Tripoli	Bertrand de Saint-Gilles
Chris Hani	Chris Hani
Wasili van Kostroma	Vassili Ier de Vladimir
Sveinbjörn Sveinbjörnsson	Sveinbjörn Sveinbjörnsson
Witborskormorant	Cormoran à poitrine blanche
Eric Louw	Eric Louw
Salvelinus	Salvelinus
Luis Garavito	Luis Garavito
Anisium	Anisien
Bruinslangarend	Circaète brun
GUM	Goum
Makoto Tanaka	Makoto Tanaka
Yeovil	Yeovil
Jeff Stryker	Jeff Stryker
Zuid-Afrikaansche Republiek	République sud-africaine du Transvaal
Timocharis	Timocharis d'Alexandrie
Stowe, Vermont	Stowe (Vermont)
Cisticolidae	Cisticolidae
Swjatoslaf III van Wladimir	Sviatoslav IV Vladimirski
Ethan Allen	Ethan Allen
Fusui	Xian de Fusui
Nieuwe Republiek	Nieuwe Republiek
Spoegbakkie	Crachoir
SAP (maatskappy)	SAP (entreprise)
Maxime Verhagen	Maxime Verhagen
Coen Moulijn	Coen Moulijn
Wouter Bos	Wouter Bos
Mangosuthu Buthelezi	Mangosuthu Buthelezi
Ryksdaalder	Rixdale
Yamato klas slagskip	Classe Yamato
Hipparcos	Hipparcos
Anaërobiese vertering	Méthanisation
Jefgeni Woetsjetitsj	Evgueni Voutchetitch
Ankoù	Ankou
Gevlekte lyster	Merle litsitsirupa
MedlinePlus	MedlinePlus
Al Hamra-toring	Al Hamra Tower
CANDU-reaktor	Réacteur CANDU
Per capita	Per capita
Keisuke Tsuboi	Keisuke Tsuboi
Masahiko Inoha	Masahiko Inoha
Gotoku Sakai	Gōtoku Sakai
Masashi Motoyama	Masashi Motoyama
Hideo Hashimoto	Hideo Hashimoto
Ruy Ramos	Ruy Ramos
Naotake Hanyu	Naotake Hanyu
Daigo Kobayashi	Daigo Kobayashi
Tomoaki Makino	Tomoaki Makino
Shuichi Gonda	Shūichi Gonda
Hiroki Sakai	Hiroki Sakai
Shusaku Nishikawa	Shūsaku Nishikawa
Keita Suzuki	Keita Suzuki
Kensuke Nagai	Kensuke Nagai
Ryuji Bando	Ryuji Bando
Satoru Yamagishi	Satoru Yamagishi
Yuzo Kurihara	Yuzo Kurihara
Takuya Honda	Takuya Honda
Yasuhiko Okudera	Yasuhiko Okudera
Carrot Top	Carrot Top
Michiel de Swaen	Michel de Swaen
Gobiesocidae	Gobiesocidae
Glimpen	Surligneur
Rooibekvuurvinkie	Amarante du Sénégal
Joan Fuster	Joan Fuster
Konstantyn van Rostof	Constantin Vladimirski
Pik Botha	Pik Botha
Louis Oosthuizen	Louis Oosthuizen
Thomas Bain	Thomas Charles John Bain
Joe Slovo	Joe Slovo
Raymond-Rogier Trencavel	Raimond-Roger Trencavel
Johnny Clegg	Johnny Clegg
Patriarg Hermogenes van Moskou	Hermogène (patriarche de Moscou)
Panke	Panke
Domkerk van Limburg	Cathédrale Saint-Georges (Limbourg)
Königsberger Klopse	Königsberger Klopse
Queen's House	Maison de la Reine
Falkland-paleis	Palais de Falkland
Ekonomiese streke van Rusland	Régions économiques de Russie
Clarence House	Clarence House
Marlborough House	Marlborough House
Lys van vrye sagteware	Liste de logiciels libres
Eni	ENI (entreprise)
Epirus	Épire
SSVg Velbert	SSVg Velbert 02
SpVgg Erkenschwick	SpVgg Erkenschwick
FSV Budissa Bautzen	FSV Budissa Bautzen
Solms	Solms
Heider SV	Heider SV
HSV Barmbek-Uhlenhorst	HSV Barmbek-Uhlenhorst
SC 07 Idar-Oberstein	SC 07 Idar-Oberstein
Lichterfelder FC	Lichterfelder FC Berlin
Würzburger FV	Würzburger FV
BFV Hassia Bingen	BFV Hassia Bingen
Hammer SpVg	Hammer SpVg
U 107	Unterseeboot 107 (1940)
FV Motor Eberswalde	FV Motor Eberswalde
THTR-300	THTR-300
Eintracht Bad Kreuznach	SG Eintracht 02 Bad Kreuznach
Wildau	Wildau
VfL Halle 1896	VfL 1896 Halle
FV Engers 07	FV Engers 07
FC 08 Villingen	FC 08 Villingen
Goue Bul	Bulle d'or (1356)
Anortosiet	Anorthosite
Kalabrium	Calabrien
Newton (dubbelsinnig)	Newton
Ysterhout	Olea capensis
Bonner SC	Bonner SC
Aandete	Souper
Fynblaarrooihout	Ochna serrulata
Osmeriformes	Osmeriformes
Bröhan-Museum	Musée Bröhan
Lutherroos	Rose de Luther
Woudpapegaai	Perroquet robuste
Kronberg im Taunus	Kronberg im Taunus
Eschborn	Eschborn
Königstein im Taunus	Königstein im Taunus
Omringklank	Son multicanal
Baotou	Baotou
Cursorius	Cursorius
Spookvoël	Gladiateur de Blanchot
Grootgeelpootruiter	Grand Chevalier
Editors	Editors
Paralimpiese Somerspele 1960	Jeux paralympiques d'été de 1960
Polihierax	Polihierax
Chifeng	Chifeng
46ste Oscar-toekenningsaand	46e cérémonie des Oscars
Suidpoolroofmeeu	Labbe de McCormick
Antarktiese pêrelkruid	Sagine antarctique
SV Babelsberg 03	SV Babelsberg 03
Mogontiacum	Mogontiacum
Guigang	Guigang
Breëbalk-vuurvis	Pterois antennata
Yulin	Yulin (Guangxi)
Hezhou	Hezhou
Chongzuo	Chongzuo
Beeskow	Beeskow
Mount Washington, New Hampshire	Mont Washington (New Hampshire)
8 Canada Square	8 Canada Square
Bram Fischer	Bram Fischer
Ptolemaida	Ptolemaïda
Boundary Peak	Pic Boundary
Jesberg	Jesberg
ǀǀKaras	Karas
Mount Mansfield	Mont Mansfield
Ochna	Ochna
Clariidae	Clariidae
Ophidiiformes	Ophidiiformes
Heerenveen	Heerenveen
Princeton, Illinois	Princeton (Illinois)
Anticosti	Île d'Anticosti
Alaotra-dobbertjie	Grèbe roussâtre
Groot geelstert	Sériole couronnée
Upington	Upington
Rkatsiteli	Rkatsiteli
Takahiro Futagawa	Takahiro Futagawa
Emsium	Emsien
Swaelstertbyvreter	Guêpier à queue d'aronde
Wladiwostok Internasionale Lughawe	Aéroport international de Vladivostok
Oplegnathidae	Oplegnathidae
Basotho	Basotho
Langstertflap	Euplecte à longue queue
Kleinotter	Loutre à cou tacheté
Trappe van vergelyking	Degré de comparaison
Persingen	Persingen
56ste Golden Globe-toekenningsaand	56e cérémonie des Golden Globes
Astronomiese Sterrewag van Molėtai	Observatoire astronomique de Moletai
Michiyo Taki	Michiyo Taki
Suid-Afrikaanse algemene verkiesing van 1953	Élections générales sud-africaines de 1953
Explosions in the Sky	Explosions in the Sky
Haselneut	Noisette
Universiteit van Jyväskylä	Université de Jyväskylä
Groenkolpensie	Sénégali vert
Sogdiese alfabet	Alphabet sogdien
Balju	Shérif
Asante Kotoko FC	Asante Kotoko Football Club
Drie (sport)	Essai (rugby à XV)
Epiese Siklus	Cycle troyen
Elisha Scott	Elisha Scott
Suiwer stof	Corps pur
Londen-maraton	Marathon de Londres
Priacanthidae	Priacanthidae
Boeing B-50 Superfortress	Boeing B-50 Superfortress
Funksionaal	Fonctionnelle
Weerhaan-varkvis	Bodianus axillaris
Heropwekkingremme	Frein dynamique
Slimmerd (sagteware)	Assistant (logiciel)
Nkulunkulu Mnikati wetibusiso temaSwati	Nkulunkulu Mnikati wetibusiso temaSwati
Dipterocarpaceae	Dipterocarpaceae
Oos-Anglia	Est-Anglie
Celaya	Celaya
OTDR	Optical Time Domain Reflectometer
Pruimanemoon	Actinia equina
Vasai-Virar	Vasai-Virar
Draadvinvlindervis	Poisson-papillon jaune
Minoru Kobata	Minoru Kobata
Dilsen-Stokkem	Dilsen-Stokkem
Fringilla	Fringilla
Coetzee	Coetzee
Anti-inflammatoriese middel	Anti-inflammatoire
Kiel	Quille (bateau)
Bagshot Park	Bagshot Park
Borsbeeld van Nefertiti	Buste de Néfertiti
Kaapse grensoorloë	Guerres cafres
Hiroshige Yanagimoto	Hiroshige Yanagimoto
Pêrel-vlindervis	Chaetodon madagaskariensis
Stedum	Stedum
Rooibeksysie	Astrild ondulé
Tarotkaarte	Tarot
20ste Dinastie van Egipte	XXe dynastie égyptienne
Alcelaphus	Alcelaphus
Desember-moorde	Massacres de décembre 1982
Motohiro Yamaguchi	Motohiro Yamaguchi
Arp 271	Arp 271
Redcliff	Redcliff (Zimbabwe)
Ban Chiang	Ban Chiang
Groot-Atlas	Haut Atlas
Kaptein (sport)	Capitaine (sport)
Jeffreysbaai	Jeffreys Bay
Edelmetaal	Métal noble
Rottnest-eiland	Rottnest Island
Biltmore House	Domaine Biltmore
Lys van kardinale aangestel deur Pous Benedictus XV	Liste des cardinaux créés par Benoît XV
Griete	Limosa (genre)
Subiaco Ovaal	Subiaco Oval
Madona	Madona
Entebbe Internasionale Lughawe	Aéroport international d'Entebbe
Conodonta	Conodonta
Chiefs (Superrugbyspan)	Chiefs (rugby à XV)
Vaalhaai	Galeorhinus galeus
Seelow	Seelow
Birkenwerder	Birkenwerder
Sukoró	Sukoró
Koffervis	Ostracion cubicus
Witwatersrand	Witwatersrand
Tsjernobog	Tchernobog
Jotunheimen	Jotunheimen
Türkiyemspor Berlyn	Türkiyemspor Berlin
Agiou Panteleimonos-klooster	Monastère Saint-Panteleimon (Athos)
Monodactylidae	Monodactylidae
Dynasty	Dynasty (album)
Cocteau Twins	Cocteau Twins
Sachi Kagawa	Sachi Kagawa
Slag van Falkirk (1298)	Bataille de Falkirk (1298)
Edward VIII van die Verenigde Koninkryk	Édouard VIII
Fontanka	Fontanka
Melissa rekenaarwurm	Melissa (ver informatique)
Moika	Moïka
Dickinsonse grysvalk	Faucon de Dickinson
Panzergrenadier	Panzergrenadier
Armed Assault	ArmA: Armed Assault
Kredietkrisis	Resserrement du crédit
Johan Cruijff Schaal	Supercoupe des Pays-Bas de football
Gekuifde pikkewyne	Eudyptes
Paralimpiese Winterspele 2002	Jeux paralympiques d'hiver de 2002
Kroonarend	Aigle couronné
Suid-Afrikaanse algemene verkiesing van 2009	Élections générales sud-africaines de 2009
Piet Cronje	Piet Cronje
Wuchiapingium	Wuchiapingien
Anton Mauve	Anton Mauve
Triglaf	Triglav (mythologie)
Geelblestinker	Barbion à front jaune
Droompop	Dream pop
Drywingselektronika	Électronique de puissance
Molnija	Molnia (satellite)
Dewetsdorp	Dewetsdorp
Grootheuningwyser	Grand Indicateur
Reine	Reine (Norvège)
Anton Rupert	Anton Rupert
Wamel	Wamel
Filippynse kikkerbek	Podarge des Philippines
Witvlerkkorhaan	Outarde à miroir blanc
KwaZulu	KwaZulu
Mandurah	Mandurah
Boeing Insitu ScanEagle	Boeing ScanEagle
Veelvoudige ster	Système stellaire
Neotis	Neotis
Wumpscut:	Wumpscut:
Roberto Rosales	Roberto Rosales
Masjonaland-Sentraal	Mashonaland central
DualDisc	Dualdisc
Butch James	Butch James
Empordà	Empordà
CSS Alabama	CSS Alabama
Okahandja	Okahandja
Patriarg Josef van Moskou	Joseph I (patriarche de Moscou)
Sitvlugbal	Volley-ball (handisport)
Ravenswaaij	Ravenswaaij
Bigos	Bigos
Lys van kardinale aangestel deur Pous Pius VII	Liste des cardinaux créés par Pie VII
Robert Ebersohn	Robert Ebersohn
Verklaring van Arbroath	Déclaration d'Arbroath
Kaizers Orchestra	Kaizers Orchestra
Monodactylus	Monodactylus
Macronectes	Macronectes
Mont-aux-Sources	Mont-aux-Sources
Paralimpiese Somerspele 1984	Jeux paralympiques d'été de 1984
Witrugstrandloper	Bécasseau à croupion blanc
Kakiebos	Tagetes minuta
Ierse nasionale rugbyspan	Équipe d'Irlande de rugby à XV
Outopoiëse	Autopoïèse
Perca	Perca (poisson)
Vis (voedsel)	Poisson (aliment)
Koji Miyata	Koji Miyata
Sperrins	Sperrins
Kalkbaai	Kalk Bay
Okinawa	Okinawa (île)
Thiès	Thiès
Kasama	Kasama
Hiroki Mizumoto	Hiroki Mizumoto
Wandelende Jood	Tradescantia fluminensis
Masvingo	Masvingo
Donald Currie	Donald Currie
Athol Fugard	Athol Fugard
Shuhei Terada	Shuhei Terada
Yutaka Ikeuchi	Yutaka Ikeuchi
Micralestes	Micralestes
Katsuyoshi Shinto	Katsuyoshi Shinto
Swartstertwalvisvoël	Prion colombe
Brilmalgas	Fou masqué
Melianthaceae	Melianthaceae
Oorlogsvlag	Drapeau de guerre
HMS Ark Royal	HMS Ark Royal
Swartrugmalmok	Albatros à sourcils noirs
Eros	Éros (homonymie)
43ste Golden Globe-toekenningsaand	43e cérémonie des Golden Globes
Gewone Melba	Beaumarquet melba
Shkval	VA-111 Chkval
Krommepassing	Ajustement de courbe
Georges-rivier	Georges River
Oceanodroma	Oceanodroma
Paneuropese Unie	Union paneuropéenne internationale
Premier Sokkerliga	Championnat d'Afrique du Sud de football
Ryuzo Shimizu	Ryuzo Shimizu
Witvlerkflap	Euplecte à épaules blanches
Kazanse Kremlin	Kremlin de Kazan
Spiesneus-rog	Rostroraja alba
Ligpers	Mauve (couleur)
Edelhert-grotmense	Hominidé de Maludong
Universiteit van Pretoria	Université de Pretoria
Heqet	Héqet
Sed-fees	Fête-Sed
Saint-Germain-des-Prés	Quartier Saint-Germain-des-Prés
Vlag van Sint Maarten	Drapeau de Saint-Martin (Royaume des Pays-Bas)
Evangelie volgens Maria	Évangile de Marie
Potchefstroom	Potchefstroom
British Rail	British Rail
Brumbies (Superrugbyspan)	Brumbies
Tete (provinsie)	Province de Tete
Grootegast	Grootegast
Bontkwartel	Caille arlequin
Gouina Waterval	Chutes de Gouina
Mount Isa	Mount Isa
Tetrakwark	Tétraquark
Bukan	Bukan
Kings Park-stadion	Kings Park Stadium
Stephen Fry	Stephen Fry (rugby à XV)
Enkelgroendoring	Balanites aegyptiaca
Arena da Baixada	Stade Joaquim-Américo-Guimarães
Kardinaalspeg	Pic cardinal
Gewone stormswael	Océanite de Wilson
Pastorie	Presbytère
Sopwith Camel	Sopwith Camel
Taboelie	Taboulé
Orlando Pirates FC	Orlando Pirates Football Club
27ste Oscar-toekenningsaand	27e cérémonie des Oscars
Shosholoza	Shosholoza
Kwaliteitsbestuurstelsel	Système de management de la qualité
Tacuinum Sanitatis	Tacuinum sanitatis
Streke van Namibië	Régions de la Namibie
Ladybrand	Ladybrand
Fesenjan	Fesendjan
Sjtetl	Shtetl
Waaierstertmeerkat	Xerus inauris
Russiese Verre-Ooste	Extrême-Orient russe
Merlucciidae	Merlucciidae
Bruinarend	Aigle de Wahlberg
Langsnawelpikkewyne	Pygoscelis
Hiperoniem	Hyperonymie
System/360	IBM 360 et 370
Georgiese nasionale rugbyspan	Équipe de Géorgie de rugby à XV
Uranometria	Uranometria
Sportvriende Siegen	Sportfreunde Siegen
Trompetvisse	Aulostomidae
Libuše	Libuše
Buffelwewer	Alecto à bec rouge
Queenstown	Queenstown (Cap-Oriental)
Eerste divisie	Championnat des Pays-Bas de football D2
Poederoijen	Poederoijen
49ste Oscar-toekenningsaand	49e cérémonie des Oscars
Nissan Armada	Nissan Armada
Opritsjnina	Opritchnina
Okrosjka	Okrochka
Kleinwindswael	Martinet des maisons
Chtoniese gode	Divinités grecques chthoniennes
Elektronewel	Pollution électromagnétique
Ventersdorp Plaaslike Munisipaliteit	Ventersdorp
Pofadder-skaamooghaai	Haploblepharus edwardsii
Serzj Sarkisian	Serge Sargsian
Chris Chameleon	Chris Chameleon
President (use case)	Cas d'utilisation
Rotsspringers	Chaetopidae
Daiki Takamatsu	Daiki Takamatsu
Champ-de-Mars (Montreal)	Le champ de Mars (Montréal)
Ken Naganuma	Ken Naganuma
Malmokke	Thalassarche
Wahoo	Thazard noir
Yasuo Suzuki	Yasuo Suzuki
Bontpaling	Murène étoilée
25ste Oscar-toekenningsaand	25e cérémonie des Oscars
Emberiza	Emberiza
Chrysobalanaceae	Chrysobalanaceae
Terminale snelheid	Vitesse terminale
Alcelaphinae	Alcelaphinae
Heerde	Heerde
Sjokoladedip	Chromis dimidiata
Mochudi	Mochudi
Uppsala General Catalogue of Galaxies	Uppsala General Catalogue
W.G. Grace	W. G. Grace
Verdrag van Guadalupe Hidalgo	Traité de Guadeloupe Hidalgo
Eisuke Nakanishi	Eisuke Nakanishi
Perkūnas	Perkūnas
Stephen Amell	Stephen Amell
Nederlandse Wes-Indiese Kompanjie	Compagnie néerlandaise des Indes occidentales
